Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Lenses / Mirrors?,Single-Axis Tracking?,Dual-Axis Tracking?,Fixed Tilt?,Parabolic Trough?,Linear Fresnel?,Power Tower?,Dish Engine?,Other Solar Technology?,DC Net Capacity (MW),Crystalline Silicon?,Thin-Film (CdTe)?,Thin-Film (A-Si)?,Thin-Film (CIGS)?,Thin-Film (Other)?,Other Materials?
59217,"CBC Alternative Energy, LLC",59451,CBC Solar Energy Gen Fac Phase 2,NC,Wake,PV2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.5,2.5,2.5,12,2013,,,,Y,,,,,,3.1,Y,,,,,
59220,"Valencia Solar, LLC",59454,Valencia Solar,AZ,Pima,VALEN,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,6,2013,,Y,,,,,,,,12.7,Y,,,,,
59221,"Tech Park Solar, LLC",59455,Tech Park Solar,AZ,Pima,TECHP,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,12,2012,,Y,,,,,,,,6.6,Y,,,,,
59223,"BFI Waste Systems of GA, LLC",59459,Hickory Ridge Landfill Solar Project,GA,DeKalb,5088,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,9,2011,,,,Y,,,,,,1,,,Y,,,
59229,Denver Int'l Airport IV Solar,59462,Denver Intl Airport IV Solar,CO,Adams,DIA4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.0,0.5,7,2014,,,,Y,,,,,,2,Y,,,,,
59230,"DESRI V Mass Solar Holdco, LLC",59463,Ayers Village Solar,MA,Essex,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,6,2014,,,,Y,,,,,,2.4,Y,,,,,
59230,"DESRI V Mass Solar Holdco, LLC",59464,Monson Solar,MA,Hampden,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,3.0,3.0,7,2014,,,,Y,,,,,,3.6,Y,,,,,
59230,"DESRI V Mass Solar Holdco, LLC",59465,Sullivan Solar,MA,Bristol,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,8,2014,,,,Y,,,,,,2,Y,,,,,
59230,"DESRI V Mass Solar Holdco, LLC",59466,Winchendon Solar,MA,Worcester,3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.9,1.9,1.9,4,2014,,,,Y,,,,,,2.4,Y,,,,,
59232,Kearsarge Solar LLC,59468,KS Solar Six LLC,MA,Worcester,HUBB,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.5,2.0,2.0,12,2013,,,,Y,,,,,,2.5,Y,,,,,
58468,Dominion Renewable Energy,59469,Alamo Solar,CA,San Bernardino,ALAMO,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,5,2015,,Y,,,,,,,,23.7,Y,,,,,
59237,"Ulysses Solar, LLC",59470,Cornell Snyder Road Solar Array,NY,Tompkins,CSR1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.8,1.8,1.4,11,2014,,,,Y,,,,,,1.8,Y,,,,,
57369,"Apple, Inc",59472,Ft. Churchill PV,NV,Lyon,NVC7,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,19.9,19.9,6.4,5,2015,Y,Y,,,Y,,,,,20.3,Y,,,,,
57369,"Apple, Inc",59474,Apple Data Center PV3,NC,Catawba,DCPV3,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,17.5,17.5,1.6,12,2015,,Y,,,,,,,,21.9,Y,,,,,
59240,"Clarendon Solar Farm, LLC",59476,Clarendon Solar Farm,VT,Rutland,VT001,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,7,2014,,,,Y,,,,,,2.4,Y,,,,,
59241,Claire Solar Partners LLC,59477,Claire Solar Farm,VT,Chittenden,CSF1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.2,2.2,1.3,7,2014,,,Y,,,,,,,2.2,Y,,,,,
9234,Indiana Municipal Power Agency,59478,IMPA Richmond Solar Park,IN,Wayne,SRICH,OP,Solar Photovoltaic,PV,Electric Utility,1,1.0,1.0,0.8,9,2014,,Y,,,,,,,,1.2,Y,,,,,
9234,Indiana Municipal Power Agency,59479,IMPA Frankton Solar Park,IN,Madison,SFRAN,OP,Solar Photovoltaic,PV,Electric Utility,1,1.0,1.0,0.8,7,2014,,,,Y,,,,,,1.2,Y,,,,,
9234,Indiana Municipal Power Agency,59480,IMPA Rensselaer Solar Park,IN,Jasper,SRENS,OP,Solar Photovoltaic,PV,Electric Utility,1,1.0,1.0,0.8,5,2014,,,,Y,,,,,,1.2,Y,,,,,
9234,Indiana Municipal Power Agency,59481,IMPA Peru Solar Park,IN,Miami,SPERU,OP,Solar Photovoltaic,PV,Electric Utility,1,3.0,3.0,2.4,8,2015,,,,Y,,,,,,3.7,Y,,,,,
9234,Indiana Municipal Power Agency,59482,IMPA Tell City Solar Park,IN,Perry,STELL,OP,Solar Photovoltaic,PV,Electric Utility,1,1.0,1.0,0.8,7,2015,,,,Y,,,,,,1.3,Y,,,,,
9234,Indiana Municipal Power Agency,59483,IMPA Crawfordsville Solar Park,IN,Montgomery,SCRAW,OP,Solar Photovoltaic,PV,Electric Utility,1,3.0,3.0,2.4,9,2015,,,,Y,,,,,,3.7,Y,,,,,
59254,NuGen Capital Management,59484,"Hadley Solar, LLC",MA,Hampshire,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,2.0,1.0,7,2014,,,,Y,,,,,,2.9,Y,,,,,
59254,NuGen Capital Management,59485,"265 Pleasant Solar NG, LLC",MA,Worcester,PV2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.2,0.8,0.3,7,2014,,,,Y,,,,,,1.2,Y,,,,,
59246,Highwater Solar I,59487,Highwater Solar I,NC,Wayne,HIGHW,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.9,4.9,4.9,12,2015,,,,Y,,,,,,6.4,Y,,,,,
59244,GEM Energy LLC,59489,Anthony Wayne Solar #1,OH,Lucas,AWS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.7,1.7,1.2,6,2014,,,,Y,,,,,,2.1,,Y,,,,
59252,GRE 314 East Lyme LLC,59495,Antares-GRE 314 East Lyme LLC,CT,New London,GRE01,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.0,4.0,4.0,6,2014,,,,Y,,,,,,5,Y,,,,,
59855,Andrew Solar LLC,59497,Andrew Solar,NC,Craven,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,12,2015,,,,Y,,,,,,6.4,Y,,,,,
59854,Tracy Solar LLC,59498,Tracy Solar,NC,Nash,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,12,2015,,,,Y,,,,,,15,Y,,,,,
59278,"Sarah Solar, LLC",59500,Sarah Solar,NC,Franklin,SARAH,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,7,2015,,,,Y,,,,,,6.3,Y,,,,,
59279,"Nitro Solar, LLC",59501,Nitro Solar,NC,Johnston,NITRO,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,7,2015,,,,Y,,,,,,6.2,Y,,,,,
60008,Melinda Solar LLC,59502,Melinda Solar,NC,Vance,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,8,2015,,,,Y,,,,,,6.2,Y,,,,,
60009,Porter Solar LLC,59504,Porter Solar,NC,Craven,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,8,2015,,,,Y,,,,,,6,Y,,,,,
59904,Sun Devil Solar LLC,59505,Sun Devil Solar,NC,Warren,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,12,2015,,,,Y,,,,,,6.2,Y,,,,,
60010,Quincy Solar LLC,59506,Quincy Solar,NC,Cumberland,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.0,4.0,4.0,11,2015,,,,Y,,,,,,5.2,Y,,,,,
58970,"Ecoplexus, Inc",59519,Old Catawba PV 1,NC,Catawba,OLDC,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.5,3.5,3.5,12,2015,,,,Y,,,,,,5,Y,,,,,
58970,"Ecoplexus, Inc",59521,Little River PV 1,NC,Randolph,LTLRV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,12,2015,,,,Y,,,,,,7,Y,,,,,
59261,"Colonial Eagle Solar, LLC",59526,Whitakers,NC,Nash,WHIT1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,12.0,12.0,12.0,12,2015,,Y,,,,,,,,16.8,Y,,,,,
59261,"Colonial Eagle Solar, LLC",59527,Kelford,NC,Bertie,KELF1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,12,2015,,Y,,,,,,,,30,Y,,,,,
59261,"Colonial Eagle Solar, LLC",59530,Pasquotank,NC,Pasquotank,PASQ1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,12,2014,,Y,,,,,,,,28,Y,,,,,
59277,"ESA Princeton NC, LLC",59533,Princeton,NC,Johnston,PRCTN,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,7,2015,,,,Y,,,,,,6.5,Y,,,,,
59276,"ESA Four Oaks NC 1, LLC",59534,4Oaks,NC,Johnston,4OAKS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,7,2015,,,,Y,,,,,,6.5,Y,,,,,
59274,"SR Hazlehurst, LLC",59535,SR Hazlehurst,GA,Jeff Davis,HAZLE,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,11,2015,,,,Y,,,,,,27.4,Y,,,,,
59275,CF SBC Master Tenant One LLC,59536,Coronus Adelanto West 1,CA,San Bernardino,AWI,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,1,2015,,,,Y,,,,,,1.8,Y,,,,,
59275,CF SBC Master Tenant One LLC,59537,Coronus Adelanto West 2,CA,San Bernardino,AW2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,1,2015,,N,,Y,,,,,,1.8,Y,,,,,
59284,"Kona Solar, LLC",59539,Park Meridian #1,CA,Riverside,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,3,2015,,,,Y,,,,,,1.8,Y,,,,,
59284,"Kona Solar, LLC",59540,Rancho Cucamonga Dist #1,CA,San Bernardino,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.8,1.8,1.8,4,2015,,,,Y,,,,,,2.2,Y,,,,,
59284,"Kona Solar, LLC",59541,Terra Francesco,CA,San Bernardino,3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,3,2015,,,,Y,,,,,,1.8,Y,,,,,
59286,Heliovaas LLC,59543,Acton Solar Landfill,MA,Middlesex,ACTON,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.6,1.6,1.6,12,2013,,,,Y,,,,,,1.6,Y,,,,,
59287,Laurel Capital Partners,59544,Parlin Solar LLC,NJ,Middlesex,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.3,1.3,1.3,10,2012,,,,Y,,,,,,1.3,Y,,,,,
59287,Laurel Capital Partners,59545,Springfield Solar LLC,OH,Clark,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,11,2012,,,,Y,,,,,,1.8,Y,,,,,
59287,Laurel Capital Partners,59546,Beaver Solar LLC,PA,Beaver,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.3,1.3,1.3,12,2012,,,,Y,,,,,,1.3,Y,,,,,
59288,"Creswell Alligood Solar, LLC",59548,"Creswell Alligood Solar, LLC",NC,Washington,CRES1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,14.0,14.0,14.0,5,2015,,Y,,,,,,,,20,Y,,,,,
59289,"Everetts Wildcat Solar, LLC",59549,"Everetts Wildcat Solar, LLC",NC,Martin,EVER1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,4,2015,,Y,,,,,,,,7,Y,,,,,
59290,Solvida Energy Group,59550,Putah Creek Solar Farm,CA,Yolo,PCSF,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,12,2014,N,Y,,,,,,,,2.6,Y,,,,,
58661,"Sustainable Power Group, LLC",59551,"FLS Solar 200, LLC",NC,Robeson,FLS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.3,4.3,4.3,8,2014,,,,Y,,,,,,4.7,Y,,,,,
58661,"Sustainable Power Group, LLC",59552,"FLS Solar 170, LLC",NC,Robeson,FLS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,8,2014,,,,Y,,,,,,2.6,Y,,,,,
58661,"Sustainable Power Group, LLC",59553,"Innovative Solar 14, LLC",NC,Henderson,FLS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,9,2014,,,,Y,,,,,,2.6,Y,,,,,
58661,"Sustainable Power Group, LLC",59554,"Innovative Solar 15, LLC",NC,Rutherford,FLS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.7,1.7,1.7,8,2014,,,,Y,,,,,,2.5,Y,,,,,
59298,"Vega Solar, LLC",59555,Vega Solar,CA,Merced,VEGA1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,3,2015,,Y,,,,,,,,25.9,Y,,,,,
7140,Georgia Power Co,59556,Dalton 2,GA,Murray,1,OP,Solar Photovoltaic,PV,Electric Utility,1,5.5,5.5,5.5,12,2014,,,,Y,,,,,,7.1,,Y,,,,
59300,PNM Resources,59558,Sandoval Solar Energy Center,NM,Sandoval,SSEC1,OP,Solar Photovoltaic,PV,Electric Utility,1,6.1,6.1,1.3,12,2014,,Y,,,,,,,,6.1,,Y,,,,N
17826,"Springer Electric Coop, Inc",59560,Springer Solar 1,NM,Colfax,SPRG1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.0,0.8,0.4,5,2015,,Y,,,,,,,,1.2,Y,,,,,
59302,"Crockett Farm, LLC",59561,Crockett Farm,NC,Lenoir,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,12,2014,,,,Y,,,,,,6.4,,Y,,,,
59303,"Eastover Farm, LLC",59562,Eastover Farm,NC,Scotland,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,9,2014,,,,Y,,,,,,6.4,Y,,,,,
59304,"Foxfire Farm, LLC",59563,Foxfire Solar Farm,NC,Moore,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,8,2015,,,,Y,,,,,,5,,Y,,,,
59305,"Hutchinson Solar, LLC",59564,Hutchinson Farm,NC,Cleveland,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,12,2014,,,,Y,,,,,,6.7,,Y,,,,
59307,"Ashley Solar Farm, LLC",59566,Ashley Solar Farm,NC,Yadkin,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.0,4.0,4.0,3,2015,,,,Y,,,,,,5,Y,,,,,
58894,CF CVEC Owner One LLC,59573,Tisbury Landfill Solar,MA,Dukes,TIS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.1,1.1,1.1,7,2014,,,,Y,,,,,,1.2,Y,,,,,
59320,"Manway Solar, LLC",59575,Manway Solar Farm,NC,Bladen,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,12,2015,,,,Y,,,,,,6.4,Y,,,,,
59322,"Misenheimer Farm, LLC",59577,Misenheimer Farm,NC,Stanly,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,12,2015,,,,Y,,,,,,6.4,Y,,,,,
59324,Franklin Solar 2 LLC,59579,Franklin Solar 2,NC,Franklin,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,3,2014,,,,Y,,,,,,2.7,Y,,,,,
59326,"Stout Farm, LLC",59581,Stout Farm,NC,Orange,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,12,2014,,,,Y,,,,,,6.6,Y,,,,,
59331,"Woodland Church Farm, LLC",59586,Woodland Church Farm,NC,Duplin,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,12,2015,,,,Y,,,,,,6.7,Y,,,,,
59332,"Yadkin 601 Farm, LLC",59587,Yadkin 601 Farm,NC,Yadkin,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,3.0,3.0,6,2015,,,,Y,,,,,,3.9,Y,,,,,
59340,"Stikeleather Farm, LLC",59595,Stikeleather Farm,NC,Alexander,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,8,2015,,,,Y,,,,,,6.3,Y,,,,,
59345,"Colton Solar One, LLC",59597,"Colton Solar One, LLC",CA,San Bernardino,CS001,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.5,2.5,2.5,6,2015,N,,,Y,,,,,,3.2,Y,,,,,
59346,"Colton Solar Two, LLC",59598,"Colton Solar Two, LLC",CA,San Bernardino,CS002,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,4,2015,N,Y,,,,,,,,1.2,Y,,,,,
15477,Public Service Elec & Gas Co,59601,L&D Landfill Solar,NJ,Burlington,L&D,OP,Solar Photovoltaic,PV,Electric Utility,1,10.0,10.0,10.0,12,2015,,N,,Y,,,,,,12.9,Y,,,,,
59349,Walters Solar (FLS 260),59603,Walters Solar (FLS 260),NC,Robeson,FLS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,4.0,8,2015,,,,Y,,,,,,6.5,Y,,,,,
59350,Stagecoach Solar,59604,Stagecoach Solar,NC,Vance,FLS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,5,2015,,,,Y,,,,,,6.3,Y,,,,,
59351,Vicksburg Solar,59605,Vicksburg Solar,NC,Vance,FLS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,4.0,5,2015,,,,Y,,,,,,6.4,Y,,,,,
59352,Soul City Solar,59606,Soul City Solar,NC,Warren,FLS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.5,3.5,3.0,4,2015,,,,Y,,,,,,3.8,Y,,,,,
58468,Dominion Renewable Energy,59607,Maricopa West Solar,CA,Kern,MWS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,12,2015,,Y,,,,,,,,28.2,Y,,,,,
59353,"AP North Lake I, LP",59610,"AP North Lake I, LP",CA,Riverside,APNLI,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,8,2015,,Y,,,,,,,,24.5,Y,,,,,
59354,"LKL BLBD, LLC",59611,"LKL BLBD, LLC",FL,Polk,LKLBB,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,6.0,6.0,6.0,8,2015,,,,Y,,,,,,7.7,Y,,,,,
59356,SSA Solar of NY LLC,59613,Town of Williamson Landfill PV,NY,Wayne,TWLL,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.2,1.2,1.2,12,2014,,,,Y,,,,,,1.5,Y,,,,,
59300,PNM Resources,59618,Meadow Lake Solar Energy Center,NM,Valencia,MLK,OP,Solar Photovoltaic,PV,Electric Utility,1,9.1,9.1,9.1,1,2015,,Y,,,,,,,,11.4,,Y,,,,
59300,PNM Resources,59619,Cibola,NM,Cibola,CBLA,OP,Solar Photovoltaic,PV,Electric Utility,1,7.6,7.6,7.6,2,2015,,Y,,,,,,,,9.4,,Y,,,,
59358,"REUT Origination, LLC",59620,South Milford Solar Plant,UT,Beaver,SMS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.9,2.9,2.9,3,2015,,Y,,,,,,,,3.8,Y,,,,,
59360,Clarkson Solar LLC,59623,Clarkson Solar,NY,St Lawrence,CSPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,11,2014,,,,Y,,,,,,2.3,Y,,,,,
58871,Citizens Enterprises Corporation,59624,Twiss Street Solar,MA,Hampden,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,1,2015,,,,Y,,,,,,2,Y,,,,,
58871,Citizens Enterprises Corporation,59625,Chicopee River Solar,MA,Hampden,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,1,2015,,,,Y,,,,,,2.6,Y,,,,,
58871,Citizens Enterprises Corporation,59626,Chicopee Granby Road Solar,MA,Hampden,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.6,1.6,1.6,1,2015,,,,Y,,,,,,2.1,Y,,,,,
56990,NJR Clean Energy Ventures Corporation,59627,Harmony,NJ,Warren,HRMNY,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,3.0,3.0,6,2015,,,,Y,,,,,,3,Y,,,,,
56990,NJR Clean Energy Ventures Corporation,59628,Hanover,NJ,Burlington,HNOVR,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,9,2015,,,,Y,,,,,,5,Y,,,,,
57411,KDC Solar O&M LLC,59630,CentraState Medical Center PV Facility,NJ,Monmouth,CS,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,6.3,6.3,6.3,10,2014,,,,Y,,,,,,6,Y,,,,,
57411,KDC Solar O&M LLC,59631,Imclone Solar Electric Facility,NJ,Somerset,IM,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,10.0,10.0,10.0,5,2014,,,,Y,,,,,,10,Y,,,,,
58519,Clean Energy Collective LLC,59632,Midwest Energy Community Solar Array,KS,Thomas,1036,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,2,2015,,Y,,N,,,,,Y,1.8,Y,,,,,
59381,EE Kettleman California LLC,59633,Kettleman Solar -Centaurus,CA,Kings,KS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,7,2015,,Y,,,,,,,,27,Y,,,,,N
58661,"Sustainable Power Group, LLC",59634,Sandstone Solar,AZ,Pinal,SNDST,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,45.0,45.0,45.0,12,2015,,Y,,,,,,,,57.5,,Y,,,,
59388,"Charlton Solar I, LLC",59636,Charlton Solar I,MA,Worcester,37021,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.4,3.9,2.3,12,2014,,,,Y,,,,,N,4.4,Y,,,,,
59393,"Coronal Lost Hills, LLC",59638,Coronal Lost Hills,CA,Kern,CLH,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,5,2015,,Y,,,,,,,,25.9,Y,,,,,
59406,Mt. Olive Solar 1,59645,Mt Olive Solar 1,NC,Wayne,FLS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,5,2015,,,,Y,,,,,,2.8,Y,,,,,
59407,FLS Solar 230 (Warren),59646,FLS Solar 230 (Warren),NC,Duplin,FLS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.8,4.8,4.8,5,2015,,,,Y,,,,,,6.3,Y,,,,,
11208,Los Angeles Department of Water & Power,59651,"Forever 21 Retail, Inc.",CA,Los Angeles,W4161,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.7,1.7,1.7,2,2015,,,,Y,,,,,,1.6,Y,,,,,
11208,Los Angeles Department of Water & Power,59652,Nordhoff Place,CA,Los Angeles,W4162,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.2,1.0,1.0,9,2014,,,,Y,,,,,,1.3,Y,,,,,
59424,"SSA Solar of NM 4, LLC",59653,City of Truth or Consequences PV,NM,Sierra,COTC,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.9,1.9,1.9,2,2015,,,,Y,,,,,,1.8,Y,,,,,
58468,Dominion Renewable Energy,59657,Imperial Valley Solar Co (IVSC) 2,CA,Imperial,IVSC2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,6,2015,,,,Y,,,,,,26,Y,,,,,
59437,"Innovative Solar 48, LLC",59667,Innovative Solar 48,NC,Robeson,IS048,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.9,4.9,4.9,11,2015,,,,Y,,,,,,6.3,Y,,,,,
59462,"Heelstone Energy Holdings, LLC",59670,Innovative Solar 23,NC,Cleveland,IS023,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.9,1.9,1.9,12,2015,,,,Y,,,,,,2.8,Y,,,,,
59445,"Innovative Solar 44, LLC",59675,Innovative Solar 44,NC,Robeson,IS044,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.9,4.9,4.9,11,2015,,,,Y,,,,,,6.1,Y,,,,,
59453,"NextSun Energy, LLC",59682,Main Street Solar Project,VT,Rutland,MS258,SB,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2014,,,,Y,,,,,,1.5,Y,,,,,N
59994,General Motors-Lordstown,59683,GM Lordstown Assembly Solar Array,OH,Trumbull,12345,OP,Solar Photovoltaic,PV,Industrial Non-CHP,6,2.2,1.7,0.6,1,2015,,,,Y,,,,,,2.2,Y,,,,,
59457,"Sun Harvest Solar, LLC",59687,Sun Harvest Solar NDP1,CA,Merced,NDP1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,5,2015,,Y,,,,,,,,2,Y,,,,,
59462,"Heelstone Energy Holdings, LLC",59694,"Aspen Solar, LLC",NC,Duplin,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,4.9,4.9,11,2015,,,,Y,,,,,,6.7,Y,,,,,
58468,Dominion Renewable Energy,59702,"Pavant Solar, LLC",UT,Millard,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,50.0,50.0,50.0,12,2015,,Y,,,,,,,,62.3,Y,,,,,
59462,"Heelstone Energy Holdings, LLC",59706,BRE,NC,Granville,NB005,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,4.9,4.9,12,2015,,,,Y,,,,,,6.8,Y,,,,,
59483,Metropolitan Airports Commission,59709,St. Paul Intl Airport Red & Blue Parking,MN,Hennepin,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.3,2.3,2.3,12,2015,,,,Y,,,,,,2.3,Y,,,,,
57389,IKEA Property Inc,59714,IKEA St. Louis 410,MO,St Louis City,IK410,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.0,1.0,1.0,9,2015,,,,Y,,,,,,1.3,Y,,,,,
59287,Laurel Capital Partners,59715,DD Hay Road Solar 23 LLC,DE,New Castle,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.2,1.2,1.2,5,2015,,,,Y,,,,,,1.2,,,,,,Y
59484,Framingham State University,59717,Framingham State University Plant,MA,Middlesex,ACPV,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.7,0.7,0.7,4,2011,,Y,,,,,,,,0.7,Y,,,,,
