Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Energy Source 1,Energy Source 2,Cofire Fuels?,Cofire Energy Source 1,Cofire Energy Source 2,Cofire Energy Source 3,Cofire Energy Source 4,Cofire Energy Source 5,Cofire Energy Source 6,Switch Between Oil and Natural Gas?,Switch When Operating?,Net Summer Capacity with Natural Gas (MW),Net Winter Capacity with Natural Gas (MW),Net Summer Capacity with Oil (MW),Net Winter Capacity with Oil (MW),Time to Switch From Gas to Oil,Time to Switch From Oil to Gas,Factors that Limit Switching?,Storage Limits?,Air Permit Limits?,Other Limits?
16295,City of Roseville - (CA),7452,Roseville,CA,Placer,2,SB,GT,Electric Utility,1,27.4,21.2,24.2,NG,DFO,Y,NG,DFO,,,,,N,N,25.2, ,25.2, ,,,,,,
16440,City of Russell - (KS),1319,Russell Downtown,KS,Russell,11,OP,IC,Electric Utility,1,3.6,3.2,3.2,NG,DFO,Y,NG,DFO,,,,,N,, , , , ,,,,,,
16440,City of Russell - (KS),1319,Russell Downtown,KS,Russell,12,OP,IC,Electric Utility,1,3.6,3.2,3.2,NG,DFO,Y,NG,DFO,,,,,N,, , , , ,,,,,,
16440,City of Russell - (KS),1319,Russell Downtown,KS,Russell,7,OP,IC,Electric Utility,1,3.5,3,3,NG,DFO,Y,NG,DFO,,,,,N,, , , , ,,,,,,
16518,City of Sabetha - (KS),1320,Sabetha Power Plant,KS,Nemaha,11,OP,IC,Electric Utility,1,3.0,2.7,2.7,DFO,NG,N,,,,,,,Y,Y,2.5,2.5,2.5,2.5,1H,1H,N,,,
16518,City of Sabetha - (KS),1320,Sabetha Power Plant,KS,Nemaha,12,OP,IC,Electric Utility,1,4.4,4.1,4.1,NG,DFO,N,,,,,,,Y,,3.5,3.5,3.5,3.5,1H,1H,N,,,
16518,City of Sabetha - (KS),1320,Sabetha Power Plant,KS,Nemaha,2,OP,IC,Electric Utility,1,1.5,1.2,1.2,DFO,NG,N,,,,,,,Y,Y, , , , ,1H,1H,N,,,
16518,City of Sabetha - (KS),1320,Sabetha Power Plant,KS,Nemaha,3,OP,IC,Electric Utility,1,0.8,0.6,0.6,DFO,NG,,,,,,,,Y,,0.5,0.5,0.5,0.5,1H,1H,Y,,,Y
16518,City of Sabetha - (KS),1320,Sabetha Power Plant,KS,Nemaha,4,OP,IC,Electric Utility,1,1.0,0.7,0.7,DFO,NG,,,,,,,,Y,,0.5,0.5,0.5,0.5,1H,1H,Y,,,Y
16518,City of Sabetha - (KS),1320,Sabetha Power Plant,KS,Nemaha,5,OP,IC,Electric Utility,1,1.4,1.2,1.2,DFO,NG,,,,,,,,Y,,1,1,1,1,1H,1H,Y,,,Y
16518,City of Sabetha - (KS),1320,Sabetha Power Plant,KS,Nemaha,6,OP,IC,Electric Utility,1,1.4,1.2,1.2,DFO,NG,N,,,,,,,Y,,1,1,1,1,1H,1H,Y,,,Y
16518,City of Sabetha - (KS),1320,Sabetha Power Plant,KS,Nemaha,7,OP,IC,Electric Utility,1,2.2,1.8,1.8,DFO,NG,N,,,,,,,Y,,1.5,1.5,1.5,1.5,1H,1H,Y,,,Y
16518,City of Sabetha - (KS),1320,Sabetha Power Plant,KS,Nemaha,8,OP,IC,Electric Utility,1,2.5,2.1,2.1,DFO,NG,N,,,,,,,Y,,1.5,1.5,1.5,1.5,1H,1H,Y,,,Y
16518,City of Sabetha - (KS),1320,Sabetha Power Plant,KS,Nemaha,IC9,OP,IC,Electric Utility,1,1.1,1,1,DFO,NG,,,,,,,,Y,,1,1,1,1,1H,1H,N,,,
16534,Sacramento Municipal Util Dist,7527,Carson Ice-Gen Project,CA,Sacramento,CCCT,OP,GT,Electric Utility,1,54.0,51.2,51.2,NG,OBG,Y,NG,OBG,,,,,N,N, , , , ,,,,,,
16534,Sacramento Municipal Util Dist,55970,Cosumnes,CA,Sacramento,2,OP,CT,Electric Utility,1,170.0,153,159.8,NG,OBG,Y,NG,OBG,,,,,N,, , , , ,,,,,,
16553,Saguaro Power Co,54271,Saguaro Power,NV,Clark,CTG1,OP,CT,IPP CHP,3,45.1,36,38,NG,DFO,Y,NG,DFO,,,,,Y,Y,36,38,36,35,1H,1H,Y,,Y,
16553,Saguaro Power Co,54271,Saguaro Power,NV,Clark,CTG2,OP,CT,IPP CHP,3,45.1,36,38,NG,DFO,Y,NG,DFO,,,,,Y,Y,36,38,36,35,1H,1H,Y,,Y,
16572,Salt River Project,141,Agua Fria,AZ,Maricopa,AF1,OP,ST,Electric Utility,1,113.6,113,114,NG,DFO,Y,NG,DFO,,,,,Y,Y,113,113,113,113,6H,,Y,,Y,
16572,Salt River Project,141,Agua Fria,AZ,Maricopa,AF2,OP,ST,Electric Utility,1,113.6,113,114,NG,DFO,Y,NG,DFO,,,,,Y,Y,113,113,113,113,6H,,Y,,Y,
16572,Salt River Project,141,Agua Fria,AZ,Maricopa,AF3,OP,ST,Electric Utility,1,163.2,181,184,NG,DFO,Y,NG,DFO,,,,,Y,Y,181,181,181,181,6H,,Y,,Y,
16572,Salt River Project,141,Agua Fria,AZ,Maricopa,AF4,OP,GT,Electric Utility,1,80.5,73,87,NG,DFO,Y,NG,DFO,,,,,Y,Y,73, ,72, ,1H,,Y,,Y,
16572,Salt River Project,141,Agua Fria,AZ,Maricopa,AF5,OP,GT,Electric Utility,1,71.2,73,82,NG,DFO,Y,NG,DFO,,,,,Y,Y,73, ,72, ,1H,,Y,,Y,
16572,Salt River Project,141,Agua Fria,AZ,Maricopa,AF6,OP,GT,Electric Utility,1,71.2,73,82,NG,DFO,Y,NG,DFO,,,,,Y,Y,73, ,72, ,1H,,Y,,Y,
16572,Salt River Project,147,Kyrene,AZ,Maricopa,KY1,OS,ST,Electric Utility,1,34.5,34,34,NG,,N,,,,,,,Y,Y,34,34,34,34,1H,1H,Y,Y,Y,Y
16572,Salt River Project,147,Kyrene,AZ,Maricopa,KY2,OS,ST,Electric Utility,1,73.5,72,72,NG,,N,,,,,,,Y,Y,72,72,72,72,1H,1H,Y,Y,Y,Y
16572,Salt River Project,147,Kyrene,AZ,Maricopa,KY4,OP,GT,Electric Utility,1,53.1,59,62.5,NG,DFO,N,NG,DFO,,,,,Y,Y,59,59,59,59,1H,1H,Y,Y,Y,Y
16572,Salt River Project,147,Kyrene,AZ,Maricopa,KY5,OP,GT,Electric Utility,1,60.3,53,62,NG,DFO,N,NG,DFO,,,,,Y,Y,53,53,53,53,1H,1H,Y,Y,Y,Y
16572,Salt River Project,147,Kyrene,AZ,Maricopa,KY6,OP,GT,Electric Utility,1,60.3,53,62,NG,DFO,N,NG,DFO,,,,,Y,Y,53,53,53,53,1H,1H,Y,Y,Y,Y
16604,City of San Antonio - (TX),3611,O W Sommers,TX,Bexar,1,OP,ST,Electric Utility,1,446.0,420,420,NG,,Y,NG,DFO,,,,,Y,Y,420,420,350,350,24H,24H,Y,Y,,
16604,City of San Antonio - (TX),3611,O W Sommers,TX,Bexar,2,OP,ST,Electric Utility,1,446.0,410,410,NG,,Y,NG,DFO,,,,,Y,Y,410,410,350,350,24H,24H,Y,Y,,
16604,City of San Antonio - (TX),3612,V H Braunig,TX,Bexar,1,OP,ST,Electric Utility,1,225.0,220,220,NG,,Y,NG,DFO,,,,,Y,Y,220, ,200, ,24H,,Y,Y,,
16604,City of San Antonio - (TX),3612,V H Braunig,TX,Bexar,2,OP,ST,Electric Utility,1,252.0,235,235,NG,,Y,NG,DFO,,,,,Y,Y,235, ,220, ,24H,,Y,Y,,
16604,City of San Antonio - (TX),3612,V H Braunig,TX,Bexar,3,OP,ST,Electric Utility,1,417.0,412,412,NG,,Y,NG,DFO,,,,,Y,Y,412, ,390, ,24H,,Y,Y,,
16604,City of San Antonio - (TX),3612,V H Braunig,TX,Bexar,5,OP,GT,Electric Utility,1,61.0,47,47,NG,DFO,N,,,,,,,Y,N,47,47,46,46,6H,,Y,Y,Y,
16604,City of San Antonio - (TX),3612,V H Braunig,TX,Bexar,6,OP,GT,Electric Utility,1,61.0,47,47,NG,DFO,N,,,,,,,Y,N,47,47,46,46,6H,,Y,Y,Y,
16604,City of San Antonio - (TX),3612,V H Braunig,TX,Bexar,7,OP,GT,Electric Utility,1,61.0,47,47,NG,DFO,N,,,,,,,Y,N,47,47,46,46,6H,,Y,Y,Y,
16604,City of San Antonio - (TX),3612,V H Braunig,TX,Bexar,8,OP,GT,Electric Utility,1,61.0,47,47,NG,DFO,N,,,,,,,Y,N,47,47,46,46,6H,,Y,Y,Y,
16604,City of San Antonio - (TX),6181,J T Deely,TX,Bexar,1,OP,ST,Electric Utility,1,486.0,420,420,SUB,,Y,SUB,NG,,,,,N,, , , , ,,,,,,
16604,City of San Antonio - (TX),6181,J T Deely,TX,Bexar,2,OP,ST,Electric Utility,1,446.0,420,420,SUB,,Y,SUB,NG,,,,,N,, , , , ,,,,,,
16604,City of San Antonio - (TX),7097,J K Spruce,TX,Bexar,1,OP,ST,Electric Utility,1,566.0,555,555,SUB,,Y,SUB,NG,,,,,N,, , , , ,,,,,,
16604,City of San Antonio - (TX),7097,J K Spruce,TX,Bexar,2,OP,ST,Electric Utility,1,878.0,785,785,SUB,,Y,SUB,NG,,,,,N,, , , , ,,,,,,
16653,Sappi Cloquet LLC,50639,Sappi Cloquet Mill,MN,Carlton,GEN3,OP,ST,Industrial CHP,7,19.2,14.8,17.5,WDS,DFO,Y,BLQ,NG,WDS,SLW,DFO,,Y,Y,14.8, ,17.5, ,1H,,N,,,
16653,Sappi Cloquet LLC,50639,Sappi Cloquet Mill,MN,Carlton,GEN4,OP,ST,Industrial CHP,7,41.5,41.5,41.5,WDS,DFO,Y,BLQ,NG,WDS,SLW,DFO,,Y,Y,20.5, ,22.5, ,1H,,N,,,
16653,Sappi Cloquet LLC,50639,Sappi Cloquet Mill,MN,Carlton,GEN5,OP,ST,Industrial CHP,7,27.6,14,15,BLQ,NG,Y,BLQ,NG,,,,,,, , , , ,,,,,,
16655,City of Santa Clara - (CA),7231,Gianera,CA,Santa Clara,1,OP,GT,Electric Utility,1,32.3,26,32,NG,DFO,Y,NG,DFO,,,,,N,N, , , , ,,,,,,
16655,City of Santa Clara - (CA),7231,Gianera,CA,Santa Clara,2,OP,GT,Electric Utility,1,32.3,26,32,NG,DFO,Y,NG,DFO,,,,,N,N, , , , ,,,,,,
16657,San Jose/Santa Clara Water P C,56080,SJ/SC WPCP,CA,Santa Clara,E2,OP,IC,Commercial CHP,5,0.8,0.8,0.8,OBG,LFG,Y,NG,OBG,LFG,DFO,,,Y,Y,0.8, ,0.8, ,1H,1H,N,,,
16657,San Jose/Santa Clara Water P C,56080,SJ/SC WPCP,CA,Santa Clara,E3,OP,IC,Commercial CHP,5,0.8,0.8,0.8,OBG,LFG,Y,NG,OBG,LFG,DFO,,,Y,Y,0.8, ,0.8, ,1H,1H,N,,,
16657,San Jose/Santa Clara Water P C,56080,SJ/SC WPCP,CA,Santa Clara,E5,OP,IC,Commercial CHP,5,1.8,1.8,1.8,OBG,LFG,Y,NG,LFG,OBG,DFO,,,Y,Y,1.8, ,1.8, ,1H,1H,N,,,
16657,San Jose/Santa Clara Water P C,56080,SJ/SC WPCP,CA,Santa Clara,EG1,OP,IC,Commercial CHP,5,2.8,2.8,2.8,NG,OBG,Y,NG,LFG,OBG,DFO,,,Y,Y,2.8, ,2.8, ,1H,1H,Y,,Y,
16667,City of Sargent - (NE),2300,Sargent,NE,Custer,1,OP,IC,Electric Utility,1,1.1,1.1,1.1,DFO,NG,,,,,,,,Y,, , , , ,6H,,,,,
16667,City of Sargent - (NE),2300,Sargent,NE,Custer,3,OP,IC,Electric Utility,1,0.9,0.9,0.9,DFO,NG,,,,,,,,Y,, , , , ,6H,,,,,
16667,City of Sargent - (NE),2300,Sargent,NE,Custer,4,OP,IC,Electric Utility,1,0.4,0.4,0.4,DFO,NG,,,,,,,,Y,, , , , ,6H,,,,,
16721,S D Warren Co.- Westbrook,50447,S D Warren Westbrook,ME,Cumberland,GEN9,OP,ST,Industrial CHP,7,47.5,40.5,47.5,WDS,BIT,Y,WDS,BIT,RFO,DFO,,,N,, , , , ,,,,,,
16721,S D Warren Co.- Westbrook,50447,S D Warren Westbrook,ME,Cumberland,GN10,OP,ST,Industrial CHP,7,15.0,15.8,15.8,WDS,BIT,Y,WDS,BIT,RFO,DFO,,,N,, , , , ,,,,,,
16732,San Jose State University Fclts Dev &Ops,10548,San Jose Cogeneration,CA,Santa Clara,GEN1,OP,GT,Commercial CHP,5,6.0,5.6,5.6,NG,DFO,N,,,,,,,Y,Y,5.6,5.6,5,5,1H,1H,N,,,
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,Albany,GEN1,OP,CT,IPP CHP,3,95.2,76.6,102.7,NG,DFO,Y,NG,DFO,,,,,Y,N,80.9,95,80.9,95,OVER,OVER,Y,Y,Y,
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,Albany,GEN3,OP,CT,IPP CHP,3,95.2,271.6,334.2,NG,DFO,Y,NG,DFO,,,,,Y,N,80.9,95,80.9,95,OVER,OVER,Y,Y,Y,
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,Albany,GEN4,OP,CT,IPP CHP,3,95.2, , ,NG,DFO,Y,NG,DFO,,,,,Y,N,80.9,95,80.9,95,OVER,,Y,Y,Y,
16988,City of Sharon Springs - (KS),1324,Sharon Spring,KS,Wallace,1,OP,IC,Electric Utility,1,1.0,0.9,1,NG,DFO,Y,NG,DFO,,,,,Y,Y,1, ,1, ,6H,6H,N,,,
16988,City of Sharon Springs - (KS),1324,Sharon Spring,KS,Wallace,2,OP,IC,Electric Utility,1,1.0,1,1,NG,DFO,Y,NG,DFO,,,,,Y,Y,1, ,1, ,6H,6H,N,,,
16988,City of Sharon Springs - (KS),1324,Sharon Spring,KS,Wallace,3,OP,IC,Electric Utility,1,0.4,0.4,0.4,NG,DFO,Y,NG,DFO,,,,,Y,Y,0.4, ,0.4, ,6H,6H,N,,,
16988,City of Sharon Springs - (KS),1324,Sharon Spring,KS,Wallace,4,OP,IC,Electric Utility,1,0.6,0.6,0.6,NG,DFO,Y,NG,DFO,,,,,Y,Y,0.6, ,0.6, ,6H,6H,N,,,
17043,City of Shelby - (OH),2943,Shelby Municipal Light Plant,OH,Richland,IC1,OP,IC,Electric Utility,1,3.0,3,3,DFO,NG,Y,DFO,NG,,,,,Y,Y,2.7,2.7,2.7,2.7,1H,1H,N,,,
17149,City of Sidney - (NE),2302,Sidney (NE),NE,Cheyenne,1,OP,IC,Electric Utility,1,1.2,1,1.1,NG,DFO,Y,DFO,NG,,,,,Y,Y,0.96, ,0.96, ,UNK,UNK,Y,,Y,Y
17149,City of Sidney - (NE),2302,Sidney (NE),NE,Cheyenne,2,OP,IC,Electric Utility,1,2.2,2,2.1,NG,DFO,Y,DFO,NG,,,,,Y,Y,1.7, ,1.7, ,UNK,UNK,Y,,Y,Y
17149,City of Sidney - (NE),2302,Sidney (NE),NE,Cheyenne,4,OP,IC,Electric Utility,1,1.0,0.8,0.8,NG,DFO,Y,DFO,NG,,,,,Y,Y,0.8, ,0.8, ,UNK,UNK,Y,,Y,Y
17149,City of Sidney - (NE),2302,Sidney (NE),NE,Cheyenne,5,OP,IC,Electric Utility,1,3.1,2.5,2.5,NG,DFO,Y,DFO,NG,,,,,Y,Y,2.5, ,2.5, ,UNK,UNK,Y,,Y,Y
17166,Sierra Pacific Power Co,2330,Fort Churchill,NV,Lyon,1,OP,ST,Electric Utility,1,115.0,113,113,NG,RFO,Y,NG,RFO,,,,,Y,Y,113, ,113, ,1H,,Y,,Y,
17166,Sierra Pacific Power Co,2330,Fort Churchill,NV,Lyon,2,OP,ST,Electric Utility,1,115.0,113,113,NG,RFO,Y,NG,RFO,,,,,Y,Y,113, ,113, ,1H,,Y,,Y,
17166,Sierra Pacific Power Co,2336,Tracy,NV,Storey,GT3,OP,GT,Electric Utility,1,85.0,66.3,72,NG,DFO,,,,,,,,Y,Y, , , , ,6H,,Y,Y,,
17166,Sierra Pacific Power Co,2336,Tracy,NV,Storey,GT4,OP,GT,Electric Utility,1,85.0,66.3,72,NG,,,,,,,,,Y,Y, , , , ,6H,,Y,Y,,
17166,Sierra Pacific Power Co,2336,Tracy,NV,Storey,ST1,OP,ST,Electric Utility,1,50.0,53,53,NG,DFO,N,,,,,,,Y,Y,53, ,53, ,6H,,Y,,Y,
17166,Sierra Pacific Power Co,2336,Tracy,NV,Storey,ST2,OP,ST,Electric Utility,1,75.0,83,83,NG,RFO,N,,,,,,,Y,Y,83, ,83, ,6H,,Y,,Y,
17235,NRG REMA LLC,2390,Sayreville,NJ,Middlesex,GT2,OP,GT,IPP Non-CHP,2,53.0,50,70,NG,DFO,N,,,,,,,Y,N,50, ,50, ,1H,1H,Y,,Y,
17235,NRG REMA LLC,2390,Sayreville,NJ,Middlesex,GT3,OP,GT,IPP Non-CHP,2,53.0,50,70,NG,DFO,N,,,,,,,Y,N,50, ,50, ,1H,1H,Y,,Y,
17235,NRG REMA LLC,2390,Sayreville,NJ,Middlesex,GT4,OP,GT,IPP Non-CHP,2,53.0,50,70,NG,DFO,N,,,,,,,Y,N,50, ,50, ,1H,1H,Y,,Y,
17235,NRG REMA LLC,2393,Gilbert,NJ,Hunterdon,4,OP,CT,IPP Non-CHP,2,54.0,47,56,NG,DFO,Y,NG,DFO,,,,,Y,Y,49, ,49, ,1H,1H,Y,,Y,
17235,NRG REMA LLC,2393,Gilbert,NJ,Hunterdon,5,OP,CT,IPP Non-CHP,2,54.0,47,56,NG,DFO,Y,NG,DFO,,,,,Y,Y,49, ,49, ,1H,1H,Y,Y,Y,
17235,NRG REMA LLC,2393,Gilbert,NJ,Hunterdon,6,OP,CT,IPP Non-CHP,2,54.0,49,56,NG,DFO,Y,NG,DFO,,,,,Y,Y,51, ,51, ,1H,1H,Y,Y,Y,
17235,NRG REMA LLC,2393,Gilbert,NJ,Hunterdon,7,OP,CT,IPP Non-CHP,2,54.0,47,56,NG,DFO,N,,,,,,,Y,Y,49, ,49, ,1H,1H,Y,Y,Y,
17235,NRG REMA LLC,2393,Gilbert,NJ,Hunterdon,9,OP,GT,IPP Non-CHP,2,161.0,150,167,NG,DFO,N,,,,,,,Y,N,150, ,150, ,1H,1H,Y,Y,Y,
17235,NRG REMA LLC,2393,Gilbert,NJ,Hunterdon,C1,OP,GT,IPP Non-CHP,2,24.0,20,25,NG,DFO,N,,,,,,,Y,N,20,20,20,20,1H,1H,Y,Y,Y,
17235,NRG REMA LLC,2393,Gilbert,NJ,Hunterdon,C2,OP,GT,IPP Non-CHP,2,24.0,22,28,NG,DFO,N,,,,,,,Y,N,22,20,22,20,1H,1H,Y,Y,Y,
17235,NRG REMA LLC,2393,Gilbert,NJ,Hunterdon,C3,OP,GT,IPP Non-CHP,2,24.0,22,28,NG,DFO,N,,,,,,,Y,N,22,20,22,20,1H,1H,Y,Y,Y,
17235,NRG REMA LLC,2393,Gilbert,NJ,Hunterdon,C4,OP,GT,IPP Non-CHP,2,24.0,22,28,NG,DFO,N,,,,,,,Y,N,22,20,22,20,1H,1H,Y,Y,Y,
17235,NRG REMA LLC,3110,Hunterstown,PA,Adams,1,OP,GT,IPP Non-CHP,2,20.0,18,25,DFO,NG,N,,,,,,,Y,Y,20,20,20,20,6H,6H,Y,,Y,
17235,NRG REMA LLC,3110,Hunterstown,PA,Adams,2,OP,GT,IPP Non-CHP,2,20.0,17,25,DFO,NG,N,,,,,,,Y,Y,20,20,20,20,6H,6H,Y,,Y,
17235,NRG REMA LLC,3110,Hunterstown,PA,Adams,3,OP,GT,IPP Non-CHP,2,20.0,18,25,DFO,NG,N,,,,,,,Y,Y,20,20,20,20,6H,6H,Y,,Y,
17235,NRG REMA LLC,3113,Portland (PA),PA,Northampton,3,OP,GT,IPP Non-CHP,2,18.0,13,16,DFO,NG,N,,,,,,,Y,Y,15, ,15, ,1H,,N,,,
17235,NRG REMA LLC,3113,Portland (PA),PA,Northampton,4,OP,GT,IPP Non-CHP,2,20.0,17,20,DFO,NG,N,,,,,,,Y,Y,20, ,20, ,1H,,N,,,
17235,NRG REMA LLC,3132,Warren,PA,Warren,3,OP,GT,IPP Non-CHP,2,53.1,46,57,DFO,NG,N,,,,,,,Y,N,57,57,57,57,6H,6H,Y,,Y,
17235,NRG REMA LLC,8227,Glen Gardner,NJ,Hunterdon,1,OP,GT,IPP Non-CHP,2,20.0,18,18,NG,DFO,N,,,,,,,Y,Y,20,20,20,20,1H,1H,Y,,Y,
17235,NRG REMA LLC,8227,Glen Gardner,NJ,Hunterdon,2,OP,GT,IPP Non-CHP,2,20.0,18,18,NG,DFO,N,,,,,,,Y,Y,20,20,20,20,1H,1H,Y,,Y,
17235,NRG REMA LLC,8227,Glen Gardner,NJ,Hunterdon,3,OP,GT,IPP Non-CHP,2,19.6,18,18,NG,DFO,N,,,,,,,Y,Y,20,20,20,20,1H,1H,Y,,Y,
17235,NRG REMA LLC,8227,Glen Gardner,NJ,Hunterdon,4,OP,GT,IPP Non-CHP,2,20.0,18,18,NG,DFO,N,,,,,,,Y,Y,20,20,20,20,1H,1H,Y,,Y,
17235,NRG REMA LLC,8227,Glen Gardner,NJ,Hunterdon,5,OP,GT,IPP Non-CHP,2,20.0,18,18,NG,DFO,N,,,,,,,Y,Y,20,20,20,20,1H,1H,Y,,Y,
17235,NRG REMA LLC,8227,Glen Gardner,NJ,Hunterdon,6,OP,GT,IPP Non-CHP,2,20.0,18,18,NG,DFO,N,,,,,,,Y,Y,20,20,20,20,1H,1H,Y,,Y,
17235,NRG REMA LLC,8227,Glen Gardner,NJ,Hunterdon,7,OP,GT,IPP Non-CHP,2,20.0,18,18,NG,DFO,N,,,,,,,Y,Y,20,20,20,20,1H,1H,Y,,Y,
17235,NRG REMA LLC,8227,Glen Gardner,NJ,Hunterdon,8,OP,GT,IPP Non-CHP,2,20.0,18,18,NG,DFO,N,,,,,,,Y,Y,20,20,20,20,1H,1H,Y,,Y,
17465,RockTenn-West Point Mill,10017,West Point Mill,VA,King William,GEN8,SB,ST,Industrial CHP,7,5.0,5,5,BLQ,WDS,Y,BLQ,NG,,,,,N,, , , , ,,,,,,
17465,RockTenn-West Point Mill,10017,West Point Mill,VA,King William,GEN9,OP,ST,Industrial CHP,7,10.0,10,10,BLQ,WDS,Y,BLQ,NG,,,,,N,, , , , ,,,,,,
17465,RockTenn-West Point Mill,10017,West Point Mill,VA,King William,GN10,OP,ST,Industrial CHP,7,25.0,25,25,BLQ,WDS,Y,BLQ,NG,,,,,N,, , , , ,,,,,,
17465,RockTenn-West Point Mill,10017,West Point Mill,VA,King William,GN11,OP,ST,Industrial CHP,7,15.0,15,15,BLQ,WDS,Y,BLQ,NG,,,,,N,, , , , ,,,,,,
17465,RockTenn-West Point Mill,10017,West Point Mill,VA,King William,GN12,OP,ST,Industrial CHP,7,46.0,46,46,BLQ,WDS,Y,BLQ,NG,,,,,N,, , , , ,,,,,,
17539,South Carolina Electric&Gas Company,3281,Coit GT,SC,Richland,1,OP,GT,Electric Utility,1,19.6,14,19,NG,DFO,N,,,,,,,Y,Y,14,19,14,19,6H,6H,Y,,Y,
17539,South Carolina Electric&Gas Company,3281,Coit GT,SC,Richland,2,OP,GT,Electric Utility,1,19.6,14,19,NG,DFO,N,,,,,,,Y,Y,14,19,14,19,6H,6H,Y,,Y,
17539,South Carolina Electric&Gas Company,3285,Hagood,SC,Charleston,4,OP,GT,Electric Utility,1,122.0,86,99,NG,DFO,N,,,,,,,Y,Y,86,99,86,99,1H,1H,N,,,
17539,South Carolina Electric&Gas Company,3285,Hagood,SC,Charleston,5,OP,GT,Electric Utility,1,32.0,20,23,NG,DFO,N,,,,,,,Y,Y,20,23,20,23,1H,1H,N,,,
17539,South Carolina Electric&Gas Company,3285,Hagood,SC,Charleston,6,OP,GT,Electric Utility,1,32.0,20,23,NG,DFO,N,,,,,,,Y,Y,20,23,20,23,1H,1H,N,,,
17539,South Carolina Electric&Gas Company,3287,McMeekin,SC,Lexington,1,OP,ST,Electric Utility,1,146.8,125,125,BIT,DFO,Y,DFO,NG,,,,,N,, , , , ,,,,,,
17539,South Carolina Electric&Gas Company,3287,McMeekin,SC,Lexington,2,OP,ST,Electric Utility,1,146.8,125,125,BIT,DFO,Y,DFO,NG,,,,,N,, , , , ,,,,,,
17539,South Carolina Electric&Gas Company,3291,Parr GT,SC,Fairfield,GT1,OP,GT,Electric Utility,1,17.5,15.5,18.5,NG,DFO,Y,NG,DFO,,,,,Y,Y,13.5,17,13.5,17,6H,6H,N,,,
17539,South Carolina Electric&Gas Company,3291,Parr GT,SC,Fairfield,GT2,OP,GT,Electric Utility,1,17.5,15.5,18.5,NG,DFO,Y,NG,DFO,,,,,Y,Y,13.5,17,13.5,17,6H,6H,N,,,
17539,South Carolina Electric&Gas Company,3291,Parr GT,SC,Fairfield,GT3,OP,GT,Electric Utility,1,19.5,19,22,NG,DFO,Y,NG,DFO,,,,,Y,Y,16.5,19,16.5,19,6H,6H,N,,,
17539,South Carolina Electric&Gas Company,3291,Parr GT,SC,Fairfield,GT4,OP,GT,Electric Utility,1,19.5,19,22,NG,DFO,Y,NG,DFO,,,,,Y,Y,16.5,19,16.5,19,6H,6H,N,,,
17539,South Carolina Electric&Gas Company,3295,Urquhart,SC,Aiken,1,OP,CA,Electric Utility,1,75.0,64,65,NG,DFO,N,,,,,,,Y,Y,64,65,64,65,1H,1H,N,,,
17539,South Carolina Electric&Gas Company,3295,Urquhart,SC,Aiken,2,OP,CA,Electric Utility,1,75.0,64,66,NG,DFO,N,,,,,,,Y,Y,64,66,64,66,1H,1H,N,,,
17539,South Carolina Electric&Gas Company,3295,Urquhart,SC,Aiken,CT1,OP,CT,Electric Utility,1,198.9,162,177,NG,DFO,N,,,,,,,Y,Y,162,177,162,177,1H,1H,N,,,
17539,South Carolina Electric&Gas Company,3295,Urquhart,SC,Aiken,CT2,OP,CT,Electric Utility,1,198.9,168,176,NG,DFO,N,,,,,,,Y,Y,168,176,168,176,1H,1H,N,,,
17539,South Carolina Electric&Gas Company,3295,Urquhart,SC,Aiken,GT1,OP,GT,Electric Utility,1,19.6,15,20,NG,DFO,N,,,,,,,Y,Y,13,16,13,16,1H,1H,N,,,
17539,South Carolina Electric&Gas Company,3295,Urquhart,SC,Aiken,GT2,OP,GT,Electric Utility,1,16.3,14,17,NG,DFO,N,,,,,,,Y,Y,14,17,14,17,1H,1H,N,,,
17539,South Carolina Electric&Gas Company,3295,Urquhart,SC,Aiken,GT3,OP,GT,Electric Utility,1,16.3,11,15,NG,DFO,N,,,,,,,Y,Y,12,15,12,15,1H,1H,N,,,
17539,South Carolina Electric&Gas Company,3295,Urquhart,SC,Aiken,GT4,OP,GT,Electric Utility,1,58.9,47,50,NG,DFO,N,,,,,,,Y,Y,48,49,48,49,1H,1H,N,,,
17539,South Carolina Electric&Gas Company,7737,Kapstone,SC,Charleston,1,OP,ST,Electric Utility,1,99.2,85,85,BIT,WDS,Y,BIT,WDS,DFO,BLQ,,,N,N, , , , ,,,,,,
17539,South Carolina Electric&Gas Company,55927,Jasper,SC,Jasper,CT1,OP,CT,Electric Utility,1,198.9,158,171,NG,DFO,N,,,,,,,Y,Y,156,171,156,171,1H,1H,Y,,Y,
17539,South Carolina Electric&Gas Company,55927,Jasper,SC,Jasper,CT2,OP,CT,Electric Utility,1,198.9,168,177,NG,DFO,N,,,,,,,Y,Y,164,177,164,177,1H,1H,Y,,Y,
