Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Status,Synchronized to Transmission Grid,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,Associated with Combined Heat and Power System,Sector Name,Sector,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Solid Fuel Gasification System?,Carbon Capture Technology?,"Turbines, Inverters, or Hydrokinetic Buoys",Time from Cold Shutdown to Full Load,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Planned Net Summer Capacity Uprate (MW),Planned Net Winter Capacity Uprate (MW),Planned Uprate Month,Planned Uprate Year,Planned Net Summer Capacity Derate (MW),Planned Net Winter Capacity Derate (MW),Planned Derate Month,Planned Derate Year,Planned New Prime Mover,Planned Energy Source 1,Planned New Nameplate Capacity (MW),Planned Repower Month,Planned Repower Year,Other Planned Modifications?,Other Modifications Month,Other Modifications Year,Cofire Fuels?,Switch Between Oil and Natural Gas?,Year,Technology,Turbines or Hydrokinetic Buoys,Multiple Fuels?
64805,"Bluestone Wind, LLC",65496.0,"Bluestone Wind, LLC",NY,Broome,BLUES,WT,,S,X,X,,,111.8,0.95,111.8,111.8,1,N, , ,OP,X,10.0,2023.0, , ,N,IPP Non-CHP,2.0,X,WND,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Onshore Wind Turbine,24,
49893,Invenergy Services LLC,65522.0,Number Three Wind Project,NY,Lewis,65013,WT,,S,X,X,,,106.0, ,106,106, ,N, , ,OP,X,5.0,2023.0, , ,N,IPP Non-CHP,2.0,X,WND,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Onshore Wind Turbine,27,
64888,"RT32 Westerlo Solar 1, LLC",65587.0,RT32 Westerlo Solar 1,NY,Albany,7105,PV,,S,X,X,,,5.0, ,5.0,4.8, ,N, , ,OP,X,3.0,2020.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
62067,EnterSolar,65597.0,"CEC, LLC Westtown B",NY,Orange,CLWB,PV,,W,X,X,,,2.0, ,2.0,2.0, ,N, , ,OP,X,5.0,2018.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,N,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic,0,
64904,AES Clean Energy,65613.0,JB-Tobin 2,NY,Dutchess,JBTB2,PV,,S,X,X,,,1.6, ,1.6,1.6, ,N, , ,OP,X,12.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
63466,Conductive Power,65620.0,100 Lower,NY,Orange,100LR,PV,,S,X,X,,,2.0,1,2.0,2.0, ,N, , ,OP,X,5.0,2020.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,N
63466,Conductive Power,65621.0,456 Lower,NY,Orange,456LR,PV,,S,X,X,,,1.4,1,1.4,1.4, ,N, , ,OP,X,10.0,2020.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,N,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,N
64918,"EF NY CDG 011, LLC",65624.0,Union Springs 40,NY,Cayuga,US40,PV,,S,X,X,,,5.0, ,5.0,5.0, ,N, , ,OP,X,2.0,2022.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,N,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
64919,"EF NY CDG 003, LLC",65625.0,Union Springs 963,NY,Cayuga,US963,PV,,S,X,X,,,5.0, ,5.0,5.0, ,N, , ,OP,X,1.0,2022.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
64920,"EF NY CDG 001, LLC",65626.0,North Eagle Village Solar,NY,Onondaga,NEV,PV,,S,X,X,,,5.0, ,5.0,5.0, ,N, , ,OP,X,1.0,2022.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
64921,"EF NY CDG 002, LLC",65627.0,Green Lakes Solar,NY,Onondaga,GL,PV,,S,X,X,,,5.0, ,5.0,5.0, ,N, , ,OP,X,3.0,2022.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
64922,"EF NY CDG 007, LLC",65628.0,Judd Road Solar,NY,Oneida,JR,PV,,S,X,X,,,5.0, ,5.0,5.0, ,N, , ,OP,X,3.0,2022.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
63466,Conductive Power,65643.0,Castleton,NY,Rensselaer,CASTN,PV,,S,X,X,,,5.0,1,5.0,5.0, ,N, , ,OP,X,6.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
64926,Croton Solar LLC,65647.0,Croton Solar,NY,Westchester,CROT,PV,,S,X,X,,,3.0, ,3.0,3.0, ,N, , ,OP,X,12.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,N,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,N
64950,"LI Solar Generation, LLC",65679.0,Calverton Solar Energy Center,NY,Suffolk,11933,PV,,J,X,X,,,22.9, ,22.9,22.9, ,N, , ,OP,X,8.0,2022.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
63289,Key Capture Energy,65692.0,NY6 Battery,NY,Erie,NY6,BA,,S,X,X,,,20.0, ,20.0,20.0, ,N, , ,OP,X,5.0,2023.0, , ,N,IPP Non-CHP,2.0,X,MWH,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Batteries, ,
64985,"RT405 Westerlo Solar 2, LLC",65721.0,RT405 Westerlo Solar 2,NY,Albany,7104,PV,,S,X,X,,,5.0, ,5.0,4.8, ,N, , ,OP,X,3.0,2020.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
64986,"LR Wheatfield Solar 1, LLC",65723.0,LR Wheatfield Solar 1,NY,Niagara,15557,PV,,S,X,X,,,5.0, ,5.0,4.8, ,N, , ,OP,X,10.0,2020.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
64987,"Pendleton Solar 1, LLC",65724.0,Pendleton Solar 1,NY,Niagara,15889,PV,,S,X,X,,,5.0, ,5.0,4.8, ,N, , ,OP,X,10.0,2020.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
63466,Conductive Power,65752.0,East Fishkill CSG,NY,Dutchess,EFK,PV,,S,X,X,,,2.0,1,2.0,2.0, ,N, , ,OP,X,12.0,2019.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,N
63466,Conductive Power,65753.0,ELP Greenport CSG,NY,Columbia,GRPRT,PV,,S,X,X,,,5.0,1,5.0,5.0, ,N, , ,OP,X,6.0,2020.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,N
63466,Conductive Power,65754.0,ELP Kinderhook CSG,NY,Columbia,KDRHK,PV,,S,X,X,,,5.0,1,5.0,5.0, ,N, , ,OP,X,11.0,2020.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,N
63466,Conductive Power,65755.0,ELP Myer CSG,NY,Ulster,MYER,PV,,S,X,X,,,1.9,1,1.9,1.9, ,N, , ,OP,X,6.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,N
63466,Conductive Power,65757.0,ELP Saugerties CSG,NY,Ulster,SGRTS,PV,,S,X,X,,,1.9,1,1.9,1.9, ,N, , ,OP,X,2.0,2020.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,N
65030,"Cream Street Solar, LLC",65775.0,Cream Street Solar,NY,Dutchess,5324,PV,,S,X,X,,,2.0, ,2.0,1.8, ,N, , ,OP,X,12.0,2020.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
65028,Little Falls Solar,65776.0,Little Falls Solar,NY,Herkimer,5939,PV,,S,X,X,,,2.0, ,2.0,1.8, ,N, , ,OP,X,10.0,2020.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
65029,"Little Falls Solar 1, LLC",65777.0,Little Falls Solar 1,NY,Herkimer,5779,PV,,S,X,X,,,2.0, ,2.0,1.8, ,N, , ,OP,X,9.0,2020.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
65032,"1639 RT 29 Solar 1, LLC",65785.0,1639 RT 29 Solar 1,NY,Fulton,19822,PV,,S,X,X,,,4.0, ,4.0,3.8, ,N, , ,OP,X,12.0,2020.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
65033,"1639 RT 29 Solar 2, LLC",65786.0,1639 RT 29 Solar 2,NY,Fulton,19823,PV,,S,X,X,,,2.5, ,2.5,2.3, ,N, , ,OP,X,12.0,2020.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
65056,NY - Mines Press,65815.0,NY - Mines Press,NY,Westchester,MPBS,BA,,S,X,X,,,1.0,0.99,1.0,1.0, ,N, , ,OP,X,6.0,2022.0, , ,N,IPP Non-CHP,2.0,X,MWH,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Batteries, ,
65056,NY - Mines Press,65815.0,NY - Mines Press,NY,Westchester,MPRES,PV,,S,X,X,,,1.0, ,1.0,1.0, ,N, , ,OP,X,12.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,N,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic,0,
61944,MN8 Energy LLC,65839.0,NY8 - Darby Solar,NY,Rensselaer,GEN1,PV,,S,X,X,,,20.0, ,20.0,20.0, ,N, , ,OP,X,6.0,2023.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,N,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,N
61944,MN8 Energy LLC,65841.0,NY8 - ELP Stillwater Solar,NY,Saratoga,GEN1,PV,,S,X,X,,,20.0, ,20.0,20.0, ,N, , ,OP,X,11.0,2023.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,N
65200,"Sugar Hill Solar 1, LLC",66034.0,Sugar Hill Solar 1,NY,Saratoga,19826,PV,,S,X,X,,,5.0, ,5.0,4.8, ,N, , ,OP,X,12.0,2020.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
65201,"3104 Batavia Solar, LLC",66036.0,3104 Batavia Solar,NY,Genesee,20205,PV,,S,X,X,,,3.0, ,3.0,2.8, ,N, , ,OP,X,3.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
65202,"3232 Batavia Solar, LLC",66037.0,3232 Batavia Solar,NY,Genesee,20206,PV,,S,X,X,,,4.0, ,4.0,3.8, ,N, , ,OP,X,3.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
65204,"Niagara Depot Solar, LLC",66040.0,Niagara Depot Solar,NY,Niagara,23204,PV,,S,X,X,,,3.5, ,3.5,3.3, ,N, , ,OP,X,7.0,2023.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
65225,"Eight Point Wind, LLC",66052.0,Eight Point Wind,NY,Steuben,EPW01,WT,,S,X,X,ISO,ISO,101.2, ,101.2,101.2,1.1,N, , ,OP,X,2.0,2023.0, , ,N,Electric Utility,1.0,X,WND,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Onshore Wind Turbine,25,N
65233,"NSF Angelica Site 1, LLC",66061.0,Angelica Solar Site 1,NY,Allegany,A1,PV,,S,X,X,,,5.0, ,5.0,5.0, ,N, , ,OP,X,5.0,2022.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
65235,"NSF Angelica Site 2, LLC",66062.0,Angelica Solar Site 2,NY,Allegany,A2,PV,,S,X,X,,,5.0, ,5.0,5.0, ,N, , ,OP,X,5.0,2022.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
65236,"NSF Angelica Site 3, LLC",66063.0,Angelica Solar Site 3,NY,Allegany,A3,PV,,S,X,X,,,5.0, ,5.0,5.0, ,N, , ,OP,X,5.0,2022.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
65237,"NSF Angelica Site 4, LLC",66064.0,Angelica Solar Site 4,NY,Allegany,A4,PV,,S,X,X,,,5.0, ,5.0,5.0, ,N, , ,OP,X,5.0,2022.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
65238,"West Valley Solar, LLC",66065.0,West Valley Solar,NY,Cattaraugus,WVS1,PV,,S,X,X,,,5.0, ,5.0,5.0, ,N, , ,OP,X,6.0,2022.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
65238,"West Valley Solar, LLC",66065.0,West Valley Solar,NY,Cattaraugus,WVS2,PV,,S,X,X,,,5.0, ,5.0,5.0, ,N, , ,OP,X,6.0,2022.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
65246,"Marlborough Solar, LLC",66074.0,Marlborough Solar,NY,Ulster,4942,PV,,S,X,X,,,2.0, ,2.0,1.8, ,N, , ,OP,X,3.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
65247,"Lenox Renewables, LLC",66081.0,Lenox Renewables,NY,Madison,8211,PV,,S,X,X,,,3.3, ,3.3,3.1, ,N, , ,OP,X,9.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
60025,Greenbacker Renewable Energy Corporation,66094.0,Bizer Creek,NY,Erie,561,PV,,S,X,X,,,1.5, ,1.5,1.5, ,N, , ,OP,X,4.0,2023.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
57128,Bloom Energy,66150.0,Equinix - Elmsford,NY,Westchester,EQX36,FC,,S,X,X,,,1.7, ,1.7,1.7,1.7,N, , ,OP,X,9.0,2020.0, , ,N,IPP Non-CHP,2.0,X,NG,,,,,,,,,,N,N,,OVER,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Other Natural Gas, ,
61194,Generate Capital,66176.0,Landau Solar,NY,Ulster,10891,PV,,W,X,X,,,2.0, ,2.0,2.0, ,N, , ,OP,X,12.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
61194,Generate Capital,66177.0,Drinkwater Solar,NY,Montgomery,10896,PV,,W,X,X,,,2.0, ,2.0,2.0, ,N, , ,OP,X,12.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
61194,Generate Capital,66187.0,McCarthy Solar,NY,Orange,10992,PV,,W,X,X,,,2.0, ,2.0,2.0, ,N, , ,OP,X,12.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
65325,"Mohawk View Solar, LLC",66206.0,Mohawk View Solar,NY,Montgomery,MOVSO,PV,,S,X,X,,,5.0,1,5.0,5.0, ,N, , ,OP,X,10.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
65324,"Van Epps Solar, LLC",66207.0,Van Epps Solar,NY,Montgomery,VEPSO,PV,,S,X,X,,,5.0,1,5.0,5.0, ,N, , ,OP,X,10.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
61194,Generate Capital,66209.0,Bantam Solar,NY,Montgomery,10986,PV,,W,X,X,,,5.0, ,5.0,5.0, ,N, , ,OP,X,3.0,2022.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
61194,Generate Capital,66210.0,Bogart Solar,NY,Greene,10887,PV,,W,X,X,,,2.0, ,2.0,2.0, ,N, , ,OP,X,12.0,2019.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
61194,Generate Capital,66211.0,Brickchurch Solar,NY,Wayne,10889,PV,,W,X,X,,,2.0, ,2.0,2.0, ,N, , ,OP,X,3.0,2020.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
61194,Generate Capital,66212.0,Canoga Solar,NY,Seneca,10965,PV,,W,X,X,,,5.0, ,5.0,5.0, ,N, , ,OP,X,7.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
61194,Generate Capital,66213.0,Costanza Solar,NY,Albany,10907,PV,,W,X,X,,,2.0, ,2.0,2.0, ,N, , ,OP,X,12.0,2020.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
61194,Generate Capital,66214.0,County Route 84 Solar,NY,Steuben,10967,PV,,W,X,X,,,5.0, ,5.0,5.0, ,N, , ,OP,X,12.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
61194,Generate Capital,66215.0,Cafferty Hill Solar,NY,Broome,10996,PV,,W,X,X,,,5.0, ,5.0,5.0, ,N, , ,OP,X,3.0,2022.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
61194,Generate Capital,66217.0,Donati Solar,NY,Seneca,10968,PV,,W,X,X,,,2.0, ,2.0,2.0, ,N, , ,OP,X,10.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
61194,Generate Capital,66218.0,Dubois Solar (Hybrid),NY,Ulster,10892,PV,,W,X,X,,,2.0, ,2.0,2.0, ,N, , ,OP,X,12.0,2020.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
61194,Generate Capital,66218.0,Dubois Solar (Hybrid),NY,Ulster,BAT,BA,,W,X,X,,,2.0, ,2.0,2.0, ,N, , ,OP,X,12.0,2020.0, , ,N,IPP Non-CHP,2.0,X,MWH,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Batteries, ,
61194,Generate Capital,66219.0,Dunkleman Solar,NY,Cattaraugus,11008,PV,,W,X,X,,,5.0, ,5.0,5.0, ,N, , ,OP,X,1.0,2023.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,N,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,N
61194,Generate Capital,66220.0,Finney Solar,NY,Montgomery,10999,PV,,W,X,X,,,5.0, ,5.0,5.0, ,N, , ,OP,X,12.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
61194,Generate Capital,66221.0,Henrietta Solar,NY,Monroe,10972,PV,,W,X,X,,,5.0, ,5.0,5.0, ,N, , ,OP,X,12.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
61194,Generate Capital,66222.0,Landau II Solar (Hybrid),NY,Ulster,10895,PV,,W,X,X,,,4.0, ,4.0,4.0, ,N, , ,OP,X,12.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
61194,Generate Capital,66222.0,Landau II Solar (Hybrid),NY,Ulster,BAT,BA,,W,X,X,,,4.0, ,4.0,4.0, ,N, , ,OP,X,12.0,2021.0, , ,N,IPP Non-CHP,2.0,X,MWH,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Batteries, ,
61194,Generate Capital,66223.0,Lockenhurst Pond Solar,NY,Orange,11000,PV,,W,X,X,,,2.0, ,2.0,2.0, ,N, , ,OP,X,11.0,2022.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
61194,Generate Capital,66224.0,New Beginnings Solar,NY,Ulster,10890,PV,,W,X,X,,,2.0, ,2.0,2.0, ,N, , ,OP,X,12.0,2019.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
61194,Generate Capital,66225.0,NY70 Solar,NY,Livingston,10970,PV,,W,X,X,,,5.0, ,5.0,5.0, ,N, , ,OP,X,11.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
61194,Generate Capital,66226.0,Reid Solar,NY,Oneida,10991,PV,,W,X,X,,,4.8, ,4.8,4.8, ,N, , ,OP,X,4.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
61194,Generate Capital,66227.0,Reisender Solar,NY,Ulster,10886,PV,,W,X,X,,,2.0, ,2.0,2.0, ,N, , ,OP,X,12.0,2019.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
61194,Generate Capital,66228.0,Salt Point Solar (Hybrid),NY,Dutchess,10888,PV,,W,X,X,,,2.0, ,2.0,2.0, ,N, , ,OP,X,1.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
61194,Generate Capital,66228.0,Salt Point Solar (Hybrid),NY,Dutchess,BAT,BA,,W,X,X,,,2.0, ,2.0,2.0, ,N, , ,OP,X,1.0,2021.0, , ,N,IPP Non-CHP,2.0,X,MWH,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Batteries, ,
61194,Generate Capital,66229.0,Sangolqui Solar,NY,Seneca,10975,PV,,W,X,X,,,2.0, ,2.0,2.0, ,N, , ,OP,X,9.0,2021.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2023,Solar Photovoltaic, ,
