Utility ID,Utility Name,Plant Code,Plant Name,Street Address,City,State,Zip,County,Latitude,Longitude,NERC Region,Balancing Authority Code,Balancing Authority Name,Name of Water Source,Primary Purpose (NAICS Code),Regulatory Status,Sector,Sector Name,Net Metering (for facilities with solar or wind generation),FERC Cogeneration Status,FERC Cogeneration Docket Number,FERC Small Power Producer Status,FERC Small Power Producer Docket Number,FERC Exempt Wholesale Generator Status,FERC Exempt Wholesale Generator Docket Number,Ash Impoundment?,Ash Impoundment Lined?,Ash Impoundment Status,Transmission or Distribution System Owner,Transmission or Distribution System Owner ID,Transmission or Distribution System Owner State,Grid Voltage (kV),Grid Voltage 2 (kV),Grid Voltage 3 (kV),Natural Gas Pipeline Name,Year,Energy Storage,Natural Gas LDC Name,Natural Gas Pipeline Name 1,Natural Gas Pipeline Name 2,Natural Gas Pipeline Name 3,Pipeline Notes,Natural Gas Storage,Liquefied Natural Gas Storage
15296,New York Power Authority,808,Jarvis (Hinckley),,Hinckley,NY,13352,Oneida,43.3121,-75.109,NPCC,NYIS,New York Independent System Operator,Hinckley Reservoir,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,New York Power Authority,15296,,34.5, , ,,2024,N,,,,,,N,X
58971,Danskammer Energy,2480,Danskammer Generating Station,994 River Road,Newburgh,NY,12550,Orange,41.573361,-73.96457,NPCC,NYIS,New York Independent System Operator,Hudson River,22,NR,2,IPP Non-CHP,,N,,N,,N,,N,X,,Central Hudson Gas & Elec Corp,3249,NY,115, , ,,2024,N,CENTRAL HUDSON GAS ELECTRIC,CENTRAL HUDSON GAS & ELECTRIC,,,,N,N
3249,Central Hudson Gas & Elec Corp,2481,Dashville,Route 213,Dashville,NY,12471,Ulster,41.8217,-74.0497,NPCC,NYIS,New York Independent System Operator,Walkill River,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Central Hudson Gas & Elec Corp,3249,NY,69, , ,,2024,N,,,,,,X,X
15296,New York Power Authority,2483,Neversink,7858 Route 42,Grahmsville,NY,12740,Sullivan,41.8194,-74.6358,NPCC,NYIS,New York Independent System Operator,Neversink Reservoir,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Central Hudson Gas & Elec Corp,3249,NY,69, , ,,2024,N,,,,,,N,X
3249,Central Hudson Gas & Elec Corp,2485,South Cairo,Route 32,Cairo,NY,12413,Greene,42.291275,-73.986452,NPCC,NYIS,New York Independent System Operator,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Central Hudson Gas & Elec Corp,3249,NY,69, , ,,2024,N,,,,,,X,X
3249,Central Hudson Gas & Elec Corp,2486,Sturgeon,Coutant Road,Tillson,NY,12486,Ulster,41.848191,-74.046678,NPCC,NYIS,New York Independent System Operator,Walkill River,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Central Hudson Gas & Elec Corp,3249,NY,69, , ,,2024,N,,,,,,X,X
3249,Central Hudson Gas & Elec Corp,2487,Coxsackie,Baily Street,Coxsackie,NY,12051,Greene,42.350889,-73.815798,NPCC,NYIS,New York Independent System Operator,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Central Hudson Gas & Elec Corp,3249,NY,69, , ,,2024,N,CENTRAL HUDSON GAS ELECTRIC,TENNESSEE GAS PIPELINE COMPANY,,,,N,X
13192,NRG Arthur Kill Operations Inc,2490,Arthur Kill Generating Station,4401 Victory Blvd,Staten Island,NY,10314,Richmond,40.591564,-74.200035,NPCC,NYIS,New York Independent System Operator,Arthur Kill,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-165-000,N,X,,Consolidated Edison Co-NY Inc,4226,NY,138,345, ,,2024,N,CONSOLIDATED EDISON NEW YORK INC,,,,,N,N
15296,New York Power Authority,2491,Charles Poletti,31-03 20th Ave,Astoria,NY,11105,Queens,40.776389,-73.910833,NPCC,NYIS,New York Independent System Operator,East River,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Consolidated Edison Co-NY Inc,4226,NY,345, , ,,2024,N,,,,,,Y,N
4226,Consolidated Edison Co-NY Inc,2493,East River,801 East 14th Street,New York,NY,10009,New York,40.7281,-73.9742,NPCC,NYIS,New York Independent System Operator,East River,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Consolidated Edison Co-NY Inc,4226,NY,69, , ,,2024,N,,TRANSCONTINENTAL GAS PIPELINE,,,,N,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,420 2nd Avenue,Brooklyn,NY,11232,Kings,40.6635,-74.0051,NPCC,NYIS,New York Independent System Operator,Municipality,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-206,N,X,,Consolidated Edison Co-NY Inc,4226,NY,138, , ,,2024,N,KEYSPAN ENERGY DBA NATIOAL GRID NY,,,,,N,X
4226,Consolidated Edison Co-NY Inc,2496,Hudson Avenue,1-11 Hudson Avenue,New York,NY,11201,Kings,40.7052,-73.9807,NPCC,NYIS,New York Independent System Operator,East River,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Consolidated Edison Co-NY Inc,4226,NY,138, , ,,2024,N,,,,,,N,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,4 Whale Square,Brooklyn,NY,11232,Kings,40.648611,-74.020833,NPCC,NYIS,New York Independent System Operator,Municipality,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-206,,X,,Consolidated Edison Co-NY Inc,4226,NY,138, , ,,2024,N,KEYSPAN ENERGY DBA NATIOAL GRID NY,,,,,N,X
61130,Ravenswood Operations LLC,2500,Ravenswood,38-54 Vernon Blvd,Long Island,NY,11101,Queens,40.759167,-73.946111,NPCC,NYIS,New York Independent System Operator,East River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-166-000,N,X,,Consolidated Edison Co-NY Inc,4226,NY,348, , ,,2024,N,CONSOLIDATED EDISON NEW YORK INC,,,,,N,X
4226,Consolidated Edison Co-NY Inc,2502,Waterside,700 First Avenue,New York,NY,10017,New York,40.753333,-73.975833,NPCC,NYIS,New York Independent System Operator,East River,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Consolidated Edison Co-NY Inc,4226,NY, , , ,,2024,,,,,,,,
4226,Consolidated Edison Co-NY Inc,2503,59th Street,850 12th Avenue,New York,NY,10019,New York,40.771285,-73.99115,NPCC,NYIS,New York Independent System Operator,Hudson River,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Consolidated Edison Co-NY Inc,4226,NY,13.8, , ,,2024,N,,TRANSCONTINENTAL GAS PIPELINE,,,,N,
4226,Consolidated Edison Co-NY Inc,2504,74th Street,506 E 75th Street,New York,NY,10021,New York,40.768,-73.9515,NPCC,NYIS,New York Independent System Operator,East River,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Consolidated Edison Co-NY Inc,4226,NY,13.8, , ,,2024,N,,,,,,N,
56505,National Grid Generation LLC,2511,E F Barrett,McCarthy Road,Island Park,NY,11558,Nassau,40.616689,-73.647881,NPCC,NYIS,New York Independent System Operator,Barnum Island Channel,22,RE,1,Electric Utility,,N,,N,,N,,Y,Y,OP,Long Island Power Authority,11171,NY,138, , ,,2024,N,Other - See pipeline notes.,TRANSCONTINENTAL GAS PIPELINE,,,KEDLI,N,X
56505,National Grid Generation LLC,2512,East Hampton,Cove Hollow Road,East Hampton,NY,11937,Suffolk,40.961706,-72.210277,NPCC,NYIS,New York Independent System Operator,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Long Island Power Authority,11171,NY,69, , ,,2024,N,,,,,,,
56505,National Grid Generation LLC,2513,Far Rockaway,Bay 24th Street,Far Rockaway,NY,11691,Queens,40.61089,-73.761,NPCC,NYIS,New York Independent System Operator,Mott Basin,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Long Island Power Authority,11171,NY,69, , ,,2024,N,,,,,,X,X
56505,National Grid Generation LLC,2514,Glenwood,200 Shore Road,Glenwood Landing,NY,11547,Nassau,40.827149,-73.647473,NPCC,NYIS,New York Independent System Operator,Hempstead Harbor,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Long Island Power Authority,11171,NY,69, , ,,2024,N,,,,,,,
56505,National Grid Generation LLC,2515,Montauk,Industrial Road,Montour,NY,11954,Suffolk,41.0425,-71.957778,NPCC,NYIS,New York Independent System Operator,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Long Island Power Authority,11171,NY,4, , ,,2024,N,,,,,,,
56505,National Grid Generation LLC,2516,Northport,Eaton's Neck Road,Northport,NY,11768,Suffolk,40.923565,-73.342323,NPCC,NYIS,New York Independent System Operator,Long Island Sound,22,RE,1,Electric Utility,,N,,N,,N,,Y,Y,OP,Long Island Power Authority,11171,NY,138, , ,,2024,N,Other - See pipeline notes.,IROQUOIS GAS TRANSMISSION SYS LP,,,KEDLI,N,X
56505,National Grid Generation LLC,2517,Port Jefferson,Beach Street,Port Jefferson,NY,11776,Suffolk,40.949696,-73.078507,NPCC,NYIS,New York Independent System Operator,Long Island Sound,22,RE,1,Electric Utility,,N,,N,,Y,02-22-000,Y,Y,OP,Long Island Power Authority,11171,NY,138, , ,,2024,N,Other - See pipeline notes.,IROQUOIS GAS TRANSMISSION SYS LP,,,KEDLI,N,X
56505,National Grid Generation LLC,2518,Shoreham,1 LILCO Road,Wading River,NY,11972,Suffolk,40.96159,-72.864976,NPCC,NYIS,New York Independent System Operator,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Long Island Power Authority,11171,NY,138,69, ,,2024,N,,,,,,,
56505,National Grid Generation LLC,2519,South Hampton,David Whites Lane,Southampton,NY,11968,Suffolk,40.899997,-72.381977,NPCC,NYIS,New York Independent System Operator,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Long Island Power Authority,11171,NY,69, , ,,2024,N,,,,,,,
56505,National Grid Generation LLC,2520,Southold,Main Road,Greenport,NY,11944,Suffolk,41.1059,-72.3761,NPCC,NYIS,New York Independent System Operator,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Long Island Power Authority,11171,NY,69, , ,,2024,N,,,,,,,
56505,National Grid Generation LLC,2521,West Babylon,11 Bahama Street,West Babylon,NY,11704,Suffolk,40.695485,-73.348573,NPCC,NYIS,New York Independent System Operator,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Long Island Power Authority,11171,NY,69, , ,,2024,N,,,,,,,
13511,New York State Elec & Gas Corp,2522,Cadyville,59 Goddeau Rd,Town ofSchuyler Falls,NY,12962,Clinton,44.695,-73.6219,NPCC,NYIS,New York Independent System Operator,Saranac River,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,New York State Elec & Gas Corp,13511,NY,11, , ,,2024,N,,,,,,N,X
25,Greenidge Generation Holdings LLC,2527,Greenidge Generation LLC,590 Plant Road,Dresden,NY,14441,Yates,42.6789,-76.9483,NPCC,NYIS,New York Independent System Operator,Seneca Lake,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-1773-000,Y,N,OS,New York State Elec & Gas Corp,13511,NY,115, , ,,2024,N,NEW YORK STATE ELEC AND GAS CORP,Other - Please explain in pipeline notes below.,,,Greenidge Pipeline LLC - Not in system,N,N
13511,New York State Elec & Gas Corp,2528,Harris Lake,5930 Rt 28 N,Town of Newcomb,NY,12847,Essex,43.9719,-74.1861,NPCC,NYIS,New York Independent System Operator,,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,New York State Elec & Gas Corp,13511,NY,2.4, , ,,2024,N,,,,,,N,X
13511,New York State Elec & Gas Corp,2530,High Falls - Saranac NY,202 Soper Rd,Town of Saranac,NY,12981,Clinton,44.6389,-73.7492,NPCC,NYIS,New York Independent System Operator,Saranac River,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,New York State Elec & Gas Corp,13511,NY,6.9, , ,,2024,N,,,,,,N,X
13511,New York State Elec & Gas Corp,2532,Kent Falls,376 Kent Falls Rd,Town of SchuylerFalls,NY,12962,Clinton,44.7053,-73.5967,NPCC,NYIS,New York Independent System Operator,Saranac River,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,New York State Elec & Gas Corp,13511,NY,6.6, , ,,2024,N,,,,,,N,X
13511,New York State Elec & Gas Corp,2533,Keuka,East Lake Rd,Town of Wayne,NY,14893,Steuben,42.494167,-77.119444,NPCC,NYIS,New York Independent System Operator,Waneta -Lamoka Lakes,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,New York State Elec & Gas Corp,13511,NY, , , ,,2024,N,,,,,,N,X
65417,GB II New York LLC,2539,Bethlehem Energy Center,380 River Road,Glenmont,NY,12077,Albany,42.594196,-73.763752,NPCC,NYIS,New York Independent System Operator,Hudson River,22,NR,2,IPP Non-CHP,,N,,N,,Y,00-141-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,115,115,115,,2024,N,,DOMINION TRANSMISSION INCORPORATED,TENNESSEE GAS PIPELINE COMPANY,,,N,N
5914,Erie Boulevard Hydropower LP,2540,Allens Falls,121 Covey Road,Parishville,NY,13672,St Lawrence,44.660338,-74.860265,NPCC,NYIS,New York Independent System Operator,St Regis River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2543,Beardslee,00 Saltsman Road,Little Falls,NY,13365,Herkimer,43.019113,-74.741349,NPCC,NYIS,New York Independent System Operator,East Canada Creek,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2544,Belfort,9533 Belfort Road,Croghan,NY,13327,Lewis,43.9275,-75.3331,NPCC,NYIS,New York Independent System Operator,Beaver River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,23, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2545,Bennetts Bridge,2628 County Road 22,Altmar,NY,13302,Oswego,43.5317,-75.9531,NPCC,NYIS,New York Independent System Operator,Salmon River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2546,Black River,27852 NYS 3,Black River,NY,13612,Jefferson,44.000122,-75.813151,NPCC,NYIS,New York Independent System Operator,Black River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,23, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2547,Blake,362 Blake Falls Dam Road,Parishville,NY,13672,St Lawrence,44.506474,-74.753442,NPCC,NYIS,New York Independent System Operator,Raquette River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2548,Browns Falls,263 Browns Falls Road,Oswegatchie,NY,13639,St Lawrence,44.211407,-75.059441,NPCC,NYIS,New York Independent System Operator,Oswegatchie River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2550,Chasm,163 County Route 25,Malone,NY,12953,Franklin,44.7533,-74.2169,NPCC,NYIS,New York Independent System Operator,Salmon (North) River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,34.5, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2551,Colton,6734 County Route 24,Pierrepont,NY,13625,St Lawrence,44.5839,-74.9583,NPCC,NYIS,New York Independent System Operator,Raquette River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2552,Deferiet,Anderson Avenue,Deferiet,NY,13628,Jefferson,44.0381,-75.6806,NPCC,NYIS,New York Independent System Operator,Black River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,23, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2555,Eagle,9296 Adsit Trail,Croghan,NY,13327,Lewis,43.909714,-75.200831,NPCC,NYIS,New York Independent System Operator,Beaver River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2556,Eel Weir,87 Lee Drive,Oswegatchie,NY,13670,St Lawrence,44.638365,-75.49052,NPCC,NYIS,New York Independent System Operator,Owegatchie River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,23, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2557,Effley,8410 Effley Falls Road,Croghan,NY,13327,Lewis,43.922831,-75.277923,NPCC,NYIS,New York Independent System Operator,Beaver River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,23, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2559,Elmer,8516 Effley Falls Road,Croghan,NY,13327,Lewis,43.927536,-75.288322,NPCC,NYIS,New York Independent System Operator,Beaver River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,23, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2560,Ephratah,4260 State Hwy. 10,Saint Johnsville,NY,13339,Fulton,43.0092,-74.5372,NPCC,NYIS,New York Independent System Operator,Caroga Creek,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,23, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2561,East Norfolk,5 Island Street,Norfolk,NY,13667,St Lawrence,44.7989,-74.9856,NPCC,NYIS,New York Independent System Operator,Raquette River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,23, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2562,Five Falls,1686 Raquette River Road,Colton,NY,13625,St Lawrence,44.527491,-74.849177,NPCC,NYIS,New York Independent System Operator,Raquette River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2563,Flat Rock,3147 State Highway 3,Fine,NY,13639,St Lawrence,44.2217,-75.0742,NPCC,NYIS,New York Independent System Operator,Oswegatchie River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2564,Franklin (NY),1563 County Route 48,Franklin,NY,12913,Franklin,44.4372,-73.9725,NPCC,NYIS,New York Independent System Operator,Saranac River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,46, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2566,Fulton Hydro,28 South 1st Street,Fulton,NY,13069,Oswego,43.32411,-76.418984,NPCC,NYIS,New York Independent System Operator,Oswego River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,34.5, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2568,Glenwood Hydro,400 Erin Road,Medina,NY,14103,Orleans,43.2358,-78.3906,NPCC,NYIS,New York Independent System Operator,Oak Orchard Creek,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,34.5, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2569,Granby,16 Foster Street,Fulton,NY,13069,Oswego,43.323441,-76.420841,NPCC,NYIS,New York Independent System Operator,Oswego River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,34.5, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2571,Hannawa,5849 State Route 56,Pierrepont,NY,13647,St Lawrence,44.6192,-74.9733,NPCC,NYIS,New York Independent System Operator,Raquette River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2572,Herrings,36152 NYS 3,Carthage,NY,13619,Jefferson,44.0217,-75.6511,NPCC,NYIS,New York Independent System Operator,Black River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,23, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2573,Heuvelton,85 Union Street,Village of Heuvelton,NY,13654,St Lawrence,44.6172,-75.4042,NPCC,NYIS,New York Independent System Operator,Oswegatchie River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,23, , ,,2024,N,,,,,,N,N
14240,Oswego City of,2574,High Dam,571 West First St.,Oswego,NY,13126,Oswego,43.4436,-76.4961,NPCC,NYIS,New York Independent System Operator,Oswego River,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Niagara Mohawk Power Corp.,13573,NY,34.5, , ,,2024,N,,,,,,N,X
5914,Erie Boulevard Hydropower LP,2575,High Falls - Croghan NY,10116 High Falls Road,Croghan,NY,13327,Lewis,43.9247,-75.3731,NPCC,NYIS,New York Independent System Operator,Beaver River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,23, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2576,Higley,100 Pine Road,Colton,NY,13625,St Lawrence,44.5306,-74.9331,NPCC,NYIS,New York Independent System Operator,Raquette River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2578,Hydraulic Race,24 Market Street,Lockport,NY,14094,Niagara,43.170948,-78.691551,NPCC,NYIS,New York Independent System Operator,Barge Canal,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,12, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2579,Inghams,118 Power House Road,Little Falls,NY,13329,Fulton,43.061017,-74.764347,NPCC,NYIS,New York Independent System Operator,East Canada Creek,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,46, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2580,Johnsonville Dam,River Road,Johnsonville,NY,12094,Rensselaer,42.920374,-73.508886,NPCC,NYIS,New York Independent System Operator,Hoosic River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,34.5, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2581,Kamargo,100 Washington Street,Black River,NY,13612,Jefferson,44.0117,-75.7967,NPCC,NYIS,New York Independent System Operator,Black River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,23, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2582,Lighthouse Hill,2365 County Route 22,Altmar,NY,13302,Oswego,43.524103,-75.970318,NPCC,NYIS,New York Independent System Operator,Salmon River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2583,Macomb,371 Cady Road,Malone,NY,12953,Franklin,44.877326,-74.306288,NPCC,NYIS,New York Independent System Operator,Salmon (North) River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,34.5, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2586,Minetto,2796 State Route 48,Minetto,NY,13126,Oswego,43.4003,-76.4739,NPCC,NYIS,New York Independent System Operator,Oswego River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,34.5, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2588,Moshier,8691 Moshier Road,Lowville,NY,13327,Herkimer,43.8719,-75.1364,NPCC,NYIS,New York Independent System Operator,Beaver River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2024,N,,,,,,N,N
55951,Constellation Nuclear,2589,Nine Mile Point Nuclear Station,PO Box 63,Lycoming,NY,13093,Oswego,43.5211,-76.41,NPCC,NYIS,New York Independent System Operator,Lake Ontario,22,NR,2,IPP Non-CHP,,N,,N,,Y,02-14-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,345, , ,,2024,N,,,,,,N,X
5914,Erie Boulevard Hydropower LP,2590,Norfolk,100D Remington Avenue,Norfolk,NY,13667,St Lawrence,44.8053,-74.9975,NPCC,NYIS,New York Independent System Operator,Raquette River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2591,Norwood,12 Maple Street,Norwood,NY,13668,St Lawrence,44.7439,-75.0042,NPCC,NYIS,New York Independent System Operator,Raquette River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,23, , ,,2024,N,,,,,,N,N
64701,Oswego Harbor Power,2594,Oswego Harbor Power,261 Washington Blvd.,Oswego,NY,13126,Oswego,43.4586,-76.5319,NPCC,NYIS,New York Independent System Operator,Lake Ontario,22,NR,2,IPP Non-CHP,,N,,N,,Y,00-11-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,345, , ,,2024,N,NIAGARA MOHAWK DBA NATIONAL GRID,,,,,N,X
5914,Erie Boulevard Hydropower LP,2595,Oswego Falls East,322 South 1st Street,Fulton,NY,13069,Oswego,43.3161,-76.4153,NPCC,NYIS,New York Independent System Operator,Oswego River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,34.5, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2596,Oswego Falls West,249 Riverside Avenue,Fulton,NY,13069,Oswego,43.3156,-76.4172,NPCC,NYIS,New York Independent System Operator,Oswego River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,34.5, , ,,2024,N,,,,,,N,N
5914,Erie Boulevard Hydropower LP,2597,Parishville,56 River House Drive,Parishville,NY,13672,St Lawrence,44.63,-74.8258,NPCC,NYIS,New York Independent System Operator,St Regis River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2024,N,,,,,,N,N
