Utility ID,Utility Name,Plant Code,Plant Name,State,Boiler ID,Boiler Status,Type of Boiler,New Source Review,New Source Review Permit,New Source Review Month,New Source Review Year,Regulation Sulfur,Standard Sulfur Rate,Standard Sulfur Percent Scrubbed,Unit Sulfur,Period Sulfur,Compliance Year Sulfur,Sulfur Dioxide Control Existing Strategy 1,Sulfur Dioxide Control Existing Strategy 2,Sulfur Dioxide Control Existing Strategy 3,Sulfur Dioxide Control Proposed Strategy 1,Sulfur Dioxide Control Proposed Strategy 2,Sulfur Dioxide Control Proposed Strategy 3,Regulation Nitrogen,Standard Nitrogen Rate,Unit Nitrogen,Period Nitrogen,Compliance Year Nitrogen,Nitrogen Oxide Control Existing Strategy 1,Nitrogen Oxide Control Existing Strategy 2,Nitrogen Oxide Control Existing Strategy 3,Nitrogen Oxide Control Proposed Strategy 1,Nitrogen Oxide Control Proposed Strategy 2,Nitrogen Oxide Control Proposed Strategy 3,Regulation Particulate,Standard Particulate Rate,Unit Particulate,Period Particulate,Compliance Year Particulate,Regulation Mercury,Compliance Year Mercury,Mercury Control Existing Strategy 1,Mercury Control Existing Strategy 2,Mercury Control Existing Strategy 3,Mercury Control Proposed Strategy 1,Mercury Control Proposed Strategy 2,Mercury Control Proposed Strategy 3,Year,Steam Plant Type
1746,Black River Generation LLC,10464.0,ReEnergy Black River,NY,E0001,OP,N,,, , ,ST,0.2, ,DP,MO,2013,CF,,,CF,,,FD,0.17,NP,DA,2013,CF,LA,FU,CF,LA,FU,ST,0.0174,PB,PS,2013,FD,2018,,,,,,,2019,2.0
1746,Black River Generation LLC,10464.0,ReEnergy Black River,NY,E0002,OP,N,,, , ,ST,0.23, ,DP,MO,2013,CF,,,CF,,,FD,0.17,NH,DA,2013,CF,LA,FU,CF,LA,FU,ST,0.2,OP,SM,2013,, ,,,,,,,2019,2.0
1746,Black River Generation LLC,10464.0,ReEnergy Black River,NY,E0003,OP,N,,, , ,ST,0.23, ,DP,MO,2013,CF,,,CF,,,FD,0.17,NH,DA,2013,CF,LA,FU,CF,LA,FU,ST,0.2,OP,SM,2013,, ,,,,,,,2019,2.0
20541,Wheelabrator Environmental Systems,10503.0,Wheelabrator Hudson Falls,NY,SG201A,OP,Db,N,, , ,ST,29,0.75,DM,DA,1992,IF,,,IF,,,ST,205,NM,DA,2000,OV,,,OV,,,ST,2500,UG,,1992,ST,2000,ACI,,,ACI,,,2019,2.0
20541,Wheelabrator Environmental Systems,10503.0,Wheelabrator Hudson Falls,NY,SG201B,OP,Db,N,, , ,ST,29,0.75,DM,DA,1992,IF,,,IF,,,ST,205,NM,DA,2000,OV,,,OV,,,ST,2500,UG,,1992,ST,2000,ACI,,,ACI,,,2019,2.0
56174,Finch Paper LLC,10511.0,Finch Paper,NY,10,OP,N,N,, , ,ST,100, ,DC,NV,1987,OT,,,OT,,,ST,464,NM,MO,1995,,,,OT,,,FD, ,,,1987,,1987,,,,,,,2019,2.0
56174,Finch Paper LLC,10511.0,Finch Paper,NY,4,OP,N,N,, , ,XX, , ,,, ,,,,,,,ST,0.45,NP,MO,1995,OT,,,LN,,,FD,0.1,PB,,1995,, ,,,,,,,2019,2.0
56174,Finch Paper LLC,10511.0,Finch Paper,NY,5,OP,N,N,, , ,XX, , ,,, ,,,,,,,ST,0.45,NP,MO,1995,OT,,,LN,,,FD,0.1,PB,,1995,, ,,,,,,,2019,2.0
56174,Finch Paper LLC,10511.0,Finch Paper,NY,8,OP,N,N,, , ,ST,100, ,DM,OT,1977,OT,,,OT,,,ST,464,NM,MO,1995,,,,,,,, ,,, ,, ,,,,,,,2019,2.0
56174,Finch Paper LLC,10511.0,Finch Paper,NY,9,OP,N,N,, , ,XX, , ,,, ,,,,,,,ST,0.27,NP,MO,1995,OT,,,,,,FD,0.3,PB,,1981,, ,,,,,,,2019,2.0
60641,Veolia NA - Municipal & Commercial Business,10521.0,Lederle Laboratories,NY,BLR3,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2019,4.0
60641,Veolia NA - Municipal & Commercial Business,10521.0,Lederle Laboratories,NY,BLR4,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2019,4.0
60641,Veolia NA - Municipal & Commercial Business,10521.0,Lederle Laboratories,NY,BLR5,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2019,4.0
60641,Veolia NA - Municipal & Commercial Business,10521.0,Lederle Laboratories,NY,WHSG1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2019,4.0
60641,Veolia NA - Municipal & Commercial Business,10521.0,Lederle Laboratories,NY,WHSG2,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2019,4.0
58338,Lakeside Beaver Falls LLC,10617.0,CH Resources Beaver Falls,NY,HRSG50,OP,Db,,, , ,, , ,,, ,,,,,,,, ,,, ,SR,,,,,,, ,,, ,, ,,,,,,,2019,2.0
3085,Carthage Energy LLC,10620.0,Carthage Energy LLC,NY,HRSG,OP,,,, , ,XX, , ,,, ,,,,,,,ST,42,NM,OH,1991,STM,,,,,,, ,,, ,, ,,,,,,,2019,2.0
58337,Lakeside Syracuse LLC,10621.0,CH Resources Syracuse,NY,HRSG50,SB,Db,,, , ,, , ,,, ,,,,,,,, ,,, ,SR,,,,,,, ,,, ,, ,,,,,,,2019,2.0
473,Covanta Hempstead Company,10642.0,Covanta Hempstead,NY,1,OP,N,,, , ,FD,29,0.75,DM,DA,1989,IF,,,,,,ST,145.7,NH,OH,2004,SN,LA,,SN,LA,,, ,,, ,ST,2007,BR,SD,,BR,SD,,2019,2.0
473,Covanta Hempstead Company,10642.0,Covanta Hempstead,NY,2,OP,N,,, , ,FD,29,0.75,DM,DA,1989,IF,,,,,,ST,145.7,NH,OH,2004,SN,LA,,SN,LA,,, ,,, ,ST,2007,BR,SD,,BR,SD,,2019,2.0
473,Covanta Hempstead Company,10642.0,Covanta Hempstead,NY,3,OP,N,,, , ,FD,29,0.75,DM,DA,1989,IF,,,,,,ST,145.7,NH,OH,2004,SN,,,SN,,,, ,,, ,ST,2007,BR,SD,,BR,SD,,2019,2.0
16909,Selkirk Cogen Partners LP,10725.0,Selkirk Cogen,NY,HRSG1,OP,Db,N,, , ,ST,0.2,0,SU,NS,1992,,,,,,,ST,0.091,NP,NS,1992,SR,,,SR,,,ST,0.014,PB,NS,1992,, ,,,,,,,2019,1.0
16909,Selkirk Cogen Partners LP,10725.0,Selkirk Cogen,NY,HRSG2,OP,Db,N,, , ,ST,0.2,0,SU,NS,1994,,,,,,,ST,0.0181,NP,NS,1994,SR,,,SR,,,ST,0.014,PB,NS,1994,, ,,,,,,,2019,1.0
16909,Selkirk Cogen Partners LP,10725.0,Selkirk Cogen,NY,HRSG3,OP,Db,N,, , ,ST,0.2,0,SU,NS,1994,,,,,,,ST,0.0181,NP,NS,1994,SR,,,SR,,,ST,0.014,PB,NS,1994,, ,,,,,,,2019,1.0
40052,AG Energy LP,10803.0,Ogdensburg Power,NY,HRSG A,OS,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2019,2.0
24457,Calpine Eastern Corp,50292.0,Bethpage Power Plant,NY,HRSG1,OP,,,, , ,XX, , ,,, ,,,,,,,ST,42,NM,OH,1987,STM,,,STM,,,, ,,, ,, ,,,,,,,2019,2.0
24457,Calpine Eastern Corp,50292.0,Bethpage Power Plant,NY,HRSG2,OP,,,, , ,XX, , ,,, ,,,,,,,ST,42,NM,OH,1987,STM,,,STM,,,, ,,, ,, ,,,,,,,2019,2.0
24457,Calpine Eastern Corp,50292.0,Bethpage Power Plant,NY,HRSG3,OP,,,, , ,, , ,,, ,,,,,,,ST,2.5,NM,OH,2005,SR,,,SR,,,, ,,, ,, ,,,,,,,2019,2.0
9245,Indeck-Energy Serv Silver Spg,50449.0,Indeck Silver Springs Energy Center,NY,HRSG1,OP,N,N,, , ,XX, , ,,, ,,,,,,,FD,32,NM,OH,1991,STM,,,,,,XX, ,,, ,XX, ,,,,,,,2019,2.0
9244,Indeck-Oswego Ltd Partnership,50450.0,Indeck Oswego Energy Center,NY,HRSG1,OP,N,N,, , ,XX, , ,,, ,,,,,,,ST,25,NM,DA,1990,STM,,,,,,XX, ,,, ,FD,1990,,,,,,,2019,2.0
9243,Indeck-Yerkes Ltd Partnership,50451.0,Indeck Yerkes Energy Center,NY,HRSG1,OP,N,N,, , ,XX, , ,,, ,,,,,,,FD,42,NM,OH,1990,STM,,,,,,XX, ,,, ,FD,1990,,,,,,,2019,2.0
9263,Indeck-Corinth Ltd Partnership,50458.0,Indeck Corinth Energy Center,NY,HRSG1,OP,N,,, , ,XX, , ,,, ,,,,,,,ST,9,NM,OH,1995,LN,SR,H20,LN,SR,H20,XX, ,,, ,FD,1995,,,,,,,2019,2.0
470,Covanta Energy of Niagara LP,50472.0,"Covanta Niagara I, LLC",NY,BLR1,OP,D,Y,9-2911-00113/00039,5,2014,ST,0.3, ,DH,OH,1981,,,,OT,,,ST,0.08,NP,OH,1981,SN,,,SN,,,ST,20,OP,SM,1991,ST,1981,,,,,,,2019,2.0
470,Covanta Energy of Niagara LP,50472.0,"Covanta Niagara I, LLC",NY,BLR2,OP,D,Y,9-2911-00113/00039,5,2014,ST,0.3, ,DH,OH,1981,,,,OT,,,ST,0.08,NP,OH,1981,SN,,,SN,,,ST,20,OP,SM,1991,, ,,,,,,,2019,2.0
470,Covanta Energy of Niagara LP,50472.0,"Covanta Niagara I, LLC",NY,BLR3,OP,D,Y,9-2911-00113/00039,5,2014,FD,29,0.8,DM,OH,1996,IF,,,IF,,,FD,150,NM,DA,1996,SN,,,SN,,,FD,11.2,PH,OH,1996,FD,1996,ACI,BR,SD,ACI,BR,SD,2019,2.0
470,Covanta Energy of Niagara LP,50472.0,"Covanta Niagara I, LLC",NY,BLR4,OP,D,Y,9-2911-00113/00039,5,2014,FD,29,0.8,DM,OH,1996,IF,,,IF,,,FD,150,NM,DA,1996,SN,,,SN,,,FD,11.2,PH,OH,1996,FD,1996,ACI,BR,SD,ACI,BR,SD,2019,2.0
4484,Covanta Babylon Inc,50649.0,Covanta Babylon Inc,NY,1,OP,N,,, , ,FD,29,0.75,DM,DA,1989,IF,,,IF,,,ST,150,NH,DA,1989,SN,,,SN,,,, ,,, ,ST,1989,ACI,,,ACI,,,2019,2.0
4484,Covanta Babylon Inc,50649.0,Covanta Babylon Inc,NY,2,OP,N,,, , ,FD,29,0.75,DM,DA,1989,IF,,,IF,,,ST,150,NM,DA,1989,SN,,,SN,,,, ,,, ,ST,1989,ACI,,,ACI,,,2019,2.0
9097,Huntington Resource Recovery,50656.0,Huntington Resource Recovery Facility,NY,UNIT1,OP,N,,, , ,FD,29,0.75,DM,DA,1991,IF,,,ND,,,ST,185,NM,TH,1991,SN,,,SN,,,, ,,, ,ST,1991,ACI,BP,,ACI,BP,,2019,2.0
9097,Huntington Resource Recovery,50656.0,Huntington Resource Recovery Facility,NY,UNIT2,OP,N,,, , ,FD,29,0.75,DM,DA,1991,IF,,,,,,ST,185,NM,TH,1991,SN,,,SN,,,, ,,, ,ST,1991,ACI,BP,,ACI,BP,,2019,2.0
9097,Huntington Resource Recovery,50656.0,Huntington Resource Recovery Facility,NY,UNIT3,OP,N,,, , ,FD,29,0.75,DM,DA,1991,IF,,,,,,ST,185,NM,TH,1991,SN,,,SN,,,, ,,, ,ST,1991,ACI,BP,,ACI,BP,,2019,2.0
4487,Covanta Onondega LP,50662.0,Onondaga County Resource Recovery,NY,UNIT1,OP,Db,Y,7-3142-00028/00009,8,2011,ST,29,0.85,DM,DA,1995,,,,,,,ST,180,NM,DA,1995,NH3,SN,,NH3,SN,,FD, ,,,1995,ST,1995,ACI,SD,BP,ACI,SD,BP,2019,2.0
4487,Covanta Onondega LP,50662.0,Onondaga County Resource Recovery,NY,UNIT2,OP,Db,Y,7-3142-00028/00009,8,2011,ST,29,0.85,DM,DA,1995,,,,,,,ST,180,NM,DA,1995,NH3,SN,,NH3,SN,,FD, ,,,1995,ST,1995,ACI,SD,BP,ACI,SD,BP,2019,2.0
4487,Covanta Onondega LP,50662.0,Onondaga County Resource Recovery,NY,UNIT3,OP,Db,Y,7-3142-00028/00009,8,2011,ST,29,0.85,DM,DA,1995,,,,,,,ST,180,NM,DA,1995,NH3,SN,,NH3,SN,,FD, ,,,1995,ST,1995,ACI,SD,BP,ACI,SD,BP,2019,2.0
14182,Sterling Power Partners LP,50744.0,Sterling Power Plant,NY,HRSG,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2019,4.0
20541,Wheelabrator Environmental Systems,50882.0,Wheelabrator Westchester,NY,1,OP,N,,, , ,FD,29,0.77,DM,DA,1999,IF,,,IF,,,ST,184,NM,DA,1999,SN,,,SN,,,FD,10,OP,SM,1999,ST,1999,ACI,,,ACI,,,2019,2.0
20541,Wheelabrator Environmental Systems,50882.0,Wheelabrator Westchester,NY,2,OP,N,,, , ,FD,29, ,DM,DA,1999,IF,,,IF,,,ST,184,NM,DA,1999,SN,,,SN,,,, ,,, ,ST,1999,ACI,,,ACI,,,2019,2.0
20541,Wheelabrator Environmental Systems,50882.0,Wheelabrator Westchester,NY,3,OP,N,,, , ,FD,29, ,DM,DA,1999,IF,,,IF,,,ST,184,NM,DA,1999,SN,,,SN,,,ST, ,,,1999,ST,1999,ACI,,,ACI,,,2019,2.0
24202,Carr Street Generating Sta LP,50978.0,Carr Street Generating Station,NY,HRSG1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2019,4.0
24202,Carr Street Generating Sta LP,50978.0,Carr Street Generating Station,NY,HRSG2,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2019,4.0
56601,Covanta MacArthur Renewable Energy,51038.0,MacArthur Waste to Energy Facility,NY,B1,OP,D,,, , ,FD,31,0.75,DM,DA,1990,IF,,,IF,,,FD,170,NM,DA,1990,OV,LA,OT,OV,LA,OT,, ,,, ,FD,1990,ACI,,,ACI,,,2019,2.0
56601,Covanta MacArthur Renewable Energy,51038.0,MacArthur Waste to Energy Facility,NY,B2,OP,D,,, , ,FD,31,0.75,DM,DA,1990,IF,,,IF,,,FD,170,NM,DA,1990,OV,LA,,OV,LA,,, ,,, ,FD,1990,ACI,,,ACI,,,2019,2.0
19153,Nassau Energy Corp,52056.0,Nassau Energy Corp,NY,4,OP,,N,, , ,XX, , ,,, ,,,,,,,ST,42,NM,OH,1995,STM,,,,,,XX, ,,, ,ST,2008,,,,,,,2019,2.0
24210,Riverbay Corp,52168.0,Riverbay,NY,U00003,OP,,,, , ,, , ,,, ,,,,,,,ST,0.1,NH,OH,2011,LN,,,LN,,,, ,,, ,,2011,,,,,,,2019,2.0
24210,Riverbay Corp,52168.0,Riverbay,NY,U00004,OP,,,, , ,, , ,,, ,,,,,,,ST,2.5,NM,TH,2011,SR,,,SR,,,, ,,, ,ST,2011,,,,,,,2019,2.0
24210,Riverbay Corp,52168.0,Riverbay,NY,U00006,OP,,,, , ,, , ,,, ,,,,,,,ST,2.5,NM,TH,2011,SR,,,SR,,,, ,,, ,ST,2011,,,,,,,2019,2.0
24210,Riverbay Corp,52168.0,Riverbay,NY,U00008,CN,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2019,2.0
6838,Rensselaer Generating LLC,54034.0,Rensselaer Cogen,NY,HRSG,OP,Db,N,, , ,ST,0.0015, ,SU,DT,2014,SS,,,,,,ST,9,NM,OH,1994,,SR,STM,,SR,STM,FD,3.6,PH,OH,1994,XX,1994,,,,,,,2019,2.0
11127,Lockport Energy Associates LP,54041.0,Lockport Energy Associates LP,NY,4,OP,Db,N,, , ,ST,0.15, ,DP,YR,1992,SS,,,SS,,,ST,0.14,NP,YR,1993,STM,,,STM,,,, ,,, ,FD,1992,,,,,,,2019,2.0
9261,Indeck-Olean Ltd Partnership,54076.0,Indeck Olean Energy Center,NY,HRSG1,OP,N,N,, , ,XX, , ,,, ,,,,,,,ST,9,NM,OH,1994,SR,STM,,SR,STM,,ST,0.004,PB,,1994,XX,1994,,,,,,,2019,2.0
9350,IPC-Ticonderoga,54099.0,Ticonderoga Mill,NY,PB1,OP,,,, , ,FD,435, ,DH,TH,1996,IF,,,IF,,,ST,0.22,NP,DA,2015,LN,OV,,LN,OV,,, ,,, ,FD,2017,,,,,,,2019,2.0
9350,IPC-Ticonderoga,54099.0,Ticonderoga Mill,NY,RB1,OP,N,,, , ,XX, , ,,, ,,,,,,,ST,100,NM,PS,1995,NP,,,NP,,,, ,,, ,XX, ,,,,,,,2019,2.0
10349,KIAC Partners,54114.0,Kennedy International Airport Cogen,NY,HRSG1,OP,N,N,, , ,, , ,,, ,,,,,,,FD,9.01,NM,OH,1994,SR,,,SR,,,, ,,, ,, ,,,,,,,2019,2.0
10349,KIAC Partners,54114.0,Kennedy International Airport Cogen,NY,HRSG2,OP,N,N,, , ,, , ,,, ,,,,,,,FD,9.01,NM,OH,1994,SR,,,SR,,,, ,,, ,, ,,,,,,,2019,2.0
50136,North American Energy Services,54131.0,Fortistar North Tonawanda,NY,HR123,OP,Db,N,, , ,ST,0.15, ,DP,YR,1992,SS,,,SS,,,ST,0.14,NP,YR,1992,STM,,,STM,,,, ,,, ,FD,1992,,,,,,,2019,2.0
57431,ReEnergy Biomass LLC,54526.0,ReEnergy Lyonsdale Biomass,NY,00001,RE,,,, , ,XX, , ,,, ,,,,,,,ST,0.2,NP,OH,1992,,,,,,,FD, ,,,1992,,1992,,,,,,,2019,2.0
17254,Sithe/Independence LLC,54547.0,Sithe Independence Station,NY,HRSG 1,OP,Db,N,, , ,ST,0.0006,0,DP,YR,1995,WA,,,WA,,,ST,0.0173,NH,OH,1995,SR,,,,,,ST,0.0011,PH,OH,1995,, ,,,,,,,2019,1.0
17254,Sithe/Independence LLC,54547.0,Sithe Independence Station,NY,HRSG 2,OP,Db,N,, , ,ST,0.0006,0,DP,YR,1995,WA,,,WA,,,ST,0.018,NH,OH,1995,SR,,,,,,ST,0.0011,PH,OH,1995,, ,,,,,,,2019,1.0
17254,Sithe/Independence LLC,54547.0,Sithe Independence Station,NY,HRSG 3,OP,Db,N,, , ,ST,0.0006,0,DP,YR,1995,WA,,,WA,,,ST,0.0188,NH,OH,1995,SR,,,,,,ST,0.0011,PH,OH,1995,, ,,,,,,,2019,1.0
17254,Sithe/Independence LLC,54547.0,Sithe Independence Station,NY,HRSG 4,OP,Db,N,, , ,ST,0.0006,0,DC,YR,1995,WA,,,WA,,,ST,0.0184,NH,OH,1995,SR,,,,,,ST,0.0011,PH,OH,1995,, ,,,,,,,2019,1.0
16729,Saranac Power Partners LP,54574.0,Saranac Facility,NY,HRSG1,OP,Da,N,, , ,XX, , ,,, ,,,,,,,FD,0.033,NP,TH,1994,LN,NH3,SR,,,,FD,0.0062,PB,TH,1994,XX, ,,,,,,,2019,2.0
16729,Saranac Power Partners LP,54574.0,Saranac Facility,NY,HRSG2,OP,Da,N,, , ,XX, , ,,, ,,,,,,,FD,0.033,NP,TH,1994,NH3,SR,LN,,,,FD,0.0062,PB,TH,1994,XX, ,,,,,,,2019,2.0
15253,Power City Partners LP,54592.0,Massena Energy Facility,NY,HRSG1,OP,Db,N,, , ,XX, , ,,, ,,,,,,,ST,9,NM,OH,1992,SR,STM,,,,,, ,,, ,, ,,,,,,,2019,2.0
16839,Seneca Power Partners LP,54593.0,Batavia Power Plant,NY,HRSG,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2019,4.0
2313,Brooklyn Navy Yard Cogen PLP,54914.0,Brooklyn Navy Yard Cogeneration,NY,HRSG1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2019,4.0
2313,Brooklyn Navy Yard Cogen PLP,54914.0,Brooklyn Navy Yard Cogeneration,NY,HRSG2,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2019,4.0
22979,Astoria Energy LLC,55375.0,Astoria Energy,NY,HRSG1,OP,Db,Y,2-6301-00072/00014,12,2001,FD,0.0015,0,DP,PS,2006,WA,,,WA,,,FD,2,NM,TH,2006,H20,SR,,H20,SR,,FD,0.01,PB,PS,2006,ST,2006,,,,,,,2019,1.0
22979,Astoria Energy LLC,55375.0,Astoria Energy,NY,HRSG2,OP,Db,Y,2-6301-00072/00014,12,2001,FD,0.0015,0,DP,PS,2006,WA,,,WA,,,FD,2,NH,TH,2006,H20,SR,,H20,SR,,FD,0.01,PB,PS,2006,LO,2006,,,,,,,2019,1.0
32173,New Athens Generating Company LLC,55405.0,Athens Generating Plant,NY,HRSG01,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2019,3.0
32173,New Athens Generating Company LLC,55405.0,Athens Generating Plant,NY,HRSG02,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2019,3.0
32173,New Athens Generating Company LLC,55405.0,Athens Generating Plant,NY,HRSG03,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2019,3.0
49837,Pinelawn Power LLC,56188.0,Pinelawn Power LLC,NY,001,op,Db,N,, , ,XX, , ,,, ,,,,,,,FD,4.33,NH,NV,2005,SR,H20,NH3,,,,FD,0.1,PB,WO,2005,XX, ,,,,,,,2019,2.0
15296,New York Power Authority,56196.0,500MW CC,NY,7A,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2019,3.0
15296,New York Power Authority,56196.0,500MW CC,NY,7B,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2019,3.0
49950,"Caithness Long Island, LLC",56234.0,Caithness Long Island Energy Center,NY,HRSG01,OP,Da,N,, , ,, , ,,, ,,,,,,,ST,2,NM,TH,2009,SR,,,SR,,,, ,,, ,, ,,,,,,,2019,1.0
56480,Empire Generating Co LLC,56259.0,Empire Generating Co LLC,NY,HRSG11,OP,N,Y,4-3814-00082/00009,7,2014,FD,0.06,0,DP,NV,2010,WA,SS,,WA,SS,,ST,2,NM,TH,2010,SR,NH3,LN,SR,NH3,LN,ST,0.012,PB,PS,2010,XX, ,,,,,,,2019,1.0
56480,Empire Generating Co LLC,56259.0,Empire Generating Co LLC,NY,HRSG12,OP,N,Y,3814-00052/0003,7,2014,FD,0.06,0,DP,NV,2010,WA,OT,,WA,OT,,ST,2,NM,TH,2010,SR,NH3,LN,SR,NH3,LN,ST,0.012,PB,PS,2010,, ,,,,,,,2019,1.0
56204,"CPV Valley, LLC",56940.0,CPV Valley Energy Center,NY,HRSG1,OP,Db,N,, , ,ST,0.0015,0,SB,DT,2018,SS,,,WA,WA,WA,ST,2,NM,OH,2018,NH3,SR,LN,NH3,SR,LN,ST,0.0073,PB,OH,2018,XX, ,,,,,,,2019,1.0
56204,"CPV Valley, LLC",56940.0,CPV Valley Energy Center,NY,HRSG2,OP,Db,N,, , ,ST,0.0015,0,SB,DT,2018,SS,,,WA,WA,WA,ST,2,NM,OH,2018,NH3,SR,LN,NH3,SR,LN,ST,0.0073,PB,OH,2018,XX, ,,,,,,,2019,1.0
56534,Cricket Valley Energy Center LLC,57185.0,Cricket Valley Energy,NY,U1HRSG,PL,Db,Y,3-1326-00275/00009,2,2016,XX, , ,DP,NV,2020,,,,SS,,,ST,2,NM,OH,2020,,,,SR,,,ST,0.00065,PB,NV,2020,XX, ,,,,,,,2019,1.0
56534,Cricket Valley Energy Center LLC,57185.0,Cricket Valley Energy,NY,U2HRSG,PL,Db,Y,3-1326-00275/00009,2,2016,FD, , ,DP,NV,2020,,,,SS,,,ST, ,NP,NV,2020,,,,SR,,,FD,0.007,PB,NV,2020,, ,,,,,,,2019,1.0
56534,Cricket Valley Energy Center LLC,57185.0,Cricket Valley Energy,NY,U3HRSG,PL,Db,Y,3-1326-00275/00009,2,2016,FD, , ,DP,NV,2020,,,,SS,,,ST, ,NP,NV,2020,,,,SR,,,FD,0.007,PB,NV,2020,XX, ,,,,,,,2019,1.0
56991,Astoria Energy II LLC,57664.0,Astoria Energy II,NY,HRSG3,OP,Db,Y,2-6301-00072/00014,12,2001,ST,0.0015,0,DP,PS,2011,WA,,,WA,,,ST,2,NM,PS,2011,,SR,H20,,SR,H20,FD,0.01,PB,PS,2011,, ,,,,,,,2019,1.0
56991,Astoria Energy II LLC,57664.0,Astoria Energy II,NY,HRSG4,OP,Db,Y,2-6301-00072/00014,12,2001,ST,0.0015,0,DP,PS,2011,WA,,,WA,,,FD,2,NM,PS,2011,,SR,H20,,SR,H20,FD,0.01,PB,OH,2011,, ,,,,,,,2019,1.0
58107,University of Rochester,58157.0,University of Rochester,NY,10,OP,Db,N,, , ,ST,0.0015, ,SU,NS,2016,SS,,,SS,,,ST,0.11,NH,PS,2016,LN,,,LN,,,XX, ,,, ,XX,2016,,,,,,,2019,2.0
58107,University of Rochester,58157.0,University of Rochester,NY,5,OP,Db,N,, , ,ST,0.0015, ,SU,NS,1998,SS,,,SS,,,ST,0.11,NH,PS,1998,LN,,,LN,,,, ,,, ,XX,1998,,,,,,,2019,2.0
58107,University of Rochester,58157.0,University of Rochester,NY,6,OP,Db,N,, , ,ST,0.0015, ,SU,NS,1998,SS,,,SS,,,ST,0.858,NH,PS,1998,LN,,,LN,,,, ,,, ,XX,1998,,,,,,,2019,2.0
58107,University of Rochester,58157.0,University of Rochester,NY,7,OP,Db,N,, , ,ST,0.0015, ,SU,NS,1998,SS,,,SS,,,ST,0.561,NH,PS,1998,LN,,,LN,,,, ,,, ,XX,1998,,,,,,,2019,2.0
58107,University of Rochester,58157.0,University of Rochester,NY,9,OP,Db,N,, , ,XX,0.0015, ,SU,NS,2005,SS,,,SS,,,ST,0.56,NH,PS,2005,LN,FR,,LN,FR,,, ,,, ,XX, ,,,,,,,2019,2.0
58971,Danskammer Energy,2480.0,Danskammer Generating Station,NY,1,OP,N,N,, , ,ST,1.1,0,SB,NV,1972,,,,,,,ST,0.42,NP,DA,1995,BF,LA,LN,,,,ST,20,OP,SM,1972,, ,,,,,,,2020,1.0
58971,Danskammer Energy,2480.0,Danskammer Generating Station,NY,2,OP,N,N,, , ,ST,1.1,0,SB,NV,1972,OT,,,,,,ST,0.42,NP,DA,1995,BF,LA,,,,,ST,20,OP,SM,1972,,1972,,,,,,,2020,1.0
58971,Danskammer Energy,2480.0,Danskammer Generating Station,NY,3,OP,N,N,, , ,ST,1.1,0,SB,DA,1987,OT,,,,,,ST,0.42,NP,DA,1995,OV,LN,,OV,LN,,ST,20,OP,SM,1987,, ,,,,,,,2020,1.0
58971,Danskammer Energy,2480.0,Danskammer Generating Station,NY,4,OP,N,N,, , ,ST,1.1,0,SB,DA,1987,OT,,,,,,ST,0.42,NP,DA,1995,OV,LN,,OV,LN,,ST,20,OP,SM,1987,, ,,,,,,,2020,1.0
13192,NRG Arthur Kill Operations Inc,2490.0,Arthur Kill Generating Station,NY,20,OP,N,N,, , ,ST,0.2, ,SU,NV,1972,,,,,,,LO,0.15,NM,NV,1995,LA,LN,OV,LA,LN,OV,ST,0.1,PB,NV,1971,, ,,,,,,,2020,1.0
