Utility ID,Utility Name,Plant Code,Plant Name,State,Generator ID,Status,Owner Name,Owner Street Address,Owner City,Owner State,Owner Zip,Ownership ID,Percent Owned,Year
10349,KIAC Partners,54114,Kennedy International Airport Cogen,NY,GEN1,OP,Calpine Corp,"700 Louisiana Street,  Suite 2700",Houston,TX,77002,2796,1,2013
10349,KIAC Partners,54114,Kennedy International Airport Cogen,NY,GEN2,OP,Calpine Corp,"700 Louisiana Street,  Suite 2700",Houston,TX,77002,2796,1,2013
10349,KIAC Partners,54114,Kennedy International Airport Cogen,NY,GEN3,OP,Calpine Corp,"700 Louisiana Street,  Suite 2700",Houston,TX,77002,2796,1,2013
10714,Little Falls Hydroelec Assoc,51034,Little Falls Hydro,NY,GEN1,OP,Lyonsdale Associates LLC,PO Box 987501 West Main St,Little Falls,NY,13365,56382,1,2013
10714,Little Falls Hydroelec Assoc,51034,Little Falls Hydro,NY,GEN2,OP,Lyonsdale Associates LLC,PO Box 987501 West Main St,Little Falls,NY,13365,56382,1,2013
11270,Lower Saranac Hydro Partner LP,10214,Lower Saranac Hydroelectric Facility,NY,GEN1,OP,Lower Saranac Corp,,,,,34553,0.01,2013
11270,Lower Saranac Hydro Partner LP,10214,Lower Saranac Hydroelectric Facility,NY,GEN1,OP,"Twin Saranac Holdings, LLC.",One Tech Drive,Andover,MA,1810,50060,0.99,2013
11270,Lower Saranac Hydro Partner LP,10214,Lower Saranac Hydroelectric Facility,NY,GEN2,OP,Lower Saranac Corp,,,,,34553,0.01,2013
11270,Lower Saranac Hydro Partner LP,10214,Lower Saranac Hydroelectric Facility,NY,GEN2,OP,"Twin Saranac Holdings, LLC.",One Tech Drive,Andover,MA,1810,50060,0.99,2013
11270,Lower Saranac Hydro Partner LP,10214,Lower Saranac Hydroelectric Facility,NY,GEN3,OP,"Enel North America, Inc.",One Tech Drive,Andover,MA,1810,49932,1,2013
12834,Dutchess County RRA,10305,Dutchess Cnty Resource Recovery Facility,NY,GEN1,OP,Dutchess County Res Recvy Agny,96 Sand Dock Road,Poughkeepsie,NY,12601,5495,1,2013
13168,NRG Huntley Operations Inc,2549,C R Huntley Generating Station,NY,63,RE,Huntley Power LLC,3500 River Road,Tonawanda,NY,14150,54763,1,2013
13168,NRG Huntley Operations Inc,2549,C R Huntley Generating Station,NY,66,RE,Huntley Power LLC,3500 River Road,Tonawanda,NY,14150,54763,1,2013
13168,NRG Huntley Operations Inc,2549,C R Huntley Generating Station,NY,67,OP,Huntley Power LLC,3500 River Road,Tonawanda,NY,14150,54763,1,2013
13168,NRG Huntley Operations Inc,2549,C R Huntley Generating Station,NY,S68,OP,Huntley Power LLC,3500 River Road,Tonawanda,NY,14150,54763,1,2013
13192,NRG Arthur Kill Operations Inc,2490,Arthur Kill Generating Station,NY,2,OP,Arthur Kill Power LLC,4401 Victory Blvd,Staten Island,NY,10314,22846,1,2013
13192,NRG Arthur Kill Operations Inc,2490,Arthur Kill Generating Station,NY,3,OP,Arthur Kill Power LLC,4401 Victory Blvd,Staten Island,NY,10314,22846,1,2013
13192,NRG Arthur Kill Operations Inc,2490,Arthur Kill Generating Station,NY,GT1,OP,Arthur Kill Power LLC,4401 Victory Blvd,Staten Island,NY,10314,22846,1,2013
13579,Dunkirk Power LLC,2554,Dunkirk Generating Plant,NY,1,OS,"NRG Energy, Inc",211 Carnegie Center,Princenton,NJ,8540,13377,1,2013
13579,Dunkirk Power LLC,2554,Dunkirk Generating Plant,NY,2,OP,"NRG Energy, Inc",211 Carnegie Center,Princenton,NJ,8540,13377,1,2013
13579,Dunkirk Power LLC,2554,Dunkirk Generating Plant,NY,3,OS,"NRG Energy, Inc",211 Carnegie Center,Princenton,NJ,8540,13377,1,2013
13579,Dunkirk Power LLC,2554,Dunkirk Generating Plant,NY,ST4,OS,"NRG Energy, Inc",211 Carnegie Center,Princenton,NJ,8540,13377,1,2013
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,10,OS,Astoria Gas Turbines Power LLC,31-01 20th Avenue,Astoria,NY,10314,27332,1,2013
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,11,SB,Astoria Gas Turbines Power LLC,31-01 20th Avenue,Astoria,NY,10314,27332,1,2013
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,12,SB,Astoria Gas Turbines Power LLC,31-01 20th Avenue,Astoria,NY,10314,27332,1,2013
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,13,SB,Astoria Gas Turbines Power LLC,31-01 20th Avenue,Astoria,NY,10314,27332,1,2013
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,2-1,OP,Astoria Gas Turbines Power LLC,31-01 20th Avenue,Astoria,NY,10314,27332,1,2013
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,2-2,OP,Astoria Gas Turbines Power LLC,31-01 20th Avenue,Astoria,NY,10314,27332,1,2013
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,2-3,OP,Astoria Gas Turbines Power LLC,31-01 20th Avenue,Astoria,NY,10314,27332,1,2013
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,2-4,OP,Astoria Gas Turbines Power LLC,31-01 20th Avenue,Astoria,NY,10314,27332,1,2013
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,3-1,OP,Astoria Gas Turbines Power LLC,31-01 20th Avenue,Astoria,NY,10314,27332,1,2013
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,3-2,OP,Astoria Gas Turbines Power LLC,31-01 20th Avenue,Astoria,NY,10314,27332,1,2013
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,3-3,OP,Astoria Gas Turbines Power LLC,31-01 20th Avenue,Astoria,NY,10314,27332,1,2013
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,3-4,OP,Astoria Gas Turbines Power LLC,31-01 20th Avenue,Astoria,NY,10314,27332,1,2013
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,4-1,OP,Astoria Gas Turbines Power LLC,31-01 20th Avenue,Astoria,NY,10314,27332,1,2013
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,4-2,OP,Astoria Gas Turbines Power LLC,31-01 20th Avenue,Astoria,NY,10314,27332,1,2013
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,4-3,OP,Astoria Gas Turbines Power LLC,31-01 20th Avenue,Astoria,NY,10314,27332,1,2013
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,4-4,OP,Astoria Gas Turbines Power LLC,31-01 20th Avenue,Astoria,NY,10314,27332,1,2013
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,5,SB,Astoria Gas Turbines Power LLC,31-01 20th Avenue,Astoria,NY,10314,27332,1,2013
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,7,SB,Astoria Gas Turbines Power LLC,31-01 20th Avenue,Astoria,NY,10314,27332,1,2013
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,8,SB,Astoria Gas Turbines Power LLC,31-01 20th Avenue,Astoria,NY,10314,27332,1,2013
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,9,RE,Astoria Gas Turbines Power LLC,31-01 20th Avenue,Astoria,NY,10314,27332,1,2013
13606,Nine Mile Point Nuclear Sta LLC,2589,Nine Mile Point Nuclear Station,NY,2,OP,Long Island Power Authority,333 Earle Ovington Boulevard,Uniondale,NY,11553,11171,0.18,2013
13606,Nine Mile Point Nuclear Sta LLC,2589,Nine Mile Point Nuclear Station,NY,2,OP,Nine Mile Point Nuclear Sta LLC,PO Box 63,Lycoming,NY,13095,13606,0.82,2013
15296,New York Power Authority,2483,Neversink,NY,H1,OP,City of New York,unkown,New York,NY,10036,55842,1,2013
15296,New York Power Authority,2627,Grahamsville,NY,GRHM,OP,City of New York,unkown,New York,NY,10036,55842,1,2013
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN1,OP,Energy Investors Fund II LP,,,,,34510,0.41,2013
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN1,OP,RCM Selkirk GP Inc,,,,,34603,0.18,2013
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN1,OP,Atlantic Power Corporation,200 Clarendon Street,Boston,MA,2117,50010,0.18,2013
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN1,OP,"OGPA Selkirk, Inc","Osaka Gas Energy America Corp4-4-11 Awajimachi, Chuoku","Osaka, JP 541-0047",,541,54830,0.23,2013
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN2,SB,Energy Investors Fund II LP,,,,,34510,0.41,2013
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN2,SB,RCM Selkirk GP Inc,,,,,34603,0.18,2013
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN2,SB,Atlantic Power Corporation,200 Clarendon Street,Boston,MA,2117,50010,0.18,2013
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN2,SB,"OGPA Selkirk, Inc","Osaka Gas Energy America Corp4-4-11 Awajimachi, Chuoku","Osaka, JP 541-0047",,541,54830,0.23,2013
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN3,OP,Energy Investors Fund II LP,,,,,34510,0.41,2013
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN3,OP,RCM Selkirk GP Inc,,,,,34603,0.18,2013
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN3,OP,Atlantic Power Corporation,200 Clarendon Street,Boston,MA,2117,50010,0.18,2013
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN3,OP,"OGPA Selkirk, Inc","Osaka Gas Energy America Corp4-4-11 Awajimachi, Chuoku","Osaka, JP 541-0047",,541,54830,0.23,2013
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN4,OP,Energy Investors Fund II LP,,,,,34510,0.41,2013
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN4,OP,RCM Selkirk GP Inc,,,,,34603,0.18,2013
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN4,OP,Atlantic Power Corporation,200 Clarendon Street,Boston,MA,2117,50010,0.18,2013
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN4,OP,"OGPA Selkirk, Inc","Osaka Gas Energy America Corp4-4-11 Awajimachi, Chuoku","Osaka, JP 541-0047",,541,54830,0.23,2013
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN5,OP,Energy Investors Fund II LP,,,,,34510,0.41,2013
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN5,OP,RCM Selkirk GP Inc,,,,,34603,0.18,2013
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN5,OP,Atlantic Power Corporation,200 Clarendon Street,Boston,MA,2117,50010,0.18,2013
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN5,OP,"OGPA Selkirk, Inc","Osaka Gas Energy America Corp4-4-11 Awajimachi, Chuoku","Osaka, JP 541-0047",,541,54830,0.23,2013
17254,Sithe/Independence LLC,54547,Sithe Independence Station,NY,1,OP,Dynegy Inc,Suite 58001000 Louisiana,Houston,TX,77002,5504,1,2013
17254,Sithe/Independence LLC,54547,Sithe Independence Station,NY,2,OP,Dynegy Inc,Suite 58001000 Louisiana,Houston,TX,77002,5504,1,2013
17254,Sithe/Independence LLC,54547,Sithe Independence Station,NY,3,OP,Dynegy Inc,Suite 58001000 Louisiana,Houston,TX,77002,5504,1,2013
17254,Sithe/Independence LLC,54547,Sithe Independence Station,NY,4,OP,Dynegy Inc,Suite 58001000 Louisiana,Houston,TX,77002,5504,1,2013
17254,Sithe/Independence LLC,54547,Sithe Independence Station,NY,5,OP,Dynegy Inc,Suite 58001000 Louisiana,Houston,TX,77002,5504,1,2013
17254,Sithe/Independence LLC,54547,Sithe Independence Station,NY,6,OP,Dynegy Inc,Suite 58001000 Louisiana,Houston,TX,77002,5504,1,2013
19153,Nassau Energy Corp,52056,Nassau Energy Corp,NY,GT1,OP,GDF Suez North America,1990 Post Oak BlvdSuite 1900,Houston,TX,77056,56201,1,2013
19153,Nassau Energy Corp,52056,Nassau Energy Corp,NY,ST1,OP,GDF Suez North America,1990 Post Oak BlvdSuite 1900,Houston,TX,77056,56201,1,2013
21148,Zapco Energy Tactics Corp,50344,Smithtown Energy Partners LP,NY,SW1,RE,Smithtown Energy Partners LP,40 Tower Lane,Avon,CT,6001,17437,1,2013
21148,Zapco Energy Tactics Corp,50344,Smithtown Energy Partners LP,NY,SW2,RE,Smithtown Energy Partners LP,40 Tower Lane,Avon,CT,6001,17437,1,2013
22125,"Cayuga Operating Company, LLC",2535,Cayuga Operating Company,NY,1,OP,"Upstate New York Power Producers, Inc.",228 Cayuga Drive,Lansing,NY,14882,58302,1,2013
22125,"Cayuga Operating Company, LLC",2535,Cayuga Operating Company,NY,2,OP,AES Eastern Energy LP,Suite 5051030 East Seneca Street,Ithaca,NY,14850,134,1,2013
24202,Carr Street Generating Sta LP,50978,Carr Street Generating Station,NY,GEN1,OP,BRASCAN Power Corporation,480m Boul. de la CiteGatineau,Quebec,CN,J8T,50008,1,2013
24202,Carr Street Generating Sta LP,50978,Carr Street Generating Station,NY,GEN2,OP,BRASCAN Power Corporation,480m Boul. de la CiteGatineau,Quebec,CN,J8T,50008,1,2013
24202,Carr Street Generating Sta LP,50978,Carr Street Generating Station,NY,GEN3,OP,BRASCAN Power Corporation,480m Boul. de la CiteGatineau,Quebec,CN,J8T,50008,1,2013
32173,New Athens Generating Company LLC,55405,Athens Generating Plant,NY,CT1,OP,New Athens Generating Company LLC,P O Box 349 9300 US  Highway 9W,Athens,NY,12015,32173,1,2013
34688,CHI Energy Inc,10687,Black River Hydro Associates,NY,DE1,OP,BT Capital,,,,,2455,0.02,2013
34688,CHI Energy Inc,10687,Black River Hydro Associates,NY,DE1,OP,CHI Energy Inc,680 Stamford Blvd 5th Floor,Stamford,CT,6901,38002,0.99,2013
34688,CHI Energy Inc,10687,Black River Hydro Associates,NY,PL1,OP,BT Capital,,,,,2455,0.02,2013
34688,CHI Energy Inc,10687,Black River Hydro Associates,NY,PL1,OP,CHI Energy Inc,680 Stamford Blvd 5th Floor,Stamford,CT,6901,38002,0.99,2013
34688,CHI Energy Inc,10687,Black River Hydro Associates,NY,RI1,OP,BT Capital,,,,,2455,0.02,2013
34688,CHI Energy Inc,10687,Black River Hydro Associates,NY,RI1,OP,CHI Energy Inc,680 Stamford Blvd 5th Floor,Stamford,CT,6901,38002,0.99,2013
34689,Triton Power Co,50093,Chateaugay High Falls Hydro,NY,WT,OP,"Enel North America, Inc.",One Tech Drive,Andover,MA,1810,49932,1,2013
40052,AG Energy LP,10803,Ogdensburg Power,NY,GEN1,RE,AG Energy Inc,,,,,34439,0.01,2013
40052,AG Energy LP,10803,Ogdensburg Power,NY,GEN1,RE,Iroqouis Power,,,,,34542,0.15,2013
40052,AG Energy LP,10803,Ogdensburg Power,NY,GEN1,RE,Alliance Energy Group LLC,PO Box 585,Ogdensburg,NY,13669,54771,0.84,2013
40052,AG Energy LP,10803,Ogdensburg Power,NY,GEN2,RE,AG Energy Inc,,,,,34439,0.01,2013
40052,AG Energy LP,10803,Ogdensburg Power,NY,GEN2,RE,Iroqouis Power,,,,,34542,0.15,2013
40052,AG Energy LP,10803,Ogdensburg Power,NY,GEN2,RE,Alliance Energy Group LLC,PO Box 585,Ogdensburg,NY,13669,54771,0.84,2013
40052,AG Energy LP,10803,Ogdensburg Power,NY,GEN3,OS,AG Energy LP,21 Entrance AvenuePO Box 585,Ogdensburg,NY,13669,40052,0.01,2013
40052,AG Energy LP,10803,Ogdensburg Power,NY,GEN3,OS,Alliance Energy Group LLC,PO Box 585,Ogdensburg,NY,13669,54771,0.99,2013
49837,Pinelawn Power LLC,56188,Pinelawn Power LLC,NY,CTG,OP,J Power USA Development Co Ltd,1900 East Golf Road,Schaumburg,IL,60173,56370,1,2013
49837,Pinelawn Power LLC,56188,Pinelawn Power LLC,NY,STG,OP,J Power USA Development Co Ltd,1900 East Golf Road,Schaumburg,IL,60173,56370,1,2013
49845,"Equus Power I, L.P.,",56032,Equus Freeport Power,NY,0001,OP,J Power USA Development Co Ltd,1900 East Golf Road,Schaumburg,IL,60173,56370,1,2013
49845,"Equus Power I, L.P.,",56032,Equus Freeport Power,NY,001,OP,J Power USA Development Co Ltd,1900 East Golf Road,Schaumburg,IL,60173,56370,1,2013
49880,EDP Renewables North America LLC,55769,Madison Windpower LLC,NY,MADW,OP,Madison Windpower LLC,9405 Arrowpoint BlvdSuite 1300,Charlotte,NC,28273,11491,1,2013
49997,"Consolidated Hydro New York, Inc.",10848,Walden,NY,GEN1,OP,"Enel North America, Inc.",One Tech Drive,Andover,MA,1810,49932,1,2013
49997,"Consolidated Hydro New York, Inc.",10848,Walden,NY,GEN2,OP,"Enel North America, Inc.",One Tech Drive,Andover,MA,1810,49932,1,2013
49997,"Consolidated Hydro New York, Inc.",10848,Walden,NY,GEN3,OP,"Enel North America, Inc.",One Tech Drive,Andover,MA,1810,49932,1,2013
50136,North American Energy Services,54131,Fortistar North Tonawanda,NY,GEN1,OP,Fortistar LLC,5087 Junction Rd,Lockport,NY,14094,6571,1,2013
50136,North American Energy Services,54131,Fortistar North Tonawanda,NY,GEN2,OP,Fortistar LLC,5087 Junction Rd,Lockport,NY,14094,6571,1,2013
50158,Innovative Energy Systems Inc,56986,Clinton LFGTE Facility,NY,GEN1,OP,Casella Waste Systems,,,,,34466,1,2013
50158,Innovative Energy Systems Inc,56986,Clinton LFGTE Facility,NY,GEN2,OP,Casella Waste Systems,,,,,34466,1,2013
50158,Innovative Energy Systems Inc,56986,Clinton LFGTE Facility,NY,GEN3,OP,Casella Waste Systems,,,,,34466,1,2013
50158,Innovative Energy Systems Inc,56986,Clinton LFGTE Facility,NY,GEN4,OP,Casella Waste Systems,,,,,34466,1,2013
50158,Innovative Energy Systems Inc,56987,Hyland LFGTE Facility,NY,GEN1,OP,Casella Waste Systems,,,,,34466,1,2013
50158,Innovative Energy Systems Inc,56987,Hyland LFGTE Facility,NY,GEN2,OP,Casella Waste Systems,,,,,34466,1,2013
50158,Innovative Energy Systems Inc,56987,Hyland LFGTE Facility,NY,GEN3,OP,Casella Waste Systems,,,,,34466,1,2013
50158,Innovative Energy Systems Inc,56987,Hyland LFGTE Facility,NY,GEN4,IP,Casella Waste Systems,,,,,34466,1,2013
50158,Innovative Energy Systems Inc,57186,Chautauqua LFGTE Facility,NY,GEN1,OP,Chautauqua County,3889 Towerville Road,Jamestown,NY,14701,56553,1,2013
50158,Innovative Energy Systems Inc,57186,Chautauqua LFGTE Facility,NY,GEN2,OP,Chautauqua County,3889 Towerville Road,Jamestown,NY,14701,56553,1,2013
50158,Innovative Energy Systems Inc,57186,Chautauqua LFGTE Facility,NY,GEN3,OP,Chautauqua County,3889 Towerville Road,Jamestown,NY,14701,56553,1,2013
50158,Innovative Energy Systems Inc,57186,Chautauqua LFGTE Facility,NY,GEN4,OP,Chautauqua County,3889 Towerville Road,Jamestown,NY,14701,56553,1,2013
50158,Innovative Energy Systems Inc,57186,Chautauqua LFGTE Facility,NY,GEN5,OP,Chautauqua County,3889 Towerville Road,Jamestown,NY,14701,56553,1,2013
50158,Innovative Energy Systems Inc,57186,Chautauqua LFGTE Facility,NY,GEN6,OP,Chautauqua County,3889 Towerville Road,Jamestown,NY,14701,56553,1,2013
50158,Innovative Energy Systems Inc,58295,SREC Bath LFGTE,NY,GEN1,OP,,,,,,18102,1,2013
50158,Innovative Energy Systems Inc,58295,SREC Bath LFGTE,NY,GEN2,OP,,,,,,18102,1,2013
54684,"Flat Rock Windpower, LLC",56290,Maple Ridge Wind Farm,NY,1,OP,Iberdrola Renewables Inc,"1125 NW Couch , Ste. 700",Portland,OR,97209,15399,0.5,2013
54684,"Flat Rock Windpower, LLC",56290,Maple Ridge Wind Farm,NY,1,OP,EDP Renewables North America LLC,808 Travis Suite 700,Houston,TX,77002,49880,0.5,2013
54684,"Flat Rock Windpower, LLC",56290,Maple Ridge Wind Farm,NY,1A,OP,Iberdrola Renewables Inc,"1125 NW Couch , Ste. 700",Portland,OR,97209,15399,0.5,2013
54684,"Flat Rock Windpower, LLC",56290,Maple Ridge Wind Farm,NY,1A,OP,EDP Renewables North America LLC,808 Travis Suite 700,Houston,TX,77002,49880,0.5,2013
54684,"Flat Rock Windpower, LLC",56290,Maple Ridge Wind Farm,NY,2,OP,Iberdrola Renewables Inc,"1125 NW Couch , Ste. 700",Portland,OR,97209,15399,0.5,2013
54684,"Flat Rock Windpower, LLC",56290,Maple Ridge Wind Farm,NY,2,OP,EDP Renewables North America LLC,808 Travis Suite 700,Houston,TX,77002,49880,0.5,2013
54684,"Flat Rock Windpower, LLC",56290,Maple Ridge Wind Farm,NY,3,OP,Iberdrola Renewables Inc,"1125 NW Couch , Ste. 700",Portland,OR,97209,15399,0.5,2013
54684,"Flat Rock Windpower, LLC",56290,Maple Ridge Wind Farm,NY,3,OP,EDP Renewables North America LLC,808 Travis Suite 700,Houston,TX,77002,49880,0.5,2013
55754,Boralex Hydro Operations Inc,10218,Warrensburg Hydroelectric,NY,HY1,OP,Warrensburg Hydro Power LP,39 Hudson Falls Road,South Glens Falls,NY,12803,20118,1,2013
55754,Boralex Hydro Operations Inc,10219,Middle Falls Hydro,NY,HY1,OP,Middle Falls Ltd Partnership,39 Hudson Falls Road,South Glens Falls,NY,12803,12481,1,2013
55754,Boralex Hydro Operations Inc,10220,Sissonville Hydro,NY,HY1,OP,Sissonville Ltd Partnership,39 Hudson Falls Road,South Glens Falls,NY,12803,17272,1,2013
55754,Boralex Hydro Operations Inc,10221,New York State Dam Hydro,NY,GEN1,OP,NYSD Ltd Partnership,39 Hudson Falls Road,South Glens Falls,NY,12803,44858,1,2013
55754,Boralex Hydro Operations Inc,10467,Fourth Branch Hydroelectric Facility,NY,1,OP,Adirondack Hydro-Fourth Branch LLC,39 Hudson Falls Road,South Glens Falls,NY,12803,59049,1,2013
55754,Boralex Hydro Operations Inc,54772,South Glens Falls Hydroelectric,NY,GEN1,OP,South Glens Falls LP,39 Hudson Falls Road,South Glens Falls,NY,12803,17679,1,2013
55754,Boralex Hydro Operations Inc,54953,Hudson Falls Hydroelectric Project,NY,GEN1,OP,Northern Electric Power Co LP,39 Hudson Falls Road,South Glens Falls,NY,12803,13729,1,2013
55868,Noble Wind Operations LLC,56618,Noble Clinton Windpark LLC,NY,1,OP,Noble Environmental Power,8Railroad Avenue,Essex,CT,6426,55869,1,2013
55868,Noble Wind Operations LLC,56619,Noble Ellenburg Windpark LLC,NY,1,OP,Noble Environmental Power,8Railroad Avenue,Essex,CT,6426,55869,1,2013
55868,Noble Wind Operations LLC,56620,Noble Bliss Windpark LLC,NY,1,OP,Noble Environmental Power,8Railroad Avenue,Essex,CT,6426,55869,1,2013
55868,Noble Wind Operations LLC,56901,Noble Altona Windpark LLC,NY,1,OP,Noble Environmental Power,8Railroad Avenue,Essex,CT,6426,55869,1,2013
55868,Noble Wind Operations LLC,56902,Noble Wethersfield Windpark LLC,NY,1,OP,Noble Environmental Power,8Railroad Avenue,Essex,CT,6426,55869,1,2013
55868,Noble Wind Operations LLC,56904,Noble Chateaugay Windpark LLC,NY,1,OP,Noble Environmental Power,8Railroad Avenue,Essex,CT,6426,55869,1,2013
56438,"Delaware County Electric Coop, Inc",57129,Catskill Mts Energy Corporation,NY,G1,RE,Delaware County Elec Coop Inc,P O Box 47139 Elm Street,Delhi,NY,13753,5021,1,2013
56479,PIC Group Inc,10190,Castleton Energy Center,NY,GEN1,OP,Castleton Energy Center,1902 River Rd,Castleton,NY,12033,56517,1,2013
56479,PIC Group Inc,10190,Castleton Energy Center,NY,GEN2,OP,Castleton Energy Center,1902 River Rd,Castleton,NY,12033,56517,1,2013
56534,Cricket Valley Energy Center LLC,57185,Cricket Valley Energy,NY,U001,P,AP Cricket Valley Holdings I Inc,31 Milk St.,Boston,MA,2109,58242,0.5,2013
56534,Cricket Valley Energy Center LLC,57185,Cricket Valley Energy,NY,U001,P,AP Cricket Valley Holdings II Inc,31 Milk St,Boston,MA,2109,58243,0.3,2013
