Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Energy Source 1,Energy Source 2,Cofire Fuels?,Cofire Energy Source 1,Cofire Energy Source 2,Cofire Energy Source 3,Cofire Energy Source 4,Cofire Energy Source 5,Cofire Energy Source 6,Switch Between Oil and Natural Gas?,Switch When Operating?,Net Summer Capacity with Natural Gas (MW),Net Winter Capacity with Natural Gas (MW),Net Summer Capacity with Oil (MW),Net Winter Capacity with Oil (MW),Time to Switch From Gas to Oil,Time to Switch From Oil to Gas,Factors that Limit Switching?,Storage Limits?,Air Permit Limits?,Other Limits?,Year,Technology,Multiple Fuels?,Operating Month,Operating Year
50136,North American Energy Services,54131,Fortistar North Tonawanda,NY,Niagara,GEN1,OP,CT,IPP CHP,3,38.3,39.1,48.5,NG,DFO,Y,NG,DFO,,,,,Y,Y,42,50,38,40,1H,1H,Y,Y,Y,,2017,Natural Gas Fired Combined Cycle,Y,7.0,1993.0
13587,Nissequoque Cogen Partners,54149,Stony Brook Cogen Plant,NY,Suffolk,GEN1,OP,GT,IPP CHP,3,47.0,44.5,47.1,NG,DFO,N,,,,,,,Y,Y,42,44,42,44,1H,1H,Y,Y,Y,,2017,Natural Gas Fired Combustion Turbine,Y,4.0,1995.0
15253,Power City Partners LP,54592,Massena Energy Facility,NY,St Lawrence,GEN1,OP,CT,IPP Non-CHP,2,66.5,46,56,NG,DFO,N,,,,,,,Y,Y,46,59,46,59,1H,1H,Y,,Y,,2017,Natural Gas Fired Combined Cycle,Y,7.0,1992.0
13491,New York University,54808,New York University Central Plant,NY,New York,GT1,OP,CT,Commercial CHP,5,5.5,5.5,5.5,NG,DFO,Y,NG,DFO,,,,,Y,Y,5.5,5.5,5.5,5.5,1H,1H,Y,Y,,,2017,Natural Gas Fired Combined Cycle,Y,12.0,2010.0
13491,New York University,54808,New York University Central Plant,NY,New York,GT2,OP,CT,Commercial CHP,5,5.5,5.5,5.5,NG,DFO,Y,NG,DFO,,,,,Y,Y,5.5,5.5,5.5,5.5,1H,1H,Y,Y,,,2017,Natural Gas Fired Combined Cycle,Y,12.0,2010.0
2313,Brooklyn Navy Yard Cogen PLP,54914,Brooklyn Navy Yard Cogeneration,NY,Kings,01,OP,CT,IPP CHP,3,121.0,90,110,NG,DFO,N,,,,,,,Y,Y,85,110,95,110,1H,1H,Y,,Y,,2017,Natural Gas Fired Combined Cycle,Y,3.0,1996.0
2313,Brooklyn Navy Yard Cogen PLP,54914,Brooklyn Navy Yard Cogeneration,NY,Kings,02,OP,CT,IPP CHP,3,121.0,90,110,NG,DFO,N,,,,,,,Y,Y,85,110,95,110,1H,1H,Y,,Y,,2017,Natural Gas Fired Combined Cycle,Y,3.0,1996.0
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,2-1,OP,GT,IPP Non-CHP,2,41.9,35.8,44.6,NG,KER,N,,,,,,,Y,Y,35.8,44.6,35.8,44.6,1H,1H,Y,,Y,,2017,Natural Gas Fired Combustion Turbine,Y,1.0,1970.0
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,2-2,OP,GT,IPP Non-CHP,2,41.9,34.1,44.6,NG,KER,N,,,,,,,Y,Y,34.1,44.6,34.1,44.6,1H,1H,Y,,Y,,2017,Natural Gas Fired Combustion Turbine,Y,1.0,1970.0
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,2-3,OP,GT,IPP Non-CHP,2,41.9,35.5,45.8,NG,KER,N,,,,,,,Y,Y,35.5,45.8,35.5,45.8,1H,1H,Y,,Y,,2017,Natural Gas Fired Combustion Turbine,Y,1.0,1970.0
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,2-4,OP,GT,IPP Non-CHP,2,41.9,35.2,45.5,NG,KER,N,,,,,,,Y,Y,35.2,45.5,35.2,45.5,1H,1H,Y,,Y,,2017,Natural Gas Fired Combustion Turbine,Y,1.0,1970.0
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,3-1,OP,GT,IPP Non-CHP,2,41.9,33.2,43.3,NG,KER,N,,,,,,,Y,Y,33.2,43.3,32.2,43.3,1H,1H,Y,,Y,,2017,Natural Gas Fired Combustion Turbine,Y,1.0,1970.0
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,3-2,OP,GT,IPP Non-CHP,2,41.9,34.8,44.3,NG,KER,N,,,,,,,Y,Y,34.8,44.3,34.8,44.3,1H,1H,Y,,Y,,2017,Natural Gas Fired Combustion Turbine,Y,1.0,1970.0
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,3-3,OP,GT,IPP Non-CHP,2,41.9,34.5,44.3,NG,KER,N,,,,,,,Y,Y,34.5,44.3,34.5,44.3,1H,1H,Y,,Y,,2017,Natural Gas Fired Combustion Turbine,Y,1.0,1970.0
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,3-4,OP,GT,IPP Non-CHP,2,41.9,36,45.1,NG,KER,N,,,,,,,Y,Y,36,45.1,36,45.1,1H,1H,Y,,Y,,2017,Natural Gas Fired Combustion Turbine,Y,1.0,1970.0
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,4-1,OP,GT,IPP Non-CHP,2,41.9,34.7,45.6,NG,KER,N,,,,,,,Y,Y,34.7,45.6,34.7,45.6,1H,1H,Y,,Y,,2017,Natural Gas Fired Combustion Turbine,Y,1.0,1970.0
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,4-2,OP,GT,IPP Non-CHP,2,41.9,33.9,44.8,NG,KER,N,,,,,,,Y,Y,33.9,44.8,33.9,44.8,1H,1H,Y,,Y,,2017,Natural Gas Fired Combustion Turbine,Y,1.0,1970.0
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,4-3,OP,GT,IPP Non-CHP,2,41.9,34.6,44.9,NG,KER,N,,,,,,,Y,Y,34.6,44.9,34.6,44.9,1H,1H,Y,,Y,,2017,Natural Gas Fired Combustion Turbine,Y,1.0,1970.0
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,4-4,OP,GT,IPP Non-CHP,2,41.9,33,45.1,NG,KER,N,,,,,,,Y,Y,33,45.1,33,45.1,1H,1H,Y,,Y,,2017,Natural Gas Fired Combustion Turbine,Y,1.0,1970.0
22979,Astoria Energy LLC,55375,Astoria Energy,NY,Queens,CT1,OP,CT,IPP Non-CHP,2,170.0,156,170,NG,DFO,N,,,,,,,Y,N,165,189,165,189,1H,1H,Y,Y,Y,,2017,Natural Gas Fired Combined Cycle,Y,5.0,2006.0
22979,Astoria Energy LLC,55375,Astoria Energy,NY,Queens,CT2,OP,CT,IPP Non-CHP,2,170.0,156,170,NG,DFO,N,,,,,,,Y,N,165,189,165,189,1H,1H,Y,Y,Y,,2017,Natural Gas Fired Combined Cycle,Y,5.0,2006.0
49845,"Equus Power I, L.P.,",56032,Equus Freeport Power,NY,Nassau,0001,OP,GT,IPP Non-CHP,2,60.0,47.9,49.2,NG,KER,N,,,,,,,Y,N,47.9, ,47.9, ,1H,1H,Y,,,Y,2017,Natural Gas Fired Combustion Turbine,Y,6.0,2004.0
49845,"Equus Power I, L.P.,",56032,Equus Freeport Power,NY,Nassau,001,OP,GT,IPP Non-CHP,2,60.0,48.1,49.7,NG,KER,N,,,,,,,Y,N,48.1,49.7,48.1,49.7,1H,1H,Y,Y,,,2017,Natural Gas Fired Combustion Turbine,Y,6.0,2004.0
49837,Pinelawn Power LLC,56188,Pinelawn Power LLC,NY,Suffolk,CTG,OP,CT,IPP Non-CHP,2,50.0,47,47,NG,KER,N,,,,,,,Y,N,48,49,48,49,1H,1H,Y,Y,Y,,2017,Natural Gas Fired Combined Cycle,Y,7.0,2005.0
15296,New York Power Authority,56196,500MW CC,NY,Queens,CT01,OP,CT,Electric Utility,1,170.0,151.3,184.4,NG,DFO,N,,,,,,,Y,N,151.3,184.4,151.3,184.4,1H,1H,Y,,,Y,2017,Natural Gas Fired Combined Cycle,Y,12.0,2005.0
15296,New York Power Authority,56196,500MW CC,NY,Queens,CT02,OP,CT,Electric Utility,1,170.0,151.3,184.4,NG,DFO,N,,,,,,,Y,N,151.3,184.4,151.3,184.4,1H,1H,Y,,,Y,2017,Natural Gas Fired Combined Cycle,Y,12.0,2005.0
49950,"Caithness Long Island, LLC",56234,Caithness Long Island Energy Center,NY,Suffolk,CT01,OP,CT,IPP Non-CHP,2,196.2,179.9,232.9,NG,DFO,N,,,,,,,Y,Y,175,220,175,200,6H,6H,Y,Y,Y,,2017,Natural Gas Fired Combined Cycle,Y,8.0,2009.0
56480,Empire Generating Co LLC,56259,Empire Generating Co LLC,NY,Rensselaer,CT11,OP,CT,IPP CHP,3,179.0,155,190,NG,DFO,N,,,,,,,Y,N,165,190,177,190,1H,1H,Y,,Y,Y,2017,Natural Gas Fired Combined Cycle,Y,9.0,2010.0
56480,Empire Generating Co LLC,56259,Empire Generating Co LLC,NY,Rensselaer,CT12,OP,CT,IPP CHP,3,179.0,155,190,NG,DFO,N,,,,,,,Y,N,165,190,177,190,1H,1H,Y,,Y,Y,2017,Natural Gas Fired Combined Cycle,Y,9.0,2010.0
56480,Empire Generating Co LLC,56259,Empire Generating Co LLC,NY,Rensselaer,ST13,OP,CA,IPP CHP,3,295.7,270,295.7,NG,DFO,N,,,,,,,Y,N,270,285,175,185,1H,1H,Y,,Y,Y,2017,Natural Gas Fired Combined Cycle,Y,9.0,2010.0
60545,"City of Auburn, New York",57636,Auburn LFG Energy Facility,NY,Cayuga,1,OS,IC,IPP Non-CHP,2,1.1,1.1,1.1,LFG,NG,Y,NG,LFG,,,,,N,, , , , ,,,,,,,2017,Landfill Gas,Y,1.0,2010.0
60545,"City of Auburn, New York",57636,Auburn LFG Energy Facility,NY,Cayuga,3,OS,IC,IPP Non-CHP,2,1.1,1.1,1.1,LFG,NG,Y,NG,LFG,,,,,N,, , , , ,,,,,,,2017,Landfill Gas,Y,1.0,2010.0
56991,Astoria Energy II LLC,57664,Astoria Energy II,NY,Queens,CT3,OP,CT,IPP Non-CHP,2,200.0,156,188,NG,DFO,N,,,,,,,Y,Y,156,188,156,188,1H,1H,Y,Y,Y,,2017,Natural Gas Fired Combined Cycle,Y,7.0,2011.0
56991,Astoria Energy II LLC,57664,Astoria Energy II,NY,Queens,CT4,OP,CT,IPP Non-CHP,2,200.0,156,188,NG,DFO,N,,,,,,,Y,Y,156,188,156,188,1H,1H,Y,Y,Y,,2017,Natural Gas Fired Combined Cycle,Y,7.0,2011.0
58107,University of Rochester,58157,University of Rochester,NY,Monroe,HP,OP,ST,Commercial CHP,5,18.2,17,17,NG,DFO,N,,,,,,,Y,N,16,17,17,17,1H,6H,Y,Y,Y,,2017,Natural Gas Steam Turbine,Y,10.0,2005.0
58107,University of Rochester,58157,University of Rochester,NY,Monroe,LP,OP,ST,Commercial CHP,5,7.2,7.2,7.2,NG,DFO,N,,,,,,,Y,N,7,7,7,7,1H,6H,Y,Y,Y,,2017,Natural Gas Steam Turbine,Y,10.0,2005.0
58487,Montefiore Medical Center Moses Division,58507,Montefieor Medical Center Moses Division,NY,Bronx,ES006,OP,GT,Commercial CHP,5,5.3,4.8,4.8,NG,DFO,,,,,,,,Y,Y,3.5,3.5,3.5,3.5,6H,6H,N,,,,2017,Natural Gas Fired Combustion Turbine,Y,1.0,2002.0
58487,Montefiore Medical Center Moses Division,58507,Montefieor Medical Center Moses Division,NY,Bronx,S0001,OP,IC,Commercial CHP,5,1.6,1.2,1.2,NG,DFO,,,,,,,,Y,Y,1.2,1.2,1.2,1.2,6H,6H,N,,,,2017,Natural Gas Internal Combustion Engine,Y,1.0,1994.0
58487,Montefiore Medical Center Moses Division,58507,Montefieor Medical Center Moses Division,NY,Bronx,S0002,OP,IC,Commercial CHP,5,1.6,1.2,1.2,NG,DFO,,,,,,,,Y,Y,1.2,1.2,1.2,1.2,6H,6H,N,,,,2017,Natural Gas Internal Combustion Engine,Y,1.0,1994.0
58487,Montefiore Medical Center Moses Division,58507,Montefieor Medical Center Moses Division,NY,Bronx,S0003,OP,IC,Commercial CHP,5,1.6,1.2,1.2,NG,DFO,,,,,,,,Y,Y,1.2,1.2,1.2,1.2,6H,6H,N,,,,2017,Natural Gas Internal Combustion Engine,Y,1.0,1994.0
58971,Danskammer Energy,2480,Danskammer Generating Station,NY,Orange,1,OP,ST,IPP Non-CHP,2,72.0,70.7,68.2,NG,RFO,Y,RFO,NG,,,,,Y,Y,68,68,66,66,1H,1H,N,,,,2018,Natural Gas Steam Turbine,Y,12.0,1951.0
58971,Danskammer Energy,2480,Danskammer Generating Station,NY,Orange,2,OP,ST,IPP Non-CHP,2,73.5,65.7,65.5,NG,RFO,Y,RFO,NG,,,,,Y,Y,65.7,65.5,65,65,1H,1H,N,,,,2018,Natural Gas Steam Turbine,Y,9.0,1954.0
3249,Central Hudson Gas & Elec Corp,2487,West Coxsackie,NY,Greene,GT1,OP,GT,Electric Utility,1,21.6,19.6,23.7,NG,KER,N,,,,,,,Y,Y,19.6,19.6,19.6,19.6,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,12.0,1969.0
4226,Consolidated Edison Co-NY Inc,2493,East River,NY,New York,1,OP,GT,Electric Utility,1,180.0,154.7,200.3,NG,KER,N,,,,,,,Y,N,152.3,195.8,143.8,182.8,UNK,UNK,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,4.0,2005.0
4226,Consolidated Edison Co-NY Inc,2493,East River,NY,New York,2,OP,GT,Electric Utility,1,180.0,153.1,197.3,NG,KER,N,,,,,,,Y,N,149.1,193.7,148.3,182.8,72H,UNK,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,4.0,2005.0
4226,Consolidated Edison Co-NY Inc,2493,East River,NY,New York,6,OP,ST,Electric Utility,1,156.2,145.3,147.1,NG,RFO,N,,,,,,,Y,Y,143.1,142.8,130,140,6H,6H,Y,,,Y,2018,Natural Gas Steam Turbine,Y,11.0,1951.0
4226,Consolidated Edison Co-NY Inc,2493,East River,NY,New York,7,OP,ST,Electric Utility,1,200.0,182.5,188.4,NG,RFO,N,,,,,,,Y,Y,185.6,184.1,170,185,6H,6H,Y,,,Y,2018,Natural Gas Steam Turbine,Y,6.0,1955.0
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT21,OP,GT,IPP Non-CHP,2,20.0,17.1,22.2,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.2,20.6,17.2,20.6,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,6.0,1971.0
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT22,OP,GT,IPP Non-CHP,2,20.0,18.5,23.1,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.7,21.8,17.7,21.8,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,6.0,1971.0
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT23,OP,GT,IPP Non-CHP,2,20.0,20,24.3,NG,DFO,Y,NG,DFO,,,,,Y,Y,19.2,23.3,19.2,23.3,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,6.0,1971.0
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT24,OP,GT,IPP Non-CHP,2,20.0,17.4,22.2,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.2,21,17.2,21,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,6.0,1971.0
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT25,OP,GT,IPP Non-CHP,2,20.0,18.8,23.7,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.4,21,17.4,21,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,6.0,1971.0
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT26,OP,GT,IPP Non-CHP,2,20.0,20.2,24.3,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.7,23,18.7,23,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,6.0,1971.0
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT27,OP,GT,IPP Non-CHP,2,20.0,19.1,23.3,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.1,22.7,18.1,22.7,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,6.0,1971.0
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT28,OP,GT,IPP Non-CHP,2,20.0,16.1,22.1,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.5,21.3,17.5,21.3,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,6.0,1971.0
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT31,OP,GT,IPP Non-CHP,2,20.0,16.7,22.5,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.3,20.1,17.3,20.1,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,7.0,1971.0
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT32,OP,GT,IPP Non-CHP,2,20.0,16.8,21.9,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.3,20.4,17.3,20.4,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,7.0,1971.0
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT33,OP,GT,IPP Non-CHP,2,20.0,18.1,23.6,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.4,23.5,18.4,23.5,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,7.0,1971.0
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT34,OP,GT,IPP Non-CHP,2,20.0,16.2,22,NG,DFO,Y,NG,DFO,,,,,Y,Y,16.5,21,16.5,21,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,7.0,1971.0
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT35,OP,GT,IPP Non-CHP,2,20.0,17.3,23.5,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.2,21.2,18.2,21.2,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,7.0,1971.0
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT36,OP,GT,IPP Non-CHP,2,20.0,15.5,22.1,NG,DFO,Y,NG,DFO,,,,,Y,Y,15.6,18.9,15.6,18.9,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,7.0,1971.0
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT37,OP,GT,IPP Non-CHP,2,20.0,17.9,24.2,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.2,20.1,18.2,20.1,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,7.0,1971.0
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT38,OP,GT,IPP Non-CHP,2,20.0,17.6,24.9,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.9,22.4,17.9,22.4,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,7.0,1971.0
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT11,OP,GT,IPP Non-CHP,2,22.0,19.6,24.5,NG,DFO,Y,NG,DFO,,,,,Y,Y,19.1,21.9,19.1,21.9,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,5.0,1972.0
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT12,OP,GT,IPP Non-CHP,2,22.0,17.6,24.1,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.3,20.7,17.3,20.7,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,5.0,1972.0
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT13,OP,GT,IPP Non-CHP,2,22.0,18.6,24.7,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.3,22.8,18.3,22.8,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,5.0,1972.0
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT14,OP,GT,IPP Non-CHP,2,22.0,18.7,24.9,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.4,23.1,18.4,23.1,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,5.0,1972.0
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT15,OP,GT,IPP Non-CHP,2,22.0,20.6,24.9,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.6,22.7,18.6,22.7,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,5.0,1972.0
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT16,OP,GT,IPP Non-CHP,2,22.0,15.7,21.2,NG,DFO,Y,NG,DFO,,,,,Y,Y,16.6,20,16.6,20,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,5.0,1972.0
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT17,OP,GT,IPP Non-CHP,2,22.0,19.8,24.9,NG,DFO,Y,NG,DFO,,,,,Y,Y,16.6,20.4,16.6,20.4,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,5.0,1972.0
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT18,OP,GT,IPP Non-CHP,2,22.0,17.4,21.8,NG,DFO,Y,NG,DFO,,,,,Y,Y,16.6,20.5,16.6,20.5,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,5.0,1972.0
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT21,OP,GT,IPP Non-CHP,2,22.0,19,24.9,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.8,22.6,18.8,22.6,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,6.0,1972.0
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT22,OP,GT,IPP Non-CHP,2,22.0,16.3,23.4,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.3,21,17.3,21,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,6.0,1972.0
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT23,OP,GT,IPP Non-CHP,2,22.0,17.7,23.8,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.4,22.4,18.4,22.4,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,6.0,1972.0
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT24,OP,GT,IPP Non-CHP,2,22.0,18,24.5,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.3,21.4,17.3,21.4,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,6.0,1972.0
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT25,OP,GT,IPP Non-CHP,2,22.0,18.4,23.6,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.2,22.2,18.2,22.2,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,6.0,1972.0
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT26,OP,GT,IPP Non-CHP,2,22.0,16.6,21.4,NG,DFO,Y,NG,DFO,,,,,Y,Y,15.9,19.5,15.9,19.5,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,6.0,1972.0
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT27,OP,GT,IPP Non-CHP,2,22.0,18.9,24.9,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.7,22.8,18.7,22.8,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,6.0,1972.0
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT28,OP,GT,IPP Non-CHP,2,22.0,16.5,22.2,NG,DFO,Y,NG,DFO,,,,,Y,Y,16.9,20.1,16.9,20.1,1H,1H,Y,,Y,,2018,Natural Gas Fired Combustion Turbine,Y,6.0,1972.0
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,1,OP,ST,IPP Non-CHP,2,400.0,368,368,NG,RFO,Y,NG,RFO,,,,,Y,Y,368,368,368,368,6H,6H,Y,,Y,,2018,Natural Gas Steam Turbine,Y,2.0,1963.0
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,2,OP,ST,IPP Non-CHP,2,400.0,372.5,375,NG,RFO,Y,NG,RFO,,,,,Y,Y,372.5,375,372.5,375,6H,6H,Y,,Y,,2018,Natural Gas Steam Turbine,Y,5.0,1963.0
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,3,OP,ST,IPP Non-CHP,2,1027.0,973,974.2,NG,RFO,Y,NG,RFO,,,,,Y,Y,973,974.2,973,974.2,6H,6H,Y,,Y,,2018,Natural Gas Steam Turbine,Y,6.0,1965.0
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,4,OP,CT,IPP Non-CHP,2,170.0,169.7,194.2,NG,KER,N,,,,,,,Y,Y,169.7,194.2,169.7,194.2,6H,6H,Y,Y,Y,,2018,Natural Gas Fired Combined Cycle,Y,12.0,2003.0
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,4S,OP,CA,IPP Non-CHP,2,80.0,79.1,82.7,NG,KER,N,,,,,,,Y,Y,79.1,82.7,79.1,82.7,6H,6H,Y,Y,Y,,2018,Natural Gas Fired Combined Cycle,Y,12.0,2003.0
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,GT10,SB,GT,IPP Non-CHP,2,25.0,19.2,22.2,NG,KER,N,,,,,,,Y,Y,19.2,22.2,19.2,22.2,1H,1H,Y,Y,Y,,2018,Natural Gas Fired Combustion Turbine,Y,7.0,1969.0
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,GT11,SB,GT,IPP Non-CHP,2,25.0,17.3,23.1,NG,KER,N,,,,,,,Y,Y,17.3,23.1,17.3,23.1,1H,1H,Y,Y,Y,,2018,Natural Gas Fired Combustion Turbine,Y,6.0,1969.0
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,GT21,SB,GT,IPP Non-CHP,2,42.9,30.6,41.7,NG,KER,N,,,,,,,Y,Y,30.6,41.7,30.6,41.7,1H,1H,Y,Y,Y,,2018,Natural Gas Fired Combustion Turbine,Y,6.0,1969.0
61130,"Helix Ravenswood, LLC",2500,Ravenswood,NY,Queens,GT22,SB,GT,IPP Non-CHP,2,42.9,32,41.9,NG,KER,N,,,,,,,Y,Y,32,41.9,32,41.9,1H,1H,Y,Y,Y,,2018,Natural Gas Fired Combustion Turbine,Y,6.0,1969.0
