Utility ID,Utility Name,Plant Code,Plant Name,State,Boiler ID,Boiler Status,Type of Boiler,New Source Review,New Source Review Permit,New Source Review Month,New Source Review Year,Regulation Sulfur,Standard Sulfur Rate,Standard Sulfur Percent Scrubbed,Unit Sulfur,Period Sulfur,Compliance Year Sulfur,Sulfur Dioxide Control Existing Strategy 1,Sulfur Dioxide Control Existing Strategy 2,Sulfur Dioxide Control Existing Strategy 3,Sulfur Dioxide Control Proposed Strategy 1,Sulfur Dioxide Control Proposed Strategy 2,Sulfur Dioxide Control Proposed Strategy 3,Regulation Nitrogen,Standard Nitrogen Rate,Unit Nitrogen,Period Nitrogen,Compliance Year Nitrogen,Nitrogen Oxide Control Existing Strategy 1,Nitrogen Oxide Control Existing Strategy 2,Nitrogen Oxide Control Existing Strategy 3,Nitrogen Oxide Control Proposed Strategy 1,Nitrogen Oxide Control Proposed Strategy 2,Nitrogen Oxide Control Proposed Strategy 3,Regulation Particulate,Standard Particulate Rate,Unit Particulate,Period Particulate,Compliance Year Particulate,Regulation Mercury,Compliance Year Mercury,Mercury Control Existing Strategy 1,Mercury Control Existing Strategy 2,Mercury Control Existing Strategy 3,Mercury Control Proposed Strategy 1,Mercury Control Proposed Strategy 2,Mercury Control Proposed Strategy 3
17543,South Carolina Public Service Authority,6249,Winyah,SC,1,OP,N,N,TV-1140-0005,1,2007,FD,2.85,1,DP,DA,1975,NC,,,NC,,,FD,0.11,NP,MO,2007,SR,,,SR,,,FD,0.03,PB,PS,2008,, ,,,,,,
17543,South Carolina Public Service Authority,6249,Winyah,SC,2,OP,D,N,TV-1140-0005,1,2007,FD,1.2,1,DP,TH,1977,NC,,,NC,,,FD,0.12,NP,MO,2008,SR,,,SR,,,FD,0.03,PB,PS,2008,, ,,,,,,
17543,South Carolina Public Service Authority,6249,Winyah,SC,3,OP,D,Y,TV-1140-0005,1,2007,FD,0.52,1,DP,TH,1980,NC,,,NC,,,FD,0.12,NP,MO,2008,SR,,,SR,,,FD,0.1,PB,PS,1980,, ,,,,,,
17543,South Carolina Public Service Authority,6249,Winyah,SC,4,OP,D,Y,TV-1140-0005,1,2007,FD,0.52,1,DP,TH,1981,NC,,,NC,,,FD,0.12,NP,MO,2008,SR,,,SR,,,FD,0.03,PB,PS,2007,, ,,,,,,
17543,South Carolina Public Service Authority,7834,John S Rainey,SC,1A,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
17543,South Carolina Public Service Authority,7834,John S Rainey,SC,1B,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
17554,"South Carolina Genertg Co, Inc",3298,Williams,SC,WIL1,OP,N,N,, , ,ST,2.3,0,DP,DA,1974,SS,IF,,NC,,,FD,0.4,NP,YR,2000,SR,LN,,NC,,,FD,0.239,PB,PS,1978,ST,2015,EK,SP,,EK,SP,ACI
17566,South Houston Green Power LP,52132,Power Station 4,TX,HRSG1,OP,,,, , ,, , ,,, ,,,,,,,ST,96,NM,OH, ,SR,,,NC,,,ST,38,PH,, ,, ,,,,,,
17566,South Houston Green Power LP,52132,Power Station 4,TX,HRSG2,OP,,,, , ,, , ,,, ,,,,,,,ST,96,NM,OH, ,SR,,,NC,,,ST,38,PH,, ,, ,,,,,,
17566,South Houston Green Power LP,55470,Green Power 2,TX,HRSG1,OP,Db,Y,46042,7,2001,ST,50.5, ,DH,OH,2003,NC,,,NC,,,ST,3.5,NM,TH,1985,SR,,,NC,,,ST,32.8,PH,OH,1985,, ,,,,,,
17566,South Houston Green Power LP,55470,Green Power 2,TX,HRSG2,OP,Db,Y,46042,7,2001,ST,50.5, ,DH,OH,2003,NC,,,NC,,,ST,3.5,NM,TH,2003,SR,,,NC,,,ST,32.8,PH,OH,2004,, ,,,,,,
17566,South Houston Green Power LP,55470,Green Power 2,TX,HRSG3,OP,Db,Y,46042,7,2001,ST,50.5, ,DH,OH,2003,NC,,,NC,,,ST,3.5,NM,TH,2003,SR,,,NC,,,ST,32.8,PH,OH,2004,, ,,,,,,
17568,South Mississippi El Pwr Assn,2070,Moselle,MS,1,RE,N,N,, , ,ST, , ,DP,OH,1974,,,,,,,, ,,, ,,,,,,,ST,0.28,PB,NV,1974,, ,,,,,,
17568,South Mississippi El Pwr Assn,2070,Moselle,MS,2,RE,N,N,, , ,ST, , ,DP,OH,1974,,,,,,,, ,,, ,,,,,,,ST,0.28,PB,NV,1974,, ,,,,,,
17568,South Mississippi El Pwr Assn,2070,Moselle,MS,3,OP,N,N,, , ,ST, , ,DP,OH,1974,SS,,,SS,,,, ,,, ,,,,,,,ST,0.28,PB,NV,1974,, ,,,,,,
17568,South Mississippi El Pwr Assn,2070,Moselle,MS,HRSG1,OP,N,Y,1360-00035,8,2010,, , ,,, ,,,,,,,ST, ,NH,OH,2012,LN,SR,,LN,SR,,ST,16.8,PH,OH,2012,, ,,,,,,
17568,South Mississippi El Pwr Assn,2070,Moselle,MS,HRSG2,OP,N,Y,1360-00035,8,2010,, , ,,, ,,,,,,,ST, ,NH,OH,2012,LN,SR,,LN,SR,,ST,16.8,PH,OH,2012,, ,,,,,,
17568,South Mississippi El Pwr Assn,6061,R D Morrow,MS,1,OP,D,N,, , ,ST, , ,DP,TH,1979,IF,,,IF,,,ST, ,NP,TH,1979,LN,SN,,LN,SN,,ST,0.1,PB,OH,1979,, ,,,,,,
17568,South Mississippi El Pwr Assn,6061,R D Morrow,MS,2,OP,D,N,, , ,ST, , ,DP,TH,1979,IF,,,IF,,,ST, ,NP,TH,1979,LN,SN,,LN,SN,,ST,0.1,PB,OH,1979,, ,,,,,,
17568,South Mississippi El Pwr Assn,55063,Batesville Generation Facility,MS,HRSG1,OP,N,N,, , ,ST, , ,DM,OH,2000,NC,,,ND,,,ST, ,NM,OH,2000,LN,SR,,LN,SR,,ST,0.02,PB,OH,2000,, ,,,,,,
17568,South Mississippi El Pwr Assn,55063,Batesville Generation Facility,MS,HRSG2,OP,N,N,, , ,ST, , ,DM,OH,2000,NC,,,ND,,,ST, ,NM,OH,2000,LN,SR,,LN,SR,,ST,0.02,PB,OH,2000,, ,,,,,,
17568,South Mississippi El Pwr Assn,55063,Batesville Generation Facility,MS,HRSG3,OP,N,N,, , ,ST, , ,DM,OH,2000,NC,,,ND,,,ST, ,NM,OH,2000,LN,SR,,LN,SR,,ST,0.02,PB,OH,2000,, ,,,,,,
17583,"South Texas Electric Coop, Inc",3630,Pearsall,TX,1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
17583,"South Texas Electric Coop, Inc",3630,Pearsall,TX,2,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
17583,"South Texas Electric Coop, Inc",3630,Pearsall,TX,3,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
17609,Southern California Edison Co,358,Mountainview Generating Station,CA,MV3A,OP,N,Y,SE 04-01,4,2006,ST, , ,DP,OH,2005,NC,,,NC,,,ST, ,NM,OH,2005,MS,,,MS,,,ST,0.1,PC,OH,2005,, ,,,,,,
17609,Southern California Edison Co,358,Mountainview Generating Station,CA,MV3B,OP,N,Y,SE 04-01,4,2006,ST, , ,DP,OH,2005,NC,,,NC,,,ST, ,NM,OH,2005,MS,,,MS,,,ST,0.1,PC,OH,2005,, ,,,,,,
17609,Southern California Edison Co,358,Mountainview Generating Station,CA,MV4A,OP,N,Y,SE 04-01,4,2006,ST, , ,DP,OH,2006,NC,,,NC,,,ST, ,NM,OH,2006,MS,,,MS,,,ST,0.1,PC,OH,2006,, ,,,,,,
17609,Southern California Edison Co,358,Mountainview Generating Station,CA,MV4B,OP,N,Y,SE 04-01,4,2006,ST, , ,DP,OH,2006,NC,,,NC,,,ST, ,NM,OH,2006,MS,,,MS,,,ST,0.1,PC,OH,2006,, ,,,,,,
17609,Southern California Edison Co,360,San Onofre Nuclear Generating Station,CA,NSS2,RE,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
17609,Southern California Edison Co,360,San Onofre Nuclear Generating Station,CA,NSS3,RE,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
17610,SP Fiber Technologies LLC,54004,Dublin Mill,GA,HRSG,OP,Db,,, , ,FD, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
17610,SP Fiber Technologies LLC,54004,Dublin Mill,GA,PB1,OP,N,,, , ,FD, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
17610,SP Fiber Technologies LLC,54004,Dublin Mill,GA,PB2,OP,Db,,, , ,FD, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
17610,SP Fiber Technologies LLC,54004,Dublin Mill,GA,TB1,CO,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
17632,Southern Illinois Power Coop,976,Marion,IL,123,OP,Db,N,, , ,FD, , ,DP,TH,2003,OT,NC,,CF,,,FD, ,NP,YR,2003,SN,,,NC,,,FD,0.1,PC,NV,2003,ST,2009,BR,DSI,EH,BR,DSI,EH
17632,Southern Illinois Power Coop,976,Marion,IL,4,OP,Db,Y,80010054,2,1994,FD, , ,DP,TH,1978,NC,,,IF,,,FD, ,NP,YR,2000,SR,OT,,NC,,,FD,0.1,PB,NV,1978,ST,2009,BR,EH,DSI,BR,EH,DSI
17633,Southern Indiana Gas & Elec Co,1012,F B Culley,IN,1,RE,N,N,, , ,FD, , ,DP,MO,1995,SS,,,NC,,,FD, ,NP,YR,1997,,,,,,,ST,0.68,PB,NV,1972,, ,,,,,,
17633,Southern Indiana Gas & Elec Co,1012,F B Culley,IN,2,OP,N,N,, , ,ST,2.79, ,DP,NV,1995,NC,,,NC,,,ST, ,NP,YR,1997,MS,LN,,NC,,,ST,0.33,PB,NV,1972,FD,2016,,,,DSI,EC,
17633,Southern Indiana Gas & Elec Co,1012,F B Culley,IN,3,OP,N,N,, , ,ST, ,1,SR,MO,2003,NC,,,NC,,,ST, ,NP,MO,2003,SR,,,NC,,,ST,0.015,PB,NV,2006,FD,2016,,,,DSI,BP,
17633,Southern Indiana Gas & Elec Co,6137,A B Brown,IN,1,OP,D,N,, , ,FD,1.2, ,DP,MO,1979,NC,,,NC,,,FD, ,NP,MO,1999,LN,SR,,NC,,,FD,0.1,PB,NV,1979,FD,2016,,,,DSI,BP,
17633,Southern Indiana Gas & Elec Co,6137,A B Brown,IN,2,OP,Da,N,, , ,FD,0.69,1,SR,MO,1986,NC,,,NC,,,FD,0.48,NH,MO,1999,LN,SR,,NC,,,FD,0.03,PB,NV,1986,FD,2016,,,,DSI,EC,
17650,Southern Power Co,7710,H Allen Franklin Combined Cycle,AL,1A,OP,Da,N,, , ,FD,0.0006, ,DP,DT,2002,NC,,,NC,,,FD,0.013,NP,TH,2002,SR,,,NC,,,FD,0.009,PB,DT,2002,, ,,,,,,
17650,Southern Power Co,7710,H Allen Franklin Combined Cycle,AL,1B,OP,Da,N,, , ,FD,0.0006, ,DP,DT,2002,NC,,,NC,,,FD,0.013,NP,TH,2002,SR,,,NC,,,FD,0.009,PB,DT,2002,, ,,,,,,
17650,Southern Power Co,7710,H Allen Franklin Combined Cycle,AL,2A,OP,Da,N,, , ,FD,0.0006, ,DP,DT,2003,NC,,,NC,,,FD,0.013,NP,TH,2003,SR,,,NC,,,FD,0.009,PB,DT,2003,, ,,,,,,
17650,Southern Power Co,7710,H Allen Franklin Combined Cycle,AL,2B,OP,Da,N,, , ,FD,0.0006, ,DP,DT,2003,NC,,,NC,,,FD,0.013,NP,TH,2003,SR,,,NC,,,FD,0.009,PB,DT,2003,, ,,,,,,
17650,Southern Power Co,7710,H Allen Franklin Combined Cycle,AL,3A,OP,Da,N,, , ,FD,0.0006, ,DP,DT,2008,NC,,,NC,,,FD,0.013,NP,TH,2008,SR,,,NC,,,FD,0.009,PB,DT,2008,, ,,,,,,
17650,Southern Power Co,7710,H Allen Franklin Combined Cycle,AL,3B,OP,Da,N,, , ,FD,0.0006, ,DP,DT,2008,NC,,,NC,,,FD,0.013,NP,TH,2008,SR,,,NC,,,FD,0.009,PB,DT,2008,, ,,,,,,
17650,Southern Power Co,7826,Rowan,NC,4,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
17650,Southern Power Co,7826,Rowan,NC,5,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
17650,Southern Power Co,7897,E B Harris Electric Generating Plant,AL,1A,OP,Da,N,, , ,FD,0.8, ,SU,NV,2003,NC,,,NC,,,FD,0.13,NP,TH,2003,SR,,,NC,,,FD,0.009,PB,DT,2003,, ,,,,,,
17650,Southern Power Co,7897,E B Harris Electric Generating Plant,AL,1B,OP,Da,N,, , ,FD,0.8, ,SU,NV,2003,NC,,,NC,,,FD,0.013,NP,TH,2003,SR,,,NC,,,FD,0.009,PB,DT,2003,, ,,,,,,
17650,Southern Power Co,7897,E B Harris Electric Generating Plant,AL,2A,OP,Da,N,, , ,FD,0.8, ,SU,NV,2003,NC,,,NC,,,FD,0.013,NP,TH,2003,SR,,,NC,,,FD,0.009,PB,DT,2003,, ,,,,,,
17650,Southern Power Co,7897,E B Harris Electric Generating Plant,AL,2B,OP,Da,N,, , ,FD,0.8, ,SU,NV,2003,NC,,,NC,,,FD,0.013,NP,TH,2003,SR,,,NC,,,FD,0.009,PB,DT,2003,, ,,,,,,
17650,Southern Power Co,55708,Nacogdoches Power,TX,BLR1,OP,Db,Y,77679,3,2007,FD,0.05, ,DP,MO,2012,CF,,,NC,,,FD,0.1,NP,MO,2012,CF,SN,,NC,,,FD,0.03,PB,MO,2012,, ,,,,,,
17650,Southern Power Co,55821,Curtis H Stanton Energy Center,FL,25,OP,Da,N,, , ,FD,1.5, ,OT,OT,2003,NC,,,NC,,,FD,0.8,NM,TH,2003,SR,,,NC,,,FD,0.01,PB,OT,2003,, ,,,,,,
17650,Southern Power Co,55821,Curtis H Stanton Energy Center,FL,26,OP,Da,N,, , ,FD,1.5, ,OT,OT,2003,NC,,,NC,,,FD, ,NM,TH,2003,SR,,,NC,,,FD,0.01,PB,OT,2003,, ,,,,,,
17650,Southern Power Co,55965,Wansley Combined Cycle,GA,6A,OP,Da,N,, , ,FD,0.01, ,SU,OT,2002,NC,,,NC,,,FD,3.5,NM,MO,2002,SR,,,NC,,,FD,0.01,PB,DT,2002,, ,,,,,,
17650,Southern Power Co,55965,Wansley Combined Cycle,GA,6B,OP,Da,N,, , ,FD,0.01, ,SU,OT,2002,NC,,,NC,,,FD,3.5,NM,MO,2002,SR,,,NC,,,FD,0.01,PB,DT,2002,, ,,,,,,
17650,Southern Power Co,55965,Wansley Combined Cycle,GA,7A,OP,Da,N,, , ,FD,0.01, ,SU,OT,2002,NC,,,NC,,,FD,3.5,NM,MO,2002,SR,,,NC,,,FD,0.01,PB,DT,2002,, ,,,,,,
17650,Southern Power Co,55965,Wansley Combined Cycle,GA,7B,OP,Da,N,, , ,FD, , ,SU,OT,2002,NC,,,NC,,,FD, ,NM,MO,2002,SR,,,NC,,,FD,0.01,PB,DT,2002,, ,,,,,,
17698,Southwestern Electric Power Co,1416,Arsenal Hill,LA,5A,OP,N,N,, , ,ST,109.2, ,DH,NV,2008,NC,,,NC,,,ST,451,NH,NV,2008,NC,,,NC,,,ST,0.6,PB,NV,1987,, ,,,,,,
17698,Southwestern Electric Power Co,1417,Lieberman,LA,1,OP,N,N,, , ,ST, , ,DH,NV,2009,NC,,,NC,,,ST, ,NH,NV,2009,NC,,,NC,,,ST,2.77,PH,NV,2009,FD,2015,,,,OT,,
17698,Southwestern Electric Power Co,1417,Lieberman,LA,2,OP,N,N,, , ,ST, , ,DH,NV,2009,NC,,,NC,,,ST, ,NH,NV,2009,NC,,,NC,,,ST,2.77,PH,NV,2009,FD,2015,,,,,,
17698,Southwestern Electric Power Co,1417,Lieberman,LA,3,OP,N,N,, , ,ST, , ,DH,NV,2009,NC,,,NC,,,ST, ,NH,NV,2009,NC,,,NC,,,ST,80.67,PH,NV,2009,FD,2015,,,,,,
17698,Southwestern Electric Power Co,1417,Lieberman,LA,4,OP,N,N,, , ,ST, , ,DH,NV,2009,NC,,,NC,,,ST, ,NH,NV,2009,NC,,,NC,,,ST,79.29,PH,NV,2009,FD,2015,,,,,,
17698,Southwestern Electric Power Co,3476,Knox Lee,TX,2,OP,N,N,, , ,, , ,,, ,NC,,,NC,,,, ,,, ,NC,,,NC,,,ST,15,OP,SM,1993,, ,,,,,,
17698,Southwestern Electric Power Co,3476,Knox Lee,TX,3,OP,N,N,, , ,, , ,,, ,NC,,,NC,,,, ,,, ,NC,,,NC,,,ST,15,OP,SM,1993,, ,,,,,,
17698,Southwestern Electric Power Co,3476,Knox Lee,TX,4,OP,N,N,, , ,, , ,,, ,NC,,,NC,,,, ,,, ,NC,,,NC,,,ST,15,OP,SM,1993,, ,,,,,,
17698,Southwestern Electric Power Co,3476,Knox Lee,TX,5,OP,N,N,, , ,ST,0.7, ,SU,NV,2002,NC,,,NC,,,ST,0.18,NP,MO,2002,NC,,,NC,,,ST,15,OP,SM,1993,, ,,,,,,
17698,Southwestern Electric Power Co,3477,Lone Star,TX,1,OP,N,,, , ,ST, , ,,, ,,,,,,,ST,164.71,NH,OH,2005,MS,,,MS,,,ST, ,,, ,, ,,,,,,
17698,Southwestern Electric Power Co,3478,Wilkes,TX,1,OP,N,N,, , ,ST,440, ,DM,TH,1964,NC,,,NC,,,ST,500.6,NH,MO,2011,FR,,,MS,,,ST,150,PH,OH,1964,, ,,,,,,
17698,Southwestern Electric Power Co,3478,Wilkes,TX,2,OP,N,N,, , ,, , ,,, ,,,,,,,ST,0.17,NP,MO,2002,LN,,,MS,,,ST,237,PH,OH,1970,, ,,,,,,
17698,Southwestern Electric Power Co,3478,Wilkes,TX,3,OP,N,N,, , ,, , ,,, ,,,,,,,ST,456.6,NH,MO,2012,H20,LN,,MS,,,ST,237,PH,OH,1971,, ,,,,,,
17698,Southwestern Electric Power Co,6138,Flint Creek,AR,1,OP,D,N,, , ,FD,1.2, ,DP,TH,1978,NC,,,NC,,,FD,0.7,NP,TH,1978,LN,,,LN,,,FD,0.1,PB,TH,1978,, ,,,,,,
17698,Southwestern Electric Power Co,6139,Welsh,TX,1,OP,D,Y,4381-PSD-TX-3,10,2012,FD, , ,DP,TH,1977,NC,,,NC,,,ST, ,NP,MO,2003,LN,OV,,NC,,,FD,0.1,PB,TH,1977,FD,2016,,,,ACI,BP,
17698,Southwestern Electric Power Co,6139,Welsh,TX,2,OP,D,N,4381 PSD-TX-3,3,2007,FD, , ,DP,TH,1980,NC,,,NC,,,ST, ,NP,MO,2005,LN,OV,,NC,,,FD,0.075,PB,TH,1980,FD,2016,,,,OT,,
17698,Southwestern Electric Power Co,6139,Welsh,TX,3,OP,D,N,4381 PSD-TX-3,3,2007,FD, , ,DP,TH,1982,NC,,,NC,,,ST, ,NP,MO,2002,LN,OV,,NC,,,FD,0.069,PB,TH,1982,FD,2016,,,,ACI,BP,
17698,Southwestern Electric Power Co,7902,Pirkey,TX,1,OP,D,Y,6269,6,2008,FD,1.2,1,DP,TH,1985,NC,,,NC,,,ST,0.22,NP,MO,2004,OV,LN,,NC,,,FD,20,OP,SM,1985,FD,2015,,,,ACI,EC,EK
17698,Southwestern Electric Power Co,56564,John W Turk Jr Power Plant,AR,1,OP,Da,Y,2123-AOP-R1,11,2008,FD, , ,DP,MO,2012,NC,,,NC,,,FD, ,NP,DA,2012,LN,OV,SR,NC,,,FD,0.25,PB,TH,2012,FD,2015,,,,ACI,BP,
17698,Southwestern Electric Power Co,56565,J Lamar Stall Unit,LA,HRSG1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
17698,Southwestern Electric Power Co,56565,J Lamar Stall Unit,LA,HRSG2,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
17718,Southwestern Public Service Co,2446,Maddox,NM,051B,OP,N,Y,747M1,11,2010,ST,1.5, ,DH,OH,1967,NC,,,NC,,,ST,0.3,NP,OH,1967,OV,,,NC,,,ST,0.05,PB,OH,1967,, ,,,,,,
17718,Southwestern Public Service Co,2454,Cunningham,NM,121B,OP,N,Y,PSD-NM-622-M4,6,2012,ST,2.9, ,DH,OH,1957,NC,,,NC,,,ST,235.2,NH,OH,1957,NC,,,NC,,,ST,6.3,PH,OH,1957,, ,,,,,,
17718,Southwestern Public Service Co,2454,Cunningham,NM,122B,OP,N,Y,PSD-NM-622-M4,6,2012,ST,7.3, ,DH,OH,1965,NC,,,NC,,,ST,585.3,NP,OH,1965,NC,,,NC,,,ST,15.6,PH,OH,1965,, ,,,,,,
17718,Southwestern Public Service Co,3482,Jones,TX,151B,OP,D,Y,1945,11,2013,ST,1346.6, ,DH,NV,1971,WA,,,NC,,,FD,0.3,NP,TH,1971,OV,LN,,NC,NC,,FD,0.1,PB,SM,1971,, ,,,,,,
17718,Southwestern Public Service Co,3482,Jones,TX,152B,OP,N,Y,45590,5,2012,ST,440, ,DM,NV,1974,WA,,,NC,,,, ,,, ,OV,LN,,,,,ST,15,OP,SM,1974,, ,,,,,,
17718,Southwestern Public Service Co,3483,Moore County,TX,3,RE,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
17718,Southwestern Public Service Co,3484,Nichols,TX,141B,OP,N,Y,45589,5,2012,,440, ,DM,NV,1960,NC,,,NC,,,, ,,, ,OV,,,,,,ST,15,OP,SM,1960,, ,,,,,,
17718,Southwestern Public Service Co,3484,Nichols,TX,142B,OP,N,Y,45589,5,2012,,440, ,DM,NV,1962,NC,,,NC,,,, ,,, ,OV,LN,,,,,ST,15,OP,SM,1962,, ,,,,,,
17718,Southwestern Public Service Co,3484,Nichols,TX,143B,OP,N,Y,45589,5,2012,,440, ,DM,NV,1968,NC,,,NC,,,, ,,, ,OV,LN,,,,,ST,15,OP,SM,1968,, ,,,,,,
17718,Southwestern Public Service Co,3485,Plant X,TX,111B,OP,N,Y,45592,5,2012,ST,440, ,DM,NV,1952,NC,,,NC,,,, ,,, ,OV,,,,,,ST,15,OP,SM,1952,, ,,,,,,
17718,Southwestern Public Service Co,3485,Plant X,TX,112B,OP,N,Y,45592,5,2012,ST,440, ,DM,NV,1953,NC,,,NC,,,, ,,, ,OV,,,,,,ST,15,OP,SM,1953,, ,,,,,,
17718,Southwestern Public Service Co,3485,Plant X,TX,113B,OP,N,Y,45592,5,2012,ST,440, ,DM,NV,1955,NC,,,NC,,,, ,,, ,OV,LN,,,,,ST,15,OP,SM,1955,, ,,,,,,
17718,Southwestern Public Service Co,3485,Plant X,TX,114B,OP,N,Y,45592,5,2012,ST,440, ,DM,NV,1964,NC,,,NC,,,, ,,, ,OV,LN,,,,,ST,15,OP,SM,1964,, ,,,,,,
17718,Southwestern Public Service Co,6193,Harrington,TX,061B,OP,D,Y,1388,2,2014,FD,1.2, ,DP,TH,1976,NC,,,NC,,,ST,1452,NH,OH,1976,LN,OV,,LN,OV,,FD,20,OP,SM,1984,FD,2015,EK,,,EK,ACI,
17718,Southwestern Public Service Co,6193,Harrington,TX,062B,OP,D,Y,5129,5,2012,FD,1.2, ,DP,TH,1978,NC,,,NC,,,FD,1341,NH,OH,2010,LN,OV,,LN,OV,,FD,20,OP,SM,1978,FD,2015,BS,,,BS,ACI,
17718,Southwestern Public Service Co,6193,Harrington,TX,063B,OP,D,Y,5129,5,2012,FD,1.2, ,DP,TH,1980,NC,,,NC,,,FD,1161,NH,OH,2007,LN,OV,,LN,OV,,FD,20,OP,SM,1980,FD,2015,BS,,,BS,ACI,
17718,Southwestern Public Service Co,6194,Tolk,TX,171B,OP,D,Y,6029,1,2012,,1.2, ,DP,TH,1982,NC,,,NC,,,ST,2012,NH,OH,1982,LN,OV,,LN,OV,,FD,20,OP,SM,1982,FD,2015,BS,,,BS,ACI,
17718,Southwestern Public Service Co,6194,Tolk,TX,172B,OP,D,Y,6030,5,2012,FD,1.2, ,DP,TH,1986,NC,,,NC,,,FD,2013,NH,TH,1986,LN,OV,,LN,OV,,FD,20,OP,SM,1986,FD,2015,BS,,,BS,ACI,
17828,City of Springfield - (IL),963,Dallman,IL,31,OP,N,N,, , ,ST,0.29, ,DP,TH,1968,IF,,,IF,,,ST,0.14,NP,YR,2010,SR,,,SR,,,ST,0.1,PB,TH,1987,ST,1116,EW,SP,,EW,SP,
17828,City of Springfield - (IL),963,Dallman,IL,32,OP,N,N,, , ,ST,0.29, ,DP,TH,1972,IF,,,IF,,,ST,0.14,NP,YR,2010,SR,,,SR,,,ST,0.1,PB,TH,1987,ST,1116,EW,SP,,EW,SP,
17828,City of Springfield - (IL),963,Dallman,IL,33,OP,D,N,, , ,ST,1.2, ,DP,TH,1983,IF,,,IF,,,FD,0.4,NP,YR,2000,SR,,,SR,,,ST,0.1,PB,NV,1978,ST,1116,EW,SP,,EW,SP,
17828,City of Springfield - (IL),963,Dallman,IL,41,OP,Db,Y,4110050,8,2006,ST,1.4, ,SR,MO,2009,IF,,,IF,,,FD,1,OT,MO,2009,SR,,,SR,,,ST,0.015,PB,PS,2009,ST,1114,BP,SP,,BP,SP,
17833,City Utilities of Springfield - (MO),2161,James River Power Station,MO,1,OP,N,N,, , ,ST,1.5, ,DP,DA,2001,SS,,,NC,,,, ,,, ,,,,,,,ST,0.16,PB,DT,1980,, ,ND,,,ND,,
17833,City Utilities of Springfield - (MO),2161,James River Power Station,MO,2,OP,N,N,, , ,ST,1.5, ,DP,DA,2001,SS,,,NC,,,, ,,, ,,,,,,,ST,0.16,PB,DT,1981,, ,ND,,,ND,,
17833,City Utilities of Springfield - (MO),2161,James River Power Station,MO,3,OP,N,N,, , ,ST,1.5, ,DP,DA,2001,ND,,,ND,,,FD,0.5,NP,YR,1995,LN,OV,SN,NC,,,ST,0.16,PB,DT,1979,, ,ND,,,ND,,
17833,City Utilities of Springfield - (MO),2161,James River Power Station,MO,4,OP,N,N,, , ,ST,1.5, ,DP,DA,2001,SS,WA,NC,ND,,,FD,0.5,NP,YR,1995,LN,OV,SN,NC,,,ST,0.16,PB,DT,1976,FD,2016,,,,BP,ACI,
17833,City Utilities of Springfield - (MO),2161,James River Power Station,MO,5,OP,N,N,, , ,ST,2, ,DP,DA,2001,SS,SU,,NC,,,FD,0.5,NP,YR,1995,LN,OV,SN,NC,,,ST,0.16,PB,DT,1976,FD,2016,,,,BP,ACI,
17833,City Utilities of Springfield - (MO),6195,John Twitty Energy Center,MO,1,OP,D,N,, , ,FD,1.2, ,DP,TH,1977,SU,SS,,SU,SS,,FD,0.7,NP,TH,1977,SR,,,SR,,,FD,0.1,PB,TH,1977,FD,2016,,,,ACI,,
17833,City Utilities of Springfield - (MO),6195,John Twitty Energy Center,MO,2,OP,Da,Y,12-2004-007A,12,2004,FD,0.095,1,DP,MO,2011,CF,,,ND,,,FD,0.08,NP,MO,2011,SR,,,ND,,,FD,0.018,PB,MO,2011,FD,2015,ACI,BP,,ACI,BP,
18020,Starrett City Inc,50743,Starrett City Cogen Facility,NY,1,OP,N,,, , ,, , ,,, ,,,,,,,ST, ,,, ,LA,,,,,,, ,,, ,, ,,,,,,
18020,Starrett City Inc,50743,Starrett City Cogen Facility,NY,2,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,LA,,,,,,, ,,, ,, ,,,,,,
