Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Number of Turbines,Predominant Turbine Manufacturer,Predominant Turbine Model Number,Design Wind Speed (mph),Wind Quality Class,Turbine Hub Height (Feet),FAA Obstacle Number
11556,Brookfield Energy Marketing LP,57775,Kingman 1,AZ,Mohave,WGNS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.0,10.0,10.0,9,2011,5,Gamesa,G90-2.0,27,1,262.0,04-020300
55963,AE Power Services LLC,57787,Flat Ridge 2 Wind Energy LLC,KS,Harper,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,470.2,470.4,470.4,10,2012,294,GE,1.6-100,16.8,3,262.4,20-024493
56930,"Foundation HA Energy Generation, LLC",57791,Foundation AB,CA,Solano,WTG1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.5,1.5,1.5,11,2011,1,GE,1.5 SLE,13.4,4,213.0,2009-WTW-6854-OE
56930,"Foundation HA Energy Generation, LLC",57792,Foundation IE,CA,San Bernardino,WTG1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.0,1.0,1.0,12,2011,1,Mitsubishi,MWT-1000A,12,4,180.0,06-022026
12647,"ALLETE, Inc.",57800,Bison 2 Wind Energy Center,ND,Morton,BISO2,OP,Onshore Wind Turbine,WT,Electric Utility,1,105.0,105.0,105.0,12,2012,35,Siemens,SWT-3.0-101,19.9,2,261.0,38-021073
12647,"ALLETE, Inc.",57801,Bison 3 Wind Energy Center,ND,Morton,BISO3,OP,Onshore Wind Turbine,WT,Electric Utility,1,105.0,105.0,105.0,12,2012,35,Siemens,SWT-3.0-101,19.9,2,260.0,38-021086
56215,E ON Climate Renewables N America LLC,57802,Magic Valley Wind Farm I LLC,TX,Willacy,MV1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,203.0,203.0,203.0,9,2012,112,Vestas,V100-1.8,16.6,3,262.4,48-026439
57122,Lime Wind LLC,57803,Lime Wind,OR,Baker,T1-6,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,3.0,3.0,3.0,12,2011,6,Nordtank,NTK 500/41,16.3,2,131.0,
57127,GL Wind LLC,57813,GL Wind,MN,Winona,TURB1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,2.5,2.4,2.4,12,2011,1,Clipper,Liberty C96,15,2,262.4,27-021658
57127,GL Wind LLC,57813,GL Wind,MN,Winona,TURB2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,2.5,2.4,2.4,12,2011,1,Clipper,Liberty C96,15,2,262.4,27-021683
57138,University of Minnesota WCROC,57823,WCROC Wind Farm,MN,Stevens,WTG1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.7,0.4,0.7,3,2005,1,Vestas,V82-1.65,18,2,235.0,27-002446
57149,Rippey Wind Energy LLC,57830,Rippey Wind Farm,IA,Greene,NORD,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,50.0,50.0,50.0,8,2012,20,Nordex,N100/2500,19,3,328.0,19-022362
57150,Bethel Wind Energy LLC,57832,Hawkeye Wind Farm,IA,Bremer,NORD,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,35.0,34.0,34.0,10,2012,15,Nordex,N100/2500,19,3,328.0,19-022355
58672,Everpower Wind Holdings Inc,57833,Mustang Hills LLC,CA,Kern,AW06,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150.0,150.0,150.0,5,2012,50,Vestas,V90-3.0,22.4,1,262.4,2011-WTW-10976-OE
59868,"Pinyon Pines Wind I, LLC",57834,Pinyon Pine I,CA,Kern,AW07,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,168.0,168.0,168.0,11,2012,56,Vestas,V90-3.0,18.7,2,262.5,06-023300
11556,Brookfield Energy Marketing LP,57835,Alta Wind VIII,CA,Kern,AW08,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150.0,150.0,150.0,1,2012,50,Vestas,V90-3.0,18,2,295.0,
59869,"Pinyon Pines Wind II, LLC",57837,Pinyon Pine II,CA,Kern,AW09,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,132.0,132.0,132.0,11,2012,44,Vestas,V90-3.0,18.6,2,262.5,06-023348
57171,Franklin County Wind LLC,57844,Franklin County Wind Farm,IA,Franklin,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,99.0,99.0,99.0,12,2012,60,Vestas,V82-1.65,17.7,2,262.0,2011-WTE-6355-OE
5109,DTE Electric Company,57851,Sigel Wind Park,MI,Huron,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,64.0,64.0,64.0,12,2012,40,GE,1.6-100,17,3,328.0,
5109,DTE Electric Company,57852,Minden Wind Park,MI,Sanilac,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,32.0,32.0,32.0,12,2012,20,GE,1.6-100,17,3,328.0,
5109,DTE Electric Company,57853,McKinley Wind Park,MI,Huron,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,14.4,14.0,14.0,12,2012,9,GE,1.6-100,17,3,328.0,
9442,Town of Ipswich - (MA),57855,Ipswich Wind Turbine,MA,Essex,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,1.6,1.6,1.6,5,2011,1,GE,1.6-82.5,15.3,3,300.0,
57191,Caney River Wind Project,57858,Caney River Wind Project,KS,Elk,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,200.0,200.0,200.0,11,2011,111,Vestas,V90-1.8,23,2,344.0,?
56215,E ON Climate Renewables N America LLC,57862,"Wildcat Wind Farm I, LLC",IN,Tipton,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,200.0,200.0,200.0,12,2012,118,GE,1.6 XLE,16.1,3,328.0,18-026611
7349,"Golden Spread Electric Cooperative, Inc",57866,Golden Spread Panhandle Wnd Rch,TX,Oldham,PWR,OP,Onshore Wind Turbine,WT,Electric Utility,1,78.2,78.2,78.2,9,2011,34,Siemens,SWT-2.3-101,19.3,1,262.4,48-025923
58672,Everpower Wind Holdings Inc,57867,Howard Wind Farm,NY,Steuben,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,55.4,51.3,51.3,12,2011,25,Senvion,MM92,19,3,262.4,2010-WTE-15581-OE
58672,Everpower Wind Holdings Inc,57867,Howard Wind Farm,NY,Steuben,2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,4.1,4.1,4.1,12,2012,2,Senvion,MM92,19,3,262.4,2010-WTE-15581-OE
12341,MidAmerican Energy Co,57873,Eclipse Wind Farm,IA,Guthrie,EWF,OP,Onshore Wind Turbine,WT,Electric Utility,1,200.1,200.0,200.0,9,2012,87,Siemens,SWT-2.3-108,16.8,3,262.4,19-022169
12341,MidAmerican Energy Co,57874,Vienna Wind Farm,IA,Marshall,VIIWF,OP,Onshore Wind Turbine,WT,Electric Utility,1,44.6,44.6,44.6,12,2013,19,Siemens,SWT-2.3-108,16.8,3,262.4,19-022697
12341,MidAmerican Energy Co,57874,Vienna Wind Farm,IA,Marshall,VIWF,OP,Onshore Wind Turbine,WT,Electric Utility,1,105.6,105.6,105.6,11,2012,45,Siemens,SWT-2.3-108,16.8,3,262.4,19-022708
12341,MidAmerican Energy Co,57875,Morning Light Wind Farm,IA,Adair,MLWF,OP,Onshore Wind Turbine,WT,Electric Utility,1,101.2,101.2,101.2,10,2012,44,Siemens,SWT-2.3-108,16.8,3,262.4,19-022606
57215,Regents of the University of Minnesota,57880,Eolos Wind Energy Research Field Station,MN,Dakota,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,2.5,2.5,2.5,10,2011,1,Clipper,Liberty C96,19,2,262.4,27-026264
57257,Wildcat Wind LLC,57887,Wildcat Wind,NM,Lea,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,27.3,27.3,27.3,7,2012,13,Suzlon,S97-2100,18.2,3,295.3,35-021404
57256,Harvest II Windfarm LLC,57888,Harvest II Windfarm,MI,Huron,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,59.4,59.4,59.4,11,2012,33,Vestas,V100-1.8,16.4,3,311.7,26-024390
56627,DeWind Co.,57889,KODE Novus II,OK,Texas,NOVII,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,40.0,40.0,40.0,12,2012,20,DeWind,D9.2,18.8,2,262.5,40-021853
58208,"Horse Butte Wind I, LLC",57890,"Horse Butte Wind I, LLC",ID,Bonneville,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,57.6,57.6,57.6,8,2012,32,Vestas,V100-1.8,15.4,3,262.4,16-021476
15399,Avangrid Renewables Inc,57927,Baffin Wind,TX,Kenedy,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,188.0,188.0,188.0,12,2014,84,Gamesa,G87-2.0,14,3,269.0,
7353,Golden Valley Elec Assn Inc,57935,Eva Creek Wind,AK,Denali,EVW,OP,Onshore Wind Turbine,WT,Electric Utility,1,24.6,24.6,24.6,1,2013,12,REpower,MM92,16.5,3,262.0,02-020289
59365,Capital Power Corporation,57947,Macho Springs Power I,NM,Luna,GEN,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,50.4,50.4,50.4,11,2011,28,Vestas,V100-1.8,13.1,3,262.4,35-021306
56925,"FPLE Wind, LLC",57956,"Minco Wind II, LLC",OK,Grady,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100.8,100.8,100.8,11,2011,63,GE,1.6 XLE,18,2,265.0,40-021330
60081,"Coram California Development, L.P.",57962,Brookfield Tehachapi 1,CA,Kern,BT1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,102.0,102.0,102.0,3,2012,34,Vestas,V90-3.0,18,1,278.0,unknown
57333,Musselshell Wind Project LLC,57963,Musselshell Wind Project,MT,Wheatland,MS01,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.0,10.0,10.0,12,2012,7,Goldwind,GW87/1500,22,3,246.0,30-020580
59050,Algonquin Power Co,57964,Shady Oaks Wind Farm,IL,Lee,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,109.5,109.5,109.5,5,2012,71,Goldwind,GW 82/1500,17,3,328.1,17-022561
57338,Musselshell Wind Project Two LLC,57965,Musselshell Wind Project Two LLC,MT,Wheatland,MS02,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.0,10.0,10.0,12,2012,7,Goldwind,GW87/1500,22,3,246.0,30-020607
57340,Cashton Greens Wind Farm LLC,57968,Cashton Greens Wind Farm,WI,Monroe,CGWF,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,5.0,4.8,4.8,5,2012,2,Clipper,Liberty C96,15,2,328.0,55-020924
57170,"EDF Renewable Asset Holdings, Inc.",57973,Spinning Spur Wind LLC,TX,Oldham,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,161.0,161.0,161.0,11,2012,70,Siemens,SWT-2.3-101,19,2,262.4,
57170,"EDF Renewable Asset Holdings, Inc.",57974,Bobcat Bluff Wind Project LLC,TX,Archer,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150.0,150.0,150.0,12,2012,100,GE,1.5 SLE,19,2,262.4,
57170,"EDF Renewable Asset Holdings, Inc.",57975,Spearville 3 LLC,KS,Ford,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,108.0,108.0,108.0,10,2012,63,GE,1.6 XLE,19,2,262.4,20-13079
56482,Gamesa Wind US,57976,Pocahontas Prairie Wind Farm,IA,Pocahontas,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,80.0,80.0,80.0,2,2012,40,Gamesa,G97-2.0,20,2,328.0,19-000029
7601,Green Mountain Power Corp,57979,Kingdom Community Wind,VT,Orleans,KCW,OP,Onshore Wind Turbine,WT,Electric Utility,1,65.0,65.0,65.0,11,2012,21,Vestas,V112-3.0,17,2,275.0,na
56146,Black Hills/Colorado Elec.Util,57980,Busch Ranch Wind Energy Farm,CO,Huerfano,WTG,OP,Onshore Wind Turbine,WT,Electric Utility,1,29.0,29.0,29.0,10,2012,16,Vestas,V100-1.8,22,2,263.0,08-021025
59050,Algonquin Power Co,57981,Senate Wind LLC,TX,Jack,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150.0,150.0,150.0,12,2012,75,Gamesa,G90-2.0,18.1,2,328.1,48-026750
57355,Stephens Ranch Wind Energy LLC,57983,Stephens Ranch Wind Energy LLC,TX,Borden,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,211.0,211.0,211.0,12,2014,118,GE,1.79-100,17.9,2,262.5,48-032019
57355,Stephens Ranch Wind Energy LLC,57983,Stephens Ranch Wind Energy LLC,TX,Borden,2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,165.0,165.0,165.0,4,2015,92,GE,1.79-100,17.9,2,262.5,48-032019
4254,Consumers Energy Co,57984,Lake Winds Energy Park,MI,Mason,LWEP,OP,Onshore Wind Turbine,WT,Electric Utility,1,100.8,22.0,24.6,11,2012,56,Vestas,V100-1.8,16.7,3,311.0,26-020944
57363,Canadian Hills Wind LLC,57987,Canadian Hills Wind,OK,Canadian,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,298.5,298.5,298.5,12,2012,135,REpower,MM92,19,3,273.0,40-025707
58672,Everpower Wind Holdings Inc,57991,Highland North Wind Farm,PA,Cambria,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,75.0,75.0,75.0,3,2012,30,Nordex,N100/2500,18.5,2,328.1,2009-WTE-13254-OE
57370,NaturEner Rim Rock Energy LLC,57995,NaturEner Rim Rock Energy,MT,Toole,RR,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,189.0,184.6,184.6,12,2012,126,Acciona,AW77/1500,18,2,264.0,30-020488
57372,Auwahi Wind Energy LLC,57996,Auwahi Wind Energy,HI,Maui,AWET,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,24.0,24.0,24.0,12,2012,8,Siemens,SWT-3.0-101,24.6,1,261.0,2011-WTW-6000-OE
58672,Everpower Wind Holdings Inc,57998,Twin Ridges Wind Farm,PA,Somerset,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,139.4,139.4,139.4,12,2012,68,Senvion,MM92,19,2,328.1,2011-WTE-3393-OE
58672,Everpower Wind Holdings Inc,57999,Patton Wind Farm,PA,Cambria,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,30.0,30.0,30.0,12,2012,15,Gamesa,G97-2.0,16.8,3,295.3,2012-WTE-186-OE
56215,E ON Climate Renewables N America LLC,58000,"Anacacho Wind Farm, LLC",TX,Kinney,ANA,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,99.8,99.8,99.8,12,2012,55,Vestas,V100-1.8,17,3,262.4,48-027069
57378,Granite Reliable Power,58004,Granite Reliable Power,NH,Coos,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,99.0,99.0,99.0,2,2012,33,Vestas,V90-3.0,19.5,2,266.7,33-022373
49893,Invenergy Services LLC,58008,California Ridge Wind Energy LLC,IL,Vermilion,CR,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,217.0,200.0,200.0,12,2012,134,GE,1.6-100,18.1,3,263.0,17-022302
57395,Shooting Star Wind Project LLC,58018,Shooting Star Wind Project LLC,KS,Kiowa,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,104.0,104.0,104.0,9,2012,65,GE,1.6-82.5,20.4,2,262.5,20-021772
57396,High Mesa Energy LLC,58019,High Mesa Energy LLC,ID,Twin Falls,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,40.0,40.0,40.0,12,2012,19,Suzlon,S97-2100,14.7,3,295.3,16-021589
57397,Beebe Renewable Energy LLC,58020,Beebe Renewable Energy LLC,MI,Gratiot,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,81.6,81.6,81.6,12,2012,34,Nordex,N117/2400,14.9,3,298.6,26-021115
57398,Whitetail Wind Energy LLC,58021,Whitetail Wind Energy LLC,TX,Webb,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,92.0,92.0,92.0,12,2012,57,GE,1.6-82.5,17.5,2,262.5,48-031262
57401,Mt Wachusett Community College,58025,Mt Wachusett Community College,MA,Worcester,WTG1,OP,Onshore Wind Turbine,WT,Commercial Non-CHP,4,1.7,1.7,1.7,3,2011,1,Vestas,V82-1.65,19,3,262.0,25-021978
57401,Mt Wachusett Community College,58025,Mt Wachusett Community College,MA,Worcester,WTG2,OP,Onshore Wind Turbine,WT,Commercial Non-CHP,4,1.7,1.7,1.7,3,2011,1,Vestas,V82-1.65,19,3,262.0,25-021982
57402,Spruce Mountain Wind LLC,58026,Spruce Mountain WInd,ME,Oxford,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,20.0,20.0,20.0,12,2011,10,Gamesa,G90-2.0,19,1,256.0,23-021759
57409,Buffalo Center Wind LLC,58038,Buffalo Center Wind LLC,IA,Mitchell,BCW,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.5,1.5,1.5,11,2011,1,Goldwind,GW 82/1500,16,2,278.0,19-022308
57412,Chisholm View Wind Project,58041,Chisholm View Wind Project,OK,Garfield,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,235.2,235.2,235.2,12,2012,140,GE,1.68-82.5,24,2,328.0,
57416,"Acciona Energy USA Global, LLC",58044,"Anchor Wind, LLC",IA,Cedar,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,6.0,5.9,5.9,10,2012,2,Acciona,AW116/3000,31.3,2,328.0,19-022574
57417,Zephyr Wind LLC,58045,Community Wind South,MN,Nobles,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,30.0,30.0,30.0,12,2012,15,REpower,MM92,20,2,328.0,27-021681
57421,BayWa r.e Wind LLC,58048,BayWa r.e Mozart LLC,TX,Kent,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,30.0,30.0,30.0,12,2012,12,Nordex,N100/2500,19,2,262.4,2012-WTW-7642-OE
57443,MWRA Charlestown,58065,Charlestown Wind Turbine,MA,Suffolk,CWT1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.5,1.5,1.5,10,2011,1,Sinovel,SL1500/82,9.5,3,230.0,25-022118
57444,5045 Wind Partners LLC,58071,Windwalkers LLC,IA,Worth,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.6,1.6,1.6,9,2011,1,GE,1.6-82.5,17,1,265.0,2009-WTE-9142-OE
57451,Rocky Ridge Wind Project LLC,58078,Rocky Ridge Wind Project,OK,Kiowa,GE 1.,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,148.8,148.8,148.8,6,2012,93,GE,1.62-100,24,2,328.0,
57460,NextEra Wolf Ridge LLC,58080,Wolf Ridge Wind,TX,Cooke,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,112.5,112.5,112.5,8,2008,75,GE,1.5 XLE,16.8,3,262.5,48-009119
57469,Stony Creek Wind Farm NY,58088,Stony Creek Wind Farm NY,NY,Wyoming,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,94.4,94.4,94.4,11,2013,58,GE,1.6-100,15.9,3,262.5,36-028942
57444,5045 Wind Partners LLC,58089,Roeder Family Wind Farm LLC,IA,Worth,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.6,1.6,1.6,9,2011,1,GE,1.6 82.5,17,1,265.0,2009-WTE-536-OE
57476,Foundation CA Fund VI Manager LLC,58101,Foundation Cemex River Plant,CA,San Bernardino,WTG1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.6,1.6,1.6,12,2012,1,GE,1.6 XLE,12,4,262.4,06-023238
57476,Foundation CA Fund VI Manager LLC,58101,Foundation Cemex River Plant,CA,San Bernardino,WTG2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.6,1.6,1.6,12,2012,1,GE,1.6 XLE,12,4,262.4,06-023239
57476,Foundation CA Fund VI Manager LLC,58102,Foundation Cemex BMQ,CA,San Bernardino,WTG1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.5,1.5,1.5,12,2012,1,GE,1.5 SLE,13.4,4,213.0,2012-WTW-182-OE
57476,Foundation CA Fund VI Manager LLC,58102,Foundation Cemex BMQ,CA,San Bernardino,WTG2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.5,1.5,1.5,12,2012,1,GE,1.5 SLE,13.4,4,213.0,2012-WTW-374-OE
57480,Heritage Garden Wind Farm I LLC,58103,Heritage Garden Wind Farm I LLC,MI,Delta,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,28.0,28.0,28.0,9,2012,14,Gamesa,G97-2.0,16.2,2,288.0,26-020906
57476,Foundation CA Fund VI Manager LLC,58104,Foundation Superior Farms,CA,Solano,WTG1,OP,Onshore Wind Turbine,WT,Industrial Non-CHP,6,1.0,1.0,1.0,12,2012,1,Mitsubishi,MWT-1000A,13.9,4,180.0,2011-WTW-4978-OE
57476,Foundation CA Fund VI Manager LLC,58105,Foundation Wal-Mart Red Bluff,CA,Tehama,WTG1,OP,Onshore Wind Turbine,WT,Commercial Non-CHP,4,1.0,1.0,1.0,9,2012,1,GE,1.5 SLE,21,4,213.0,2010-WTW-16389-OE
57075,Ridgeline Energy LLC,58106,Meadow Creek Project Company,ID,Bonneville,MCPC,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,119.7,115.8,115.8,12,2012,57,Suzlon,S97-2100,17.9,3,295.3,16-021601
59870,"Bishop Hill Energy II, LLC",58111,Bishop Hill II Wind Farm,IL,Henry,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,81.0,81.0,81.0,10,2012,50,GE,1.6-100,16.8,3,328.0,17-022110
57484,"Foundation CA Fund V Manager, LLC",58112,Foundation Cemex Madison,CA,Yolo,WTG1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.0,1.0,1.0,8,2012,1,GE,1.5 SLE,21,4,213.0,2011-WTW-7106-OE
57484,"Foundation CA Fund V Manager, LLC",58113,Foundation RRM,CA,Riverside,WTG1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.0,1.0,1.0,12,2012,1,GE,1.5 SLE,21,1,213.0,2011-WTW-6359-OE
57484,"Foundation CA Fund V Manager, LLC",58113,Foundation RRM,CA,Riverside,WTG2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.0,1.0,1.0,12,2012,1,GE,1.5 SLE,21,1,213.0,2011-WTW-6360-OE
57484,"Foundation CA Fund V Manager, LLC",58114,Foundation NWNA,CA,Riverside,WTG1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.6,1.6,1.6,12,2012,1,GE,1.6 XLE,20.4,1,262.4,2011-WTW-10500
57484,"Foundation CA Fund V Manager, LLC",58114,Foundation NWNA,CA,Riverside,WTG2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.6,1.6,1.6,12,2012,1,GE,1.6 XLE,20.4,1,262.4,06-023296
5109,DTE Electric Company,58121,Echo Wind Park,MI,Huron,GEN1,OP,Onshore Wind Turbine,WT,Electric Utility,1,49.6,49.6,49.6,1,2014,31,GE,1.6-100,17,3,328.0,
5109,DTE Electric Company,58121,Echo Wind Park,MI,Huron,GEN2,OP,Onshore Wind Turbine,WT,Electric Utility,1,62.4,62.4,62.4,12,2014,39,GE,1.6-100,17,3,328.0,
57503,Limon,58126,Limon Wind I,CO,Lincoln,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,200.0,200.0,200.0,11,2012,125,GE,1.6 SLE,17,3,262.4,W5DW
57503,Limon,58127,Limon Wind II,CO,Lincoln,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,200.0,200.0,200.0,11,2012,125,GE,1.6 SLE,14.7,3,262.4,08-021060
58090,NextEra Energy Resources Ensign Wind,58137,Ensign Wind LLC,KS,Gray,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,98.9,98.9,98.9,11,2012,43,Siemens,SWT-2.3-108,19,2,262.4,20-024457
15399,Avangrid Renewables Inc,58141,Groton Wind LLC,NH,Grafton,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,48.0,48.0,48.0,12,2012,24,Gamesa,G78-2.0,15.5,4,255.0,
58121,North Sky River Energy LLC,58154,North Sky River Energy LLC,CA,Kern,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,162.0,162.0,162.0,12,2012,100,GE,1.6 XLE,16.8,3,286.0,06-025007
58132,Perrin Ranch Wind LLC,58155,Perrin Ranch Wind LLC,AZ,Coconino,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,99.2,99.2,99.2,1,2012,62,GE,1.6 XLE,16.8,3,262.5,04-020393
58134,Cirrus Wind 1 LLC,58162,Cirrus Wind 1 LLC,TX,Lynn,CW,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,61.2,61.2,61.2,12,2012,17,CCWE,CCWE-3600/115.D,14,2,279.0,2012-WTW-498-OE
56925,"FPLE Wind, LLC",58203,"Minco Wind III, LLC",OK,Caddo,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100.8,100.8,100.8,12,2012,63,GE,1.7-100,18,4,265.0,40-021996
58180,"Blackwell Wind, LLC",58209,"NextEra-Blackwell Wind, LLC",OK,Kay,WT,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,59.8,59.8,59.8,12,2012,26,Siemens,SWT-2.3-108,19,2,262.4,40-021939
13902,NorthWestern Energy,58218,Spion Kop Wind Farm,MT,Judith Basin,SKW25,OP,Onshore Wind Turbine,WT,Electric Utility,1,40.0,40.0,40.0,12,2012,25,GE,1.6-82.5,19,2,262.0,2011-WTW-13373-OE
58187,Haviland Plastic Products Co,58220,Haviland Plastic Products,OH,Paulding,WTGA,OP,Onshore Wind Turbine,WT,Industrial Non-CHP,6,1.5,1.5,1.5,5,2013,1,Goldwind,GW 87/1500,13,3,263.0,3266
58187,Haviland Plastic Products Co,58220,Haviland Plastic Products,OH,Paulding,WTGB,OP,Onshore Wind Turbine,WT,Industrial Non-CHP,6,1.5,1.5,1.5,5,2013,1,Goldwind,GW 87/1500,13,3,263.0,3267
58187,Haviland Plastic Products Co,58220,Haviland Plastic Products,OH,Paulding,WTGC,OP,Onshore Wind Turbine,WT,Industrial Non-CHP,6,1.5,1.5,1.5,6,2013,1,Goldwind,GW 87/1500,13,3,263.0,8323
57421,BayWa r.e Wind LLC,58233,Wagner Wind LLC,CA,Riverside,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,6.0,6.0,6.0,12,2012,2,Vestas,V90-3.0,22.3,1,262.4,06-023364
58212,"Georgia Mountain Community Wind, LLC",58238,Georgia Mountain Community Wind Farm,VT,Chittenden,GMCW,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.0,10.0,10.0,12,2012,4,Goldwind,GW 100/2500,17.5,2,262.4,12003-12006
56545,Pattern Operators LP,58242,Pattern Panhandle Wind LLC,TX,Carson,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,218.0,218.0,218.0,7,2014,118,GE,1.85-87,19,2,262.4,48-031521
49893,Invenergy Services LLC,58321,Goldthwaite Wind Energy Facility,TX,Mills,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150.0,150.0,150.0,12,2013,85,GE,1.7-100,16.8,3,263.0,48-031478
49893,Invenergy Services LLC,58322,Prairie Breeze,NE,Antelope,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,206.5,206.5,206.5,5,2014,118,GE,1.7-100,19,2,262.5,2013-WTE-2902-OE
